CHARGE_TYPE_ID,CREATE_OPER_ID,CREATE_OPER_TIME,CURRENCY,EFFECTIVEMODE,EFFECTIVE_DATE,EXPIRY_DATE,LAST_OPER_ID,LAST_OPER_TIME,LOAD_DATA_TS,RANK_FLAG,RANK_ID,RATE_TYPE,STATUS,TAXEXEMPT4PAYEE,TAX_CODE_DESCRIPTION,TAX_CODE_ID,TAX_CODE_NAME,TAX_MODE,TAX_RATE,TAX_RATE_MODE,TAX_RATE_RULE_MODE,UNIQUE_ID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                <endrec>
"200150","203000000000013012","2016-06-22 13:36:19.798000","TZS","1","2016-06-22 13:36:37.096000","2099-12-31 23:59:59.000000","203000000000013012","2016-06-22 13:36:37.099000","","0","0","0","30","0","","20101","Tax on Charge Decrease IBM","2","15","1","S","937214565"<endrec>
"2001564","203000000000016133","2016-07-07 15:02:02.033000","TZS","1","2016-07-07 15:02:02.027000","2099-12-31 23:59:59.000000","203000000000016133","2016-07-07 15:02:02.033000","","0","","0","10","0","","20112","WHT","2","2","1","S","937215691"<endrec>
"2001568","203000000000016133","2016-07-08 07:56:16.539000","TZS","1","2017-03-22 10:31:00.364000","2099-12-31 23:59:59.000000","203000000000015719","2017-03-22 10:31:00.367000","","0","0","0","30","0","","20113","NBT_A","1","2","1","S","937215694"<endrec>
"2001520","203000000000014908","2016-07-15 07:48:41.466000","TZS","1","2016-07-15 07:48:50.350000","2016-07-15 08:09:52.314000","203000000000014908","2016-07-15 08:09:52.317000","","0","0","1","50","0","VAT","20051","VAT","1","100","1","S","937216593"<endrec>
"2001520","203000000000014908","2016-07-15 08:09:41.944000","TZS","1","2016-07-15 08:09:52.314000","2099-12-31 23:59:59.000000","203000000000014908","2016-07-15 08:09:52.323000","","0","8006","0","30","0","VAT","20051","VAT","1","20","1","S","937216595"<endrec>
"2001566","203000000000014909","2016-08-01 08:16:23.014000","TZS","1","2016-08-01 08:17:26.496000","2016-09-29 09:53:48.448000","203000000000013202","2016-09-29 09:53:48.452000","","2","9007","0","50","0","TEST1","20122","Test TAX codes","1","","1","S","937217776"<endrec>
"2001563","203000000000014909","2016-08-01 08:31:29.557000","TZS","1","2016-08-01 10:39:00.668000","2099-12-31 23:59:59.000000","203000000000014909","2016-08-01 10:39:00.670000","","2","9008","0","30","0","TAx test","20123","TAX decrese","2","","1","S","937217777"<endrec>
"2001583","203000000000014909","2016-08-01 10:54:07.122000","TZS","1","2016-08-01 10:54:57.742000","2099-12-31 23:59:59.000000","203000000000026102","2019-03-20 02:50:21.909000","","2","9009","0","60","0","Tax decrease test","20124","Tax decrease test","2","","1","S","937217788"<endrec>
"2001584","203000000000016338","2016-08-01 11:10:49.160000","TZS","1","2016-08-01 11:11:04.062000","2017-03-29 07:50:10.515000","203000000000015719","2017-03-29 07:50:10.515000","","2","9010","0","50","0","customerAirtimePurchase","20125","customerAirtimePurchase","1","","1","S","937217790"<endrec>
"2001533","203000000000014909","2016-08-12 16:07:07.870000","TZS","1","2016-08-12 16:07:42.927000","2016-08-12 16:10:05.015000","203000000000014909","2016-08-12 16:10:05.018000","","0","0","0","50","0","tax on principle fixed increase","20073","tax on principle fixed increase","1","10","1","S","937218862"<endrec>
"2001533","203000000000014909","2016-08-12 16:09:33.894000","TZS","1","2016-08-12 16:10:05.015000","2016-08-12 17:10:14.437000","203000000000014909","2016-08-12 17:10:14.440000","","0","10004","1","50","0","tax on principle fixed increase","20073","tax on principle fixed increase","1","1000","1","S","937218863"<endrec>
"2001534","203000000000014909","2016-08-12 16:39:00.974000","TZS","1","2016-08-12 16:39:16.612000","2016-08-12 16:53:08.075000","203000000000014909","2016-08-12 16:53:08.077000","","0","10006","0","50","0","tax on principle fixed decrease","20072","tax on principle fixed decrease","2","20","1","S","937218865"<endrec>
"2001534","203000000000014909","2016-08-12 16:52:51.251000","TZS","1","2016-08-12 16:53:08.075000","2016-08-12 16:56:43.617000","203000000000014909","2016-08-12 16:56:43.620000","","0","10007","1","50","0","tax on principle fixed decrease","20072","tax on principle fixed decrease","2","2000","1","S","937218867"<endrec>
"2001534","203000000000014909","2016-08-12 16:56:23.976000","TZS","1","2016-08-12 16:56:43.617000","2016-08-12 17:05:39.986000","203000000000014909","2016-08-12 17:05:39.988000","","0","10008","0","50","0","tax on principle fixed decrease","20072","tax on principle fixed decrease","2","20.00","1","S","937218868"<endrec>
"2001534","203000000000014909","2016-08-12 17:05:18.823000","TZS","1","2016-08-12 17:05:39.986000","2016-08-12 17:20:00.835000","203000000000014909","2016-08-12 17:20:00.838000","","0","10009","1","50","0","tax on principle fixed decrease","20072","tax on principle fixed decrease","2","2000","1","S","937218870"<endrec>
"2001533","203000000000014909","2016-08-12 17:09:55.765000","TZS","1","2016-08-12 17:10:14.437000","2016-08-12 17:15:47.398000","203000000000014909","2016-08-12 17:15:47.401000","","0","10010","1","50","0","tax on principle fixed increase","20073","tax on principle fixed increase","1","2000","1","S","937218871"<endrec>
"2001533","203000000000014909","2016-08-12 17:15:25.498000","TZS","1","2016-08-12 17:15:47.398000","2016-08-12 18:39:56.060000","203000000000014909","2016-08-12 18:39:56.063000","","0","10011","0","50","0","tax on principle fixed increase","20073","tax on principle fixed increase","1","20.00","1","S","937218873"<endrec>
"2001534","203000000000014909","2016-08-12 17:19:35.981000","TZS","1","2016-08-12 17:20:00.835000","2016-08-12 17:27:14.790000","203000000000014909","2016-08-12 17:27:14.792000","","0","10013","0","50","0","tax on principle fixed decrease","20072","tax on principle fixed decrease","2","25","1","S","937218875"<endrec>
"2001534","203000000000014909","2016-08-12 17:26:59.850000","TZS","1","2016-08-12 17:27:14.790000","2016-08-12 17:36:16.513000","203000000000014909","2016-08-12 17:36:16.516000","","0","10014","0","50","0","tax on principle fixed decrease","20072","tax on principle fixed decrease","2","15","1","S","937218876"<endrec>
"2001534","203000000000014909","2016-08-12 17:36:04.539000","TZS","1","2016-08-12 17:36:16.513000","2016-08-12 18:23:19.045000","203000000000014909","2016-08-12 18:23:19.048000","","0","10015","0","50","0","tax on principle fixed decrease","20072","tax on principle fixed decrease","2","10.00","1","S","937218881"<endrec>
"2001567","203000000000014909","2016-08-12 17:59:22.863000","TZS","1","2016-08-12 17:59:50.561000","2099-12-31 23:59:59.000000","203000000000014909","2016-08-12 18:06:28.109000","","0","0","0","60","0","Tax on principle decrease Presentage","20131","Tax on principle decrease Presentage","2","10","1","S","937218885"<endrec>
"2001582","203000000000014909","2016-08-12 18:08:25.229000","TZS","1","2016-08-12 18:08:46.839000","2099-12-31 23:59:59.000000","203000000000014909","2016-08-12 18:11:37.584000","","0","10021","0","60","0","Charge Amount Tax Decrease percentage","20132","Charge Amount Tax Decrease percentage","2","10.00","1","S","937218888"<endrec>
"2001534","203000000000014909","2016-08-12 18:22:59.503000","TZS","1","2016-08-12 18:23:19.045000","2016-08-12 18:29:44.655000","203000000000014909","2016-08-12 18:29:44.658000","","2","10026","1","50","0","tax on principle fixed decrease","20072","tax on principle fixed decrease","2","2300","1","S","937218890"<endrec>
"2001534","203000000000014909","2016-08-12 18:29:29.806000","TZS","1","2016-08-12 18:29:44.655000","2016-08-12 19:38:58.348000","203000000000014909","2016-08-12 19:38:58.350000","","2","10027","1","50","0","tax on principle fixed decrease","20072","tax on principle fixed decrease","2","2300","1","S","937218892"<endrec>
"2001533","203000000000014909","2016-08-12 18:39:47.697000","TZS","1","2016-08-12 18:39:56.060000","2016-08-12 20:21:24.013000","203000000000014909","2016-08-12 20:21:24.017000","","2","10030","0","50","0","tax on principle fixed increase","20073","tax on principle fixed increase","1","20.00","1","S","937218895"<endrec>
"2001534","203000000000014909","2016-08-12 19:38:50.414000","TZS","1","2016-08-12 19:38:58.348000","2016-08-12 19:52:03.716000","203000000000014909","2016-08-12 19:52:03.719000","","0","0","1","50","0","tax on principle fixed decrease","20072","tax on principle fixed decrease","2","1200","1","S","937218899"<endrec>
"2001534","203000000000014909","2016-08-12 19:51:49.702000","TZS","1","2016-08-12 19:52:03.716000","2016-08-12 20:01:57.169000","203000000000014909","2016-08-12 20:01:57.172000","","2","10034","1","50","0","tax on principle fixed decrease","20072","tax on principle fixed decrease","2","1200","1","S","937218902"<endrec>
"2001534","203000000000014909","2016-08-12 20:01:41.598000","TZS","1","2016-08-12 20:01:57.169000","2016-08-12 20:09:41.822000","203000000000014909","2016-08-12 20:09:41.824000","","1","10042","1","50","0","tax on principle fixed decrease","20072","tax on principle fixed decrease","2","1200","1","S","937218903"<endrec>
"2001534","203000000000014909","2016-08-12 20:09:29.939000","TZS","1","2016-08-12 20:09:41.822000","2016-08-12 20:12:25.017000","203000000000014909","2016-08-12 20:12:25.020000","","2","10044","1","50","0","tax on principle fixed decrease","20072","tax on principle fixed decrease","2","1200","1","S","937218904"<endrec>
"2001534","203000000000014909","2016-08-12 20:12:12.553000","TZS","1","2016-08-12 20:12:25.017000","2016-11-03 05:34:25.213000","203000000000014911","2016-11-03 05:34:25.214000","","1","10046","1","50","0","tax on principle fixed decrease","20072","tax on principle fixed decrease","2","1200","1","S","937218905"<endrec>
"2001533","203000000000014909","2016-08-12 20:21:06.294000","TZS","1","2016-08-12 20:21:24.013000","2016-08-16 13:52:50.655000","203000000000012803","2016-08-16 13:52:50.657000","","1","10048","0","50","0","tax on principle fixed increase","20073","tax on principle fixed increase","1","20.00","1","S","937218906"<endrec>
"2001533","203000000000012803","2016-08-16 13:52:24.696000","TZS","1","2016-08-16 13:52:50.655000","2017-02-28 06:29:39.505000","203000000000010806","2017-02-28 06:29:39.506000","","1","10055","0","50","0","tax on principle fixed increase","20073","tax on principle fixed increase","1","20.00","1","S","937219000"<endrec>
"2001593","203000000000010811","2016-08-18 12:25:40.810000","TZS","1","2016-08-18 12:25:50.828000","2099-12-31 23:59:59.000000","203000000000010811","2016-08-18 12:25:50.830000","","2","10056","0","30","0","IBM_Increase Fixed Partial","20133","IBM_Increase Fixed Partial","1","","1","S","937219074"<endrec>
"2001592","203000000000013202","2016-09-29 08:00:33.882000","TZS","1","2016-09-29 08:37:06.867000","2099-12-31 23:59:59.000000","203000000000013202","2016-09-29 08:37:43.467000","","1","12002","0","60","0","","20144","test4","1","","1","S","937224544"<endrec>
"2001566","203000000000013202","2016-09-29 09:53:38.460000","TZS","1","2016-09-29 09:53:48.448000","2099-12-31 23:59:59.000000","203000000000013202","2016-09-29 09:53:48.460000","","2","12004","0","30","0","TEST1","20122","Test TAX codes","1","","1","S","937224558"<endrec>
"2001565","203000000000014907","2016-10-03 14:48:56.966000","TZS","1","2016-10-03 14:49:33.578000","2016-10-12 08:01:49.765000","203000000000014907","2016-10-12 08:01:49.766000","","0","0","0","50","0","Test","20151","IT4Test","1","3","1","S","937227551"<endrec>
"2001562","203000000000014907","2016-10-04 07:28:49.422000","TZS","1","2016-10-04 07:29:34.228000","2099-12-31 23:59:59.000000","203000000000014907","2016-10-04 07:29:34.228000","","0","0","0","30","0","IT4Testing","20153","IT4Testing","1","2","1","S","937227562"<endrec>
"2001562","203000000000014907","2016-10-04 07:58:27.283000","TZS","1","2016-10-04 07:58:27.280000","2099-12-31 23:59:59.000000","203000000000014907","2016-10-04 07:58:27.283000","","0","13003","0","10","0","IT4Testing","20153","IT4Testing","1","5.00","1","S","937227566"<endrec>
"2001565","203000000000014907","2016-10-12 08:00:28.184000","TZS","1","2016-10-12 08:01:49.765000","2016-10-12 08:15:11.826000","203000000000014907","2016-10-12 08:15:11.827000","","0","14002","0","50","0","Test","20151","IT4Test","1","10.00","1","S","937228545"<endrec>
"2001565","203000000000014907","2016-10-12 08:14:41.973000","TZS","1","2016-10-12 08:15:11.826000","2099-12-31 23:59:59.000000","203000000000014907","2016-10-12 08:15:11.831000","","0","14003","0","30","0","Test","20151","IT4Test","1","11","1","S","937228546"<endrec>
"2001612","203000000000014907","2016-10-12 08:43:40.669000","TZS","1","2016-10-12 08:44:52.236000","2099-12-31 23:59:59.000000","203000000000014907","2016-10-12 08:44:52.237000","","0","0","1","30","0","","20161","SYMTax","2","700","1","S","937228548"<endrec>
"2001613","203000000000014907","2016-10-17 12:45:33.083000","TZS","1","2016-10-17 12:45:33.078000","2099-12-31 23:59:59.000000","203000000000014907","2016-10-17 12:45:33.083000","","0","","0","10","0","TedtDefect","20171","TedtDefect","2","10","1","S","937229572"<endrec>
"2001622","203000000000014907","2016-10-17 14:33:02.940000","TZS","1","2017-03-22 10:30:30.685000","2099-12-31 23:59:59.000000","203000000000015719","2017-03-22 10:30:30.687000","","0","0","1","30","0","Test","20172","Decrease Moldel","2","2500","1","S","937229574"<endrec>
"2001623","203000000000014907","2016-10-18 07:39:08.925000","TZS","1","2016-10-18 07:40:14.504000","2099-12-31 23:59:59.000000","203000000000026203","2017-09-12 05:28:19.445000","","0","0","1","60","0","AirTimeDecrease","20173","AirTimeDecrease","2","3500","1","S","937229594"<endrec>
"2001632","203000000000015719","2016-11-03 05:03:27.205000","TZS","1","2016-12-02 02:15:57.353000","2099-12-31 23:59:59.000000","203000000000014908","2016-12-02 02:15:57.354000","","2","16002","0","30","0","Auto_Test321","20181","Auto_Test321","2","","1","S","937233573"<endrec>
"2001534","203000000000014911","2016-11-03 05:33:34.693000","TZS","1","2016-11-03 05:34:25.213000","2017-03-08 11:03:04.230000","203000000000016349","2017-03-08 11:03:04.231000","","1","16003","1","50","0","tax on principle fixed decrease","20072","tax on principle fixed decrease","2","1200","1","S","937233574"<endrec>
"2001523","203000000000015717","2016-11-03 17:43:32.545000","TZS","1","2016-11-03 17:43:32.541000","2099-12-31 23:59:59.000000","203000000000015717","2016-11-03 17:43:32.545000","","0","","0","10","0","tax_for_keith_day to day expences","20191","tax_for_keith_day to day expences","1","100","1","S","937234553"<endrec>
"2001642","203000000000015728","2016-12-21 07:54:47.717000","TZS","1","2016-12-21 07:55:49.195000","2099-12-31 23:59:59.000000","203000000000015728","2016-12-21 07:55:49.197000","","0","0","0","30","0","test_Ait_trs_21122016","20201","test_Ait_trs_21122016","1","10.00","1","S","937250729"<endrec>
"2001520","203000000000013818","2017-01-17 20:14:46.406000","USD","1","2017-01-17 20:16:21.022000","2099-12-31 23:59:59.000000","203000000000013818","2017-01-17 20:16:21.023000","","0","19002","0","30","0","VAT","20211","VAT on Dollar","1","20.00","1","S","937258705"<endrec>
"2001520","203000000000013818","2017-01-17 20:15:56.768000","GBP","1","2017-01-17 20:16:30.715000","2099-12-31 23:59:59.000000","203000000000013818","2017-01-17 20:16:30.716000","","0","19003","0","30","0","VAT","20212","VAT on Pound","1","15.00","1","S","937258706"<endrec>
"2001533","203000000000010806","2017-02-28 06:29:29.565000","TZS","1","2017-02-28 06:29:39.505000","2017-03-02 15:43:56.971000","203000000000016349","2017-03-02 15:43:56.972000","","1","22002","0","50","0","tax on principle fixed increase","20073","tax on principle fixed increase","1","20.00","1","S","937279868"<endrec>
"2001533","203000000000016349","2017-03-02 15:41:46.104000","TZS","1","2017-03-02 15:43:56.971000","2017-03-08 13:38:41.328000","203000000000016349","2017-03-08 13:38:41.330000","","1","22003","0","50","0","tax on principle fixed increase","20073","tax on principle fixed increase","1","20.00","1","S","937280002"<endrec>
"2001534","203000000000016349","2017-03-08 11:01:22.606000","TZS","1","2017-03-08 11:03:04.230000","2017-03-08 12:05:26.259000","203000000000016349","2017-03-08 12:05:26.270000","","2","23003","1","50","0","tax on principle fixed decrease","20072","tax on principle fixed decrease","2","1200","1","S","937281860"<endrec>
"2001534","203000000000016349","2017-03-08 12:05:02.275000","TZS","1","2017-03-08 12:05:26.259000","2017-03-08 12:13:00.328000","203000000000016349","2017-03-08 12:13:00.329000","","2","23007","1","50","0","tax on principle fixed decrease","20072","tax on principle fixed decrease","2","1200","1","S","937281870"<endrec>
"2001534","203000000000016349","2017-03-08 12:12:40.855000","TZS","1","2017-03-08 12:13:00.328000","2017-03-08 13:22:55.679000","203000000000016349","2017-03-08 13:22:55.681000","","2","23008","1","50","0","tax on principle fixed decrease","20072","tax on principle fixed decrease","2","1200","1","S","937281872"<endrec>
"2001534","203000000000016349","2017-03-08 13:22:15.316000","TZS","1","2017-03-08 13:22:55.679000","2017-03-09 06:02:30.361000","203000000000016349","2017-03-09 06:02:30.362000","","2","23009","1","50","0","tax on principle fixed decrease","20072","tax on principle fixed decrease","2","1200","1","S","937281879"<endrec>
"2001533","203000000000016349","2017-03-08 13:38:15.059000","TZS","1","2017-03-08 13:38:41.328000","2017-03-08 13:57:11.649000","203000000000016349","2017-03-08 13:57:11.650000","","2","23011","0","50","0","tax on principle fixed increase","20073","tax on principle fixed increase","1","20.00","1","S","937281883"<endrec>
"2001533","203000000000016349","2017-03-08 13:54:52.591000","TZS","1","2017-03-08 13:57:11.649000","2017-03-09 12:52:31.724000","203000000000016349","2017-03-09 12:52:31.726000","","2","23012","0","50","0","tax on principle fixed increase","20073","tax on principle fixed increase","1","20.00","1","S","937281888"<endrec>
"2001534","203000000000016349","2017-03-09 06:00:05.837000","TZS","1","2017-03-09 06:02:30.361000","2017-03-09 08:26:23.341000","203000000000016349","2017-03-09 08:26:23.343000","","2","23013","1","50","0","tax on principle fixed decrease","20072","tax on principle fixed decrease","2","1200","1","S","937281918"<endrec>
"2001534","203000000000016349","2017-03-09 08:26:10.174000","TZS","1","2017-03-09 08:26:23.341000","2017-03-09 09:01:07.051000","203000000000016349","2017-03-09 09:01:07.052000","","2","23014","1","50","0","tax on principle fixed decrease","20072","tax on principle fixed decrease","2","1200","1","S","937281945"<endrec>
"2001534","203000000000016349","2017-03-09 09:00:55.238000","TZS","1","2017-03-09 09:01:07.051000","2017-03-09 11:49:52.728000","203000000000014909","2017-03-09 11:49:52.730000","","2","23015","1","50","0","tax on principle fixed decrease","20072","tax on principle fixed decrease","2","1200","1","S","937281952"<endrec>
"2001536","203000000000016349","2017-03-09 11:21:35.085000","TZS","1","2017-03-09 11:22:02.839000","2017-11-07 07:43:18.279000","203000000000016349","2017-11-07 07:43:18.281000","","2","24002","0","50","0","tax on principle tier increase percent","20075","tax on principle tier increase percent","1","","1","S","937283818"<endrec>
"2001534","203000000000014909","2017-03-09 11:49:37.390000","TZS","1","2017-03-09 11:49:52.728000","2017-03-09 12:25:36.721000","203000000000016349","2017-03-09 12:25:36.722000","","2","24003","1","50","0","tax on principle fixed decrease","20072","tax on principle fixed decrease","2","1200","1","S","937283821"<endrec>
"2001534","203000000000016349","2017-03-09 12:24:36.298000","TZS","1","2017-03-09 12:25:36.721000","2017-03-10 11:53:36.307000","203000000000018910","2017-03-10 11:53:36.309000","","2","24004","1","50","0","tax on principle fixed decrease","20072","tax on principle fixed decrease","2","1200","1","S","937283830"<endrec>
"2001533","203000000000016349","2017-03-09 12:52:13.610000","TZS","1","2017-03-09 12:52:31.724000","2017-03-09 13:13:59.347000","203000000000016349","2017-03-09 13:13:59.349000","","2","24005","0","50","0","tax on principle fixed increase","20073","tax on principle fixed increase","1","20.00","1","S","937283835"<endrec>
"2001533","203000000000016349","2017-03-09 13:13:39.645000","TZS","1","2017-03-09 13:13:59.347000","2017-03-09 13:25:57.277000","203000000000016349","2017-03-09 13:25:57.279000","","2","24008","0","50","0","tax on principle fixed increase","20073","tax on principle fixed increase","1","20.00","1","S","937283836"<endrec>
"2001533","203000000000016349","2017-03-09 13:25:47.660000","TZS","1","2017-03-09 13:25:57.277000","2017-03-09 13:33:03.261000","203000000000016349","2017-03-09 13:33:03.263000","","1","24011","0","50","0","tax on principle fixed increase","20073","tax on principle fixed increase","1","20.00","1","S","937283839"<endrec>
"2001533","203000000000016349","2017-03-09 13:32:51.479000","TZS","1","2017-03-09 13:33:03.261000","2017-03-09 13:39:47.601000","203000000000016349","2017-03-09 13:39:47.603000","","2","24015","0","50","0","tax on principle fixed increase","20073","tax on principle fixed increase","1","20.00","1","S","937283840"<endrec>
