DIRECTION,FACTOR_CODE,FACTOR_VALUE,FACTOR_VALUE_SEQ,LOAD_DATA_TS,REASON_UNIQUE_ID,SERVICE_ROLE_TYPE,STATEMENT                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           <endrec>
"C","10000","5000","","","20271","2","Transfer from M-PESA Holding Account to Business Customer Working Account by {Initiator}"<endrec>
"C","10000","1000","","","20310","2",""<endrec>
"C","10000","-1","","","20371","3","Financial Reversal With Charge Reversed"<endrec>
"C","10000","1000","","","30003041","2",""<endrec>
"C","10000","5000","","","30003046","2",""<endrec>
"C","10000","5000","","","30003047","2",""<endrec>
"C","10000","1000","","","30003049","2",""<endrec>
"C","10000","8000","","","30003153","2","Archived Funds received from {DebitParty}"<endrec>
"C","10000","8000","","","30003166","2","MMF Organization settle V.A.T Account from Working Account"<endrec>
"C","10000","5000","","","30005067","2",""<endrec>
"C","10000","1000","","","30005068","2",""<endrec>
"C","10000","5000","","","30005069","2",""<endrec>
"C","10000","5000","","","30005070","2",""<endrec>
"C","10000","1000","","","30006000","2",""<endrec>
"C","10000","1000","","","30006001","2",""<endrec>
"C","10000","5000","","","30007000","2",""<endrec>
"C","10000","1000","","","30007001","2",""<endrec>
"C","10000","1000","","","30007002","2",""<endrec>
"C","10000","5000","","","30010115","2",""<endrec>
"C","10000","5000","","","30010116","2",""<endrec>
"C","10000","8000","","","30013109","2","MMF Organisation Withdrawal from Control Account by {Initiator}"<endrec>
"C","10000","8000","","","30013112","2","MMF Organisation Paying Withholding Tax to Receiver"<endrec>
"C","10000","8000","","","30013116","2","Transfer from Unclaimed Funds to MMF Organisation by {Initiator}"<endrec>
"C","10000","5000","","","30013123","2","MSP Organisation Transfer of Commission to MMF Account by {Initiator}"<endrec>
"C","10000","5000","","","30013125","3","Merchant Transfer from Merchant Account to Working Account via WEB by {Initiator}"<endrec>
"C","10000","1000","","","30013129","2","Transfer from Bank {DebitParty} to Customer via API"<endrec>
"C","10000","1000","","","30013171","2","Transfer From Bank from {DebitParty} to Customer via WEB by {Initiator}"<endrec>
"C","10000","5000","","","30013173","2","Commission Roll Up From {DebitParty}"<endrec>
"C","10000","5000","","","30013176","3","Transfer Of Funds From Commission Held Account To Commission Payable Account"<endrec>
"C","10000","8000","","","30013189","2","Transfer from Archived Funds to Unclaimed Funds"<endrec>
"C","10000","1000","","","30013194","2","Promotion Payment from {DebitParty} via WEB by {Initiator}"<endrec>
"C","10000","1000","","","30013200","2","Promotion Payment from {DebitParty} via API"<endrec>
"C","10000","1000","","","30013213","2","Salary Payment with Withdraw Charge from {CreditParty} WEB by {Initiator}"<endrec>
"C","10000","-1","","","30013224","2","Journal Entry by {Initiator}"<endrec>
"C","10000","8000","","","30013225","2","Control Account Transfer by {Initiator}"<endrec>
"C","10000","5000","","","30013228","2","Business Withdrawal of Funds via Web by {Initiator}"<endrec>
"C","10000","5000","","","30013230","2","Business Withdrawal of Funds within Hierarchy via Web by {Initiator}"<endrec>
"C","10000","5000","","","30015237","2","Business Transfer from Financial Services Account to MMF Account by {Initiator}"<endrec>
"C","10000","5000","","","30015238","2","Business Transfer from MMF Account to Financial Services Account by {Initiator}"<endrec>
"C","10000","1000","","","30015253","2","Business Payment with Withdraw Charge from {DebitParty}"<endrec>
"C","10000","1000","","","30015301","2","Business Payment with Withdraw Charge from {DebitParty} via WEB by {Initiator}"<endrec>
"C","10000","1000","","","30015552","2",""<endrec>
"C","10000","5000","","","30015557","2",""<endrec>
"C","10000","8000","","","30015620","2","MMF Customer Payment to MMF Organisation by {Initiator}"<endrec>
"C","10000","5000","","","30015627","2",""<endrec>
"C","10000","1000","","","30015661","2","Promotion Payment from {DebitParty}"<endrec>
"C","10000","1000","","","30015662","2","Promotion Payment from {DebitParty} via API"<endrec>
"C","10000","8000","","","30015667","2","Transfer to Archived Funds Holding Account from Recycled Customer"<endrec>
"C","10000","1000","","","30015684","2","Business Payment with Withdraw Charge from {DebitParty}"<endrec>
"C","10000","1000","","","30015688","2","Customer Transfer via WEB by {Initiator}"<endrec>
"C","10000","5000","","","30015691","2","Merchant Payment from {DebitParty} via Web by {Initiator}"<endrec>
"C","10000","1000","","","30015703","2","Transfer from Bank {DebitParty} to Unregistered User via API"<endrec>
"C","10000","8000","","","30015712","3","Business Customer Payment to MMF Organisation by {Initiator}"<endrec>
"C","10000","1000","","","30027239","2","Promotion Payment from {DebitParty} via WEB by {Initiator}"<endrec>
"C","10000","8000","","","30033239","2","Transfer from Withdrawal Holding Account to M-PESA Control Account"<endrec>
"C","10000","5000","","","30040240","2","Business Deposit of Funds from {DebitParty} via Web by {Initiator}"<endrec>
"C","10000","5000","","","30040242","2","Commission Roll Up From {DebitParty}"<endrec>
"C","10000","1000","","","30046245","2",""<endrec>
"C","10000","5000","","","30047242","3","Give Cash at Agent Store via Web by {Initiator}"<endrec>
"C","10000","5000","","","30048247","2","Business Transfer from MMF Account to Utility Account via WEB by {Initiator}"<endrec>
"C","10000","5000","","","30048248","2","Funds Transfer from Utility Account to Working Account"<endrec>
"C","10000","5000","","","30054245","2",""<endrec>
"C","10000","-1","","","30055262","3","B2C Reversal by {Initiator}"<endrec>
"C","10000","-1","","","30055266","3","B2C reversal Unregistered  by {Initiator}"<endrec>
"C","10000","8000","","","30055271","2","Reverse Liable Commission - Unregistered Upgrade"<endrec>
"C","10000","1000","","","30055278","2","Funds received from Business {DebitParty}"<endrec>
"C","10000","1000","","","30055279","2","Business Payment from {DebitParty} via WEB by {Initiator}"<endrec>
"C","10000","5000","","","30055280","2",""<endrec>
"C","10000","-1","","","30057345","3","Transaction Reversal without Charge Reversed by {Initiator}"<endrec>
"C","10000","-1","","","30057352","3","Withdrawal reversal by {Initiator}"<endrec>
"C","10000","1000","","","30059348","2",""<endrec>
"C","10000","1000","","","30061350","2","Salary Payment from {DebitParty} via API"<endrec>
"C","10000","1000","","","30071469","2","Salary Payment Withdrawal Charge Paid from {DebitParty}"<endrec>
"C","10000","1000","","","30071470","2","Promotion Payment from {DebitParty}"<endrec>
"C","10000","5000","","","30071471","2","Organization Transfer from Float Account to MMF Account via Web by {Initiator}"<endrec>
"C","10000","1000","","","30071472","2","Salary Payment from {DebitParty} via WEB by {Initiator}"<endrec>
"C","10000","5000","","","30071473","2","Organization Transfer from MMF Account to Float Account via Web by {Initiator}"<endrec>
"C","10000","1000","","","30071479","2","Salary Payment from {DebitParty} via API"<endrec>
"C","10000","1000","","","30071481","2","Business Payment from {DebitParty} via API"<endrec>
"C","10000","1000","","","30071482","2","Salary Payment from {DebitParty} via API"<endrec>
"C","10000","1000","","","30071494","2","BICS IMT Request Validate"<endrec>
"C","10000","1000","","","30071532","2","Dividend Funds Received from {DebitParty}"<endrec>
"C","10000","5000","","","30075468","2","Business Deposit of Funds within Hierarchy via Web by {Initiator}"<endrec>
"C","10000","-1","","","30082540","3","Send Money Expire Reversal"<endrec>
"C","10000","5000","","","30083564","2",""<endrec>
"C","10000","1000","","","30084564","2",""<endrec>
"C","10000","5000","","","30086584","2",""<endrec>
"C","10000","5000","","","30086586","2","Transfer from Float A/C to Working A/C"<endrec>
"C","10000","5000","","","30086587","2",""<endrec>
"C","10000","5000","","","30086591","3","Give Cash at Agent Till"<endrec>
"C","10000","1000","","","30086592","2",""<endrec>
"C","10000","5000","","","30086597","2","Business Withdrawal of Funds within Hierarchy by {DebitParty}"<endrec>
"C","10000","1000","","","30086604","2",""<endrec>
"C","10000","1000","","","30089621","2","MMF Organisation Payment to MMF Customer by {Initiator}"<endrec>
"C","10000","1000","","","30089638","2","Salary Payment from {DebitParty} via WEB by {Initiator}"<endrec>
"C","10000","8000","","","30092662","2","Transfer from Business Customer Working Account to M-PESA Holding Account by {Initiator}"<endrec>
"C","10000","5000","","","30092671","2","MMF Organization Payment to Business Customer by {Initiator}"<endrec>
"C","10000","8000","","","30093621","2","Commission Clawback"<endrec>
"C","10000","5000","","","30096634","2",""<endrec>
"C","10000","1000","","","30097662","2","BICS International Transfer From {DebitParty}"<endrec>
"C","10000","1000","","","30099723","2",""<endrec>
"C","10000","1000","","","30099727","2",""<endrec>
"C","10000","8000","","","30101758","2","Organization Withdrawal of Funds by {Initiator}"<endrec>
"C","10000","5000","","","30101768","2","Merchant MMF Account Transfer within Hierarchy by {Initiator}"<endrec>
"C","10000","5000","","","30102769","2","Merchant MMF Account Transfer from {DebitParty}"<endrec>
"C","10000","1000","","","30105838","2","Revenue Payment from {DebitParty}"<endrec>
"C","10000","1000","","","30106832","2",""<endrec>
"C","10000","1000","","","30109845","2",""<endrec>
"C","10000","1000","","","30109846","2",""<endrec>
"C","10000","5000","","","30110852","2",""<endrec>
"C","10000","5000","","","30110855","2","Transfer from Float A/C to Working A/C"<endrec>
"C","10000","5000","","","30110856","2","Transfer from Working A/C to Float A/C"<endrec>
"C","10000","5000","","","30110858","2","Funds Transfer from Working Account to Utility Account"<endrec>
"C","10000","5000","","","30110859","3","Merchant Transfer from Merchant Account to Working Account"<endrec>
"C","10000","8000","","","30110894","2","Agency H/O Withdrawal of Funds"<endrec>
"C","10000","5000","","","30114894","2",""<endrec>
"C","10000","5000","","","30116925","2",""<endrec>
"C","10000","5000","","","30116928","2","Business Transfer from Utility Account to MMF Account via WEB by {Initiator}"<endrec>
"C","10000","-1","","","30116930","3","Partial Reversal from {DebitParty} for Withdrawal at ATM"<endrec>
"C","10000","1000","","","30118045","2","Funds received from {DebitParty}"<endrec>
"C","10000","5000","","","30118046","2","Business Deposit of Funds within Hierarchy from {DebitParty}"<endrec>
"C","10000","1000","","","30118047","2",""<endrec>
"C","10000","5000","","","30118048","2","Transfer from Working A/C to Float A/C"<endrec>
"C","10000","5000","","","30118049","2",""<endrec>
"C","10000","5000","","","30118051","2","Business Withdrawal of Funds by {DebitParty}"<endrec>
"C","10000","5000","","","30118052","2","Business Deposit of Funds from {DebitParty} at Agent Till"<endrec>
"C","10000","5000","","","30118064","2","Customer Withdrawal At Agent Till by {DebitParty}"<endrec>
"C","10000","5000","","","30118991","2",""<endrec>
"C","10000","-1","","","30118996","3","Transfer from Bank Expire Reversal from {DebitParty} due to Voucher Expiry"<endrec>
"C","10000","1000","","","30118999","2","Salary Payment from {DebitParty}"<endrec>
"C","10000","1000","","","30119000","2","Salary Payment from {DebitParty}"<endrec>
"C","10000","-1","","","30119004","3","Salary Payment Reversal from {DebitParty} due to Voucher Expiry"<endrec>
"C","10000","-1","","","30119005","3","Promotion Payment Reversal from {DebitParty} due to Voucher Expiry"<endrec>
"C","10000","-1","","","30119006","3","B2C Reversal with Charge Reversed by {Initiator}"<endrec>
"C","10000","5000","","","30120091","2","Deposit Account To Organization Settlement Account"<endrec>
"C","10000","5000","","","30120092","2","Loan Reapayment Account To Organization Settlement Account"<endrec>
"C","10000","5000","","","30120093","2","Financial Services Account To Organization Settlement Account"<endrec>
"C","10000","5000","","","30120094","2","Organization Settlement Account to Charges Paid Account"<endrec>
"C","10000","5000","","","30120095","2","Organization Settlement Account To Wtihdrawal Acoount"<endrec>
"C","10000","5000","","","30120096","2","Organization Settlement Account To Loan Disbursment Account"<endrec>
"C","10000","5000","","","30120097","2","Utility Account to Organization Settlement Account"<endrec>
"C","10000","5000","","","30120098","2","Merchant Account to Organization Settlement Account"<endrec>
"C","10000","5000","","","30120099","2","Organization Settlement Account to Organization MMF Account"<endrec>
"C","10000","5000","","","30120100","2","Organization MMF Account to Organization Settlement Account"<endrec>
"C","10000","8000","","","30120101","2","M-PESA Commission Received Account to Settlement Account"<endrec>
"C","10000","8000","","","30120102","2","MMF Account For Service Provider to Settlement Account"<endrec>
"C","10000","8000","","","30120103","2","Settlement Account to M-PESA Commission Paid Account"<endrec>
"C","10000","8000","","","30120104","2","Settlement Account to MMF Account For Service Provider"<endrec>
"C","10000","8000","","","30120472","2","MMF Organisation Paying V.A.T. to Receiver"<endrec>
"C","10000","-1","","","30121046","3","Send Money reversal by {Initiator}"<endrec>
"C","10000","1000","","","30121047","2","Transfer from Bank {DebitParty} to Unregistered User via WEB by {Initiator}"<endrec>
"C","10000","5000","","","30121466","2","Merchant Payment Online from {DebitParty}"<endrec>
"C","10000","1000","","","30123466","2","Send Money to Unregistered User via Web by {Initiator}"<endrec>
"C","10000","5000","","","30126077","3","Merchant Transfer from Working Account to Merchant Account via WEB by {Initiator}"<endrec>
"C","10000","5000","","","30126078","3","Merchant Transfer from Working Account to Merchant Account"<endrec>
"C","10000","5000","","","30127084","2","Data Bundle Purchase Account to Organization Settlement Account"<endrec>
"C","10000","5000","","","30129087","2","Airtime Purchase Account to Organization Settlement Account"<endrec>
"C","10000","5000","","","30129094","2","Transfer from Deposit Account to MMF Account"<endrec>
"C","10000","5000","","","30129095","2","Transfer from Final Payout Account to MMF Account"<endrec>
"C","10000","5000","","","30129096","2","Transfer from Loan Disbursement Account to MMF Account"<endrec>
"C","10000","5000","","","30129097","2","Transfer from Loan Repayment Account to MMF Account"<endrec>
"C","10000","5000","","","30129098","2","Transfer from MMF Account to Deposit Account"<endrec>
"C","10000","5000","","","30129099","2","Transfer from MMF Account to Final Payout Account"<endrec>
"C","10000","5000","","","30129100","2","Transfer from MMF Account to Loan Disbursement Account"<endrec>
"C","10000","5000","","","30129101","2","Transfer from MMF Account to Loan Repayment Account"<endrec>
"C","10000","5000","","","30129102","2","Transfer from MMF Account to Withdrawal Account"<endrec>
"C","10000","5000","","","30129103","2","Transfer from MMF Account to Zero Value Account"<endrec>
"C","10000","5000","","","30129104","2","Transfer from Withdrawal Account to MMF Account"<endrec>
"C","10000","5000","","","30129105","2","Transfer from Zero Value Account to MMF Account"<endrec>
"C","10000","1000","","","30135100","2",""<endrec>
"C","10000","1000","","","30136080","2","M-Shwari Final Payout"<endrec>
"C","10000","1000","","","30136089","2",""<endrec>
"C","10000","5000","","","30136095","3","Withdrawal at ATM by {DebitParty}"<endrec>
"C","10000","1000","","","30136096","2","Transfer from Archived Funds by {Initiator}"<endrec>
"C","10000","1000","","","30136119","2",""<endrec>
"C","10000","1000","","","30136121","2",""<endrec>
"C","10000","1000","","","30136132","2",""<endrec>
"C","10000","1000","","","30136134","2",""<endrec>
"C","10000","1000","","","30138078","2","M-Shwari Final Payout"<endrec>
"C","10000","1000","","","30141086","2",""<endrec>
"C","10000","1000","","","30143122","3","M-Kesho Loan Disburse To {DebittParty}"<endrec>
"C","10000","1000","","","30143123","3","M-Shwari Loan Disburse"<endrec>
"C","10000","5000","","","30149135","2","Savings Client Online Insurance Request From {DebitParty}"<endrec>
"C","10000","1000","","","30149169","2","WU International Transfer From {DebitParty}"<endrec>
"C","10000","8000","","","30149180","2","Reversal of deposit of funds from {DebitParty}"<endrec>
"C","10000","1000","","","30150136","3","M-Shwari Loan Request"<endrec>
"C","10000","5000","","","30150148","2","MNO Organization Transfer from Data Bundle Purchase Account to MMF Account by {Initiator}"<endrec>
"C","10000","5000","","","30150152","2","MNO Organization Transfer from Airtime Purchase Account to MMF Account by {Initiator}"<endrec>
"C","10000","5000","","","30150153","2","MNO Organization Transfer from MMF Account to Airtime Purchase Account by {Initiator}"<endrec>
"C","10000","5000","","","30150181","2","MNO Organization Transfer from MMF Account to Data Bundle Purchase Account by {Initiator}"<endrec>
"C","10000","1000","","","30153119","3","M-Kesho Final Payout"<endrec>
"C","10000","1000","","","30153122","2","Funds received from {DebitParty}"<endrec>
"C","10000","1000","","","30153123","2","Send Money to Unregistered User via Web by {Initiator}"<endrec>
"C","10000","-1","","","30153137","3","International Transfer Reversal from {DebitParty}"<endrec>
"C","10000","1000","","","30153160","2",""<endrec>
"C","10000","1000","","","30153162","2",""<endrec>
"C","10000","1000","","","30153164","3","M-Kesho Loan Request By {DebitParty}"<endrec>
"C","10000","8000","","","30155191","2","Commission Clawback"<endrec>
"C","10000","-1","","","30155192","3","Financial Reversal Without Charge Reversed"<endrec>
"C","10000","5000","","","30157231","2","Agency Float Advance via API from {DebitParty}"<endrec>
"C","10000","5000","","","30157260","2","Business Buy Goods by {DebitParty} via WEB by {Initiator}"<endrec>
"C","10000","8000","","","30157265","2","MMF Organisation Deposit of Funds"<endrec>
"C","10000","8000","","","30157266","2","Reversal of MMF Organisation Deposit"<endrec>
"C","10000","8000","","","30157269","2","MMF Organisation Bank Charges"<endrec>
"C","10000","8000","","","30157271","2","MMF Organisation Donation of Interest Received"<endrec>
"C","10000","8000","","","30157272","2","Tax Deducted on Interest Received"<endrec>
"C","10000","8000","","","30157274","2","MMF Organization Interest Received"<endrec>
"C","10000","5000","","","30158209","2","Merchant Payment from {DebitParty}"<endrec>
"C","10000","-1","","","30159207","3","Commission Transaction Reversal"<endrec>
"C","10000","1000","","","30159212","2","Deposit of Funds at Agent Till {DebitParty} by {Initiator}"<endrec>
"C","10000","5000","","","30159262","2","Merchant To Merchant Transfer via API from {DebitParty}"<endrec>
"C","10000","5000","","","30159263","2","Merchant To Merchant Transfer via WEB from {DebitParty} by {Initiator}"<endrec>
"C","10000","5000","","","30159264","2","Business To Business Transfer via API from {DebitParty}"<endrec>
"C","10000","5000","","","30159265","2","Business To Business Transfer via WEB from {DebitParty} by {Initiator}"<endrec>
"C","10000","5000","","","30159268","2","Disbursment of Funds from {DebitParty} via API"<endrec>
"C","10000","5000","","","30159269","2","Disbursment of Funds from {DebitParty} via API"<endrec>
"C","10000","5000","","","30159270","2","Disbursement of Funds from {DebitParty} via WEB by {Initiator}"<endrec>
"C","10000","5000","","","30159271","2","Disbursement of Funds from {DebitParty} via WEB by {Initiator}"<endrec>
"C","10000","5000","","","30159289","2","Merchant Payment Online from {DebitParty}"<endrec>
"C","10000","8000","","","30174045","2","Reversal of Bank Charges"<endrec>
"C","10000","5000","","","30175422","2","Customer Airtime Purchase by {DebitParty}"<endrec>
"C","10000","5000","","","30175423","2","Customer Airtime Purchase by {DebitParty}"<endrec>
"C","10000","5000","","","30175424","2","Customer Buy Bundles by {DebitParty}"<endrec>
"C","10000","5000","","","30175425","2","M-Shwari Deposit From {DebitParty}"<endrec>
"C","10000","5000","","","30175426","2","M-Kesho Deposit From {DebitParty}"<endrec>
"C","10000","1000","","","30175427","3","Savings Client Online Withdrawal Request"<endrec>
"C","10000","5000","","","30175429","2","Business Pay Bill by {DebitParty} via API"<endrec>
"C","10000","5000","","","30175430","2","Pay Bill from {DebitParty} Acc. {BillReferenceNo}"<endrec>
"C","10000","1000","","","30175431","3","M-Shwari Withdraw"<endrec>
"C","10000","5000","","","30175432","2","Pay Bill Online from {DebitParty} Acc. {BillReferenceNo}"<endrec>
"C","10000","5000","","","30175433","2","Pay Bill from {DebitParty} Acc. {BillReferenceNo} via Web by {Initiator}"<endrec>
"C","10000","5000","","","30175435","2","Business Pay Bill by {DebitParty} via WEB by {Initiator}"<endrec>
"C","10000","5000","","","30176403","2","Aggregator {DebitParty} Payment of Commission to Store Working Account"<endrec>
"C","10000","5000","","","30176404","3","Commission Received"<endrec>
"C","10000","5000","","","937124879","2","Business Buy Goods by {DebitParty} via API REF {Remark}"<endrec>
"C","10000","1000","","","937125880","2","Deposit at Agent Store via Web by {Initiator}"<endrec>
"C","10000","-1","","","937125881","3","Deposit Reversal by {Initiator}"<endrec>
"C","10000","5000","","","937127872","2","Redistribution of Float from {DebitParty} by {Initiator}"<endrec>
"C","10000","5000","","","937127873","2","Redistribution of Float from {DebitParty} via Web by {Initiator}"<endrec>
"C","10000","5000","","","937127874","2","Redistribution of Float from {DebitParty} via API"<endrec>
"C","10000","5000","","","937127875","2","Redistribution of Float from {DebitParty} via Web by {Initiator}"<endrec>
"C","10000","-1","","","937127896","3","Business Buy Goods Reversal from {DebitParty} by {Initiator}"<endrec>
"C","10000","-1","","","937127897","3",""<endrec>
"C","10000","-1","","","937127898","3","Business Pay Bill Reversal from {DebitParty} by {Initiator}"<endrec>
"C","10000","-1","","","937127899","3","Business to Business Transfer Reversal from {DebitParty} by {Initiator}"<endrec>
"C","10000","-1","","","937127900","3","Commission Clawback Reversal by {Initiator}"<endrec>
"C","10000","-1","","","937127901","3","Customer Transfer Reversal by {Initiator}"<endrec>
"C","10000","-1","","","937127902","3","Customer Transfer Reversal By CCH from {DebitParty}"<endrec>
"C","10000","-1","","","937127903","3","Customer Withdrawal Reversal By CCH from {DebitParty}"<endrec>
"C","10000","-1","","","937127904","3","Deposit at Agent Till Reversal By CCH from {DebitParty}"<endrec>
"C","10000","-1","","","937127905","3","Deposit at Agent Till Reversal From {DebitParty}"<endrec>
"C","10000","-1","","","937127906","3","Disbursement of Funds Reversal from {DebitParty} by {Initiator}"<endrec>
"C","10000","-1","","","937127907","3","Merchant to Merchant Transfer Reversal from {DebitParty} by {Initiator}"<endrec>
"C","10000","-1","","","937127908","3","Pay Merchant Reversal by {Initiator}"<endrec>
"C","10000","-1","","","937127909","3","Pay Merchant Reversal From {DebitParty}"<endrec>
"C","10000","-1","","","937127910","3","Pay Utility Reversal by {Initiator}"<endrec>
"C","10000","-1","","","937127911","3","Send Money Reversal by CCH from {DebitParty}"<endrec>
"C","10000","5000","","","937127912","2","G1 Reverse B2C from {DebitParty}"<endrec>
"C","10000","5000","","","937127913","2","G1 Reverse Business Deposit from {DebitParty}"<endrec>
"C","10000","5000","","","937127914","2","G1 Reverse Business Withdraw from {DebitParty}"<endrec>
"C","10000","5000","","","937127915","2","G1 Reverse Customer Deposit from {DebitParty}"<endrec>
"C","10000","1000","","","937127916","2","G1 Reverse Customer Transfer from {DebitParty}"<endrec>
"C","10000","1000","","","937127917","2","G1 Reverse Customer Withdrawal  from {DebitParty}"<endrec>
"C","10000","5000","","","937127918","2","G1 Reverse IMT from {DebitParty}"<endrec>
"C","10000","1000","","","937127919","2","G1 Reverse Pay Bill from {DebitParty}"<endrec>
"C","10000","1000","","","937127920","2","G1 Reverse Pay Merchant from {DebitParty}"<endrec>
"C","10000","-1","","","937136890","3","Full Reversal from {DebitParty} for Withdrawal at ATM"<endrec>
"C","10000","5000","","","937137893","2","M-Shwari Loan Repayment From {DebitParty}"<endrec>
"C","10000","5000","","","937137894","2","M-Shwari Loan Repayment From Savings From {DebitParty}"<endrec>
"C","10000","5000","","","937139896","2","Withdrawal at Agent Store via Web by {Initiator}"<endrec>
"C","10000","5000","","","937141893","2","Deposit into MMF Control Account from {DebitParty}"<endrec>
"C","10000","8000","","","937141894","3",""<endrec>
"C","10000","1000","","","937142895","2","Deposit of Funds at Agent Till {DebitParty} by {Initiator}"<endrec>
"C","10000","5000","","","937144901","2","Deposit into MMF Control Account from {DebitParty}"<endrec>
"C","10000","5000","","","937144904","2","Deposit into MMF Control Account from {DebitParty}"<endrec>
"C","10000","5000","","","937144921","2","Customer Withdrawal At Agent Till by {DebitParty}"<endrec>
"C","10000","5000","","","937144922","2","Withdrawal at Agent Store via Web by {Initiator}"<endrec>
"C","10000","5000","","","937144923","3","Withdrawal at ATM by {DebitParty}"<endrec>
"C","10000","1000","","","937144924","2","Funds received from {DebitParty}"<endrec>
"C","10000","1000","","","937144925","2","Send Money to Unregistered User via Web by {Initiator}"<endrec>
"C","10000","8000","","","937145014","2","MMF Organisation Deposit of Funds"<endrec>
"C","10000","-1","","","937145015","3","Deposit at Agent Till Reversal By CCH from {DebitParty}"<endrec>
"C","10000","-1","","","937145016","3","Deposit at Agent Till Reversal By CCH from {DebitParty}"<endrec>
"C","10000","-1","","","937145017","3","Deposit at Agent Till Reversal From {DebitParty}"<endrec>
"C","10000","-1","","","937146042","3","Deposit Reversal by {Initiator}"<endrec>
"C","10000","-1","","","937146043","3","Deposit at Agent Till Reversal By CCH from {DebitParty}"<endrec>
"C","10000","-1","","","937146044","3","Deposit at Agent Till Reversal From {DebitParty}"<endrec>
"C","10000","1000","","","937146045","2","Deposit of Funds at Agent Till {DebitParty} by {Initiator}"<endrec>
"C","10000","-1","","","937146046","3","Deposit at Agent Till Reversal By CCH from {DebitParty}"<endrec>
"C","10000","-1","","","937146047","3","Deposit at Agent Till Reversal From {DebitParty}"<endrec>
"C","10000","-1","","","937146048","3","Deposit Reversal by {Initiator}"<endrec>
"C","10000","1000","","","937146058","2","Funds received from Business {DebitParty}"<endrec>
"C","10000","8000","","","937146059","2","Organization Withdrawal of Funds by {Initiator}"<endrec>
"C","10000","8000","","","937146060","2","Transfer from Unclaimed Funds to MMF Organisation by {Initiator}"<endrec>
"C","10000","8000","","","937146061","2","Agency H/O Withdrawal of Funds"<endrec>
"C","10000","8000","","","937146062","2","MMF Organisation Paying Withholding Tax to Receiver"<endrec>
"C","10000","8000","","","937146063","2","MMF Organisation Withdrawal from Control Account by {Initiator}"<endrec>
"C","10000","5000","","","937146064","2","Pay Bill from {DebitParty} Acc. {BillReferenceNo}"<endrec>
"C","10000","5000","","","937146065","2","Business Pay Bill by {DebitParty} via API"<endrec>
"C","10000","5000","","","937146066","2","Pay Bill from {DebitParty} Acc. {BillReferenceNo} via Web by {Initiator}"<endrec>
"C","10000","5000","","","937146067","2","Business Pay Bill by {DebitParty} via WEB by {Initiator}"<endrec>
"C","10000","5000","","","937146069","2","Customer Buy Bundles by {DebitParty}"<endrec>
"C","10000","5000","","","937146070","2","Pay Bill Online from {DebitParty} Acc. {BillReferenceNo}"<endrec>
"C","10000","1000","","","937146071","2","Revenue Payment from {DebitParty}"<endrec>
"C","10000","-1","","","937146072","3","Financial Reversal With Charge Reversed"<endrec>
"C","10000","-1","","","937146073","3","Financial Reversal Without Charge Reversed"<endrec>
"C","10000","8000","","","937146074","2","Transfer from Withdrawal Holding Account to M-PESA Control Account"<endrec>
"C","10000","8000","","","937146075","2","Control Account Transfer by {Initiator}"<endrec>
"C","10000","5000","","","937146076","2","Business Buy Goods by {DebitParty} via WEB by {Initiator}"<endrec>
"C","10000","5000","","","937146077","2","Merchant Payment Online from {DebitParty}"<endrec>
"C","10000","5000","","","937146079","2","Merchant Payment from {DebitParty}"<endrec>
"C","10000","5000","","","937146080","2","Merchant Payment from {DebitParty} via Web by {Initiator}"<endrec>
"C","10000","5000","","","937146081","2","Business Buy Goods by {DebitParty} via API REF {Remark}"<endrec>
"C","10000","1000","","","937146082","2","Salary Payment from {DebitParty} via WEB by {Initiator}"<endrec>
"C","10000","1000","","","937146083","2","Transfer from Bank {DebitParty} to Unregistered User via WEB by {Initiator}"<endrec>
"C","10000","1000","","","937146084","2","Promotion Payment from {DebitParty} via WEB by {Initiator}"<endrec>
"C","10000","1000","","","937146085","2","Transfer from Bank {DebitParty} to Unregistered User via API"<endrec>
"C","10000","1000","","","937146086","2","Promotion Payment from {DebitParty} via API"<endrec>
"C","10000","1000","","","937146087","2","Salary Payment from {DebitParty} via API"<endrec>
"C","10000","1000","","","937146088","2","Salary Payment from {DebitParty} via API"<endrec>
"C","10000","1000","","","937146089","2","Business Payment with Withdraw Charge from {DebitParty}"<endrec>
"C","10000","1000","","","937146090","2","Promotion Payment from {DebitParty} via API"<endrec>
"C","10000","1000","","","937146091","2","Business Payment from {DebitParty} via API"<endrec>
"C","10000","1000","","","937146092","2","Transfer from Bank {DebitParty} to Customer via API"<endrec>
"C","10000","1000","","","937146093","2","Salary Payment from {DebitParty} via API"<endrec>
"C","10000","5000","","","937146094","2","Merchant MMF Account Transfer from {DebitParty}"<endrec>
"C","10000","1000","","","937146095","2","Funds received from Business {DebitParty}"<endrec>
"C","10000","1000","","","937147103","2",""<endrec>
"C","10000","1000","","","937147106","2","Promotion Payment from {DebitParty} via WEB by {Initiator}"<endrec>
"C","10000","1000","","","937148098","2","Promotion Payment from {DebitParty} via WEB by {Initiator}"<endrec>
"C","10000","1000","","","937148099","2","Salary Payment from {DebitParty} via WEB by {Initiator}"<endrec>
"C","10000","1000","","","937148100","2","Promotion Payment from {DebitParty}"<endrec>
