DESCRIPTION,DISPATCHER,NAME,SEGMENTS,TEMPLATE_ID,TEMPLATE_TYPE,TYPE_UNIQUE_ID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           <endrec>
"","1","Standard","","110000000000011156","1","31019635"<endrec>
"","1","Standard","","110000000000011157","1","31019636"<endrec>
"","1","Standard","","110000000000011158","1","31019637"<endrec>
"","1","Standard","","110000000000011159","1","31019638"<endrec>
"","1","Standard","","110000000000011160","1","31019639"<endrec>
"Loan failed.","1","Standard","","110000000000011161","1","31019640"<endrec>
"","1","Standard","","110000000000011162","1","31019643"<endrec>
"","1","Standard","","110000000000011210","1","31019693"<endrec>
"","1","Standard","","110000000000011211","1","31019695"<endrec>
"","1","Standard","","110000000000011212","1","31019694"<endrec>
"","1","Standard","","110000000000011213","1","31019696"<endrec>
"","1","Standard","","110000000000011214","1","31019702"<endrec>
"","1","Standard","","110000000000011215","1","31019703"<endrec>
"","1","Standard","","110000000000011216","1","31019704"<endrec>
"","1","Standard","","110000000000011217","1","31019705"<endrec>
"","1","Standard","","110000000000011218","1","31019708"<endrec>
"","1","Standard","","110000000000011219","1","31019709"<endrec>
"","1","Standard","","110000000000011220","1","31019710"<endrec>
"","1","Standard","","110000000000011222","1","31019713"<endrec>
"","1","Standard","","110000000000011223","1","31019716"<endrec>
"","1","Standard","","110000000000011224","1","31019717"<endrec>
"","1","Standard","","110000000000011225","1","31019718"<endrec>
"","1","Standard","","110000000000011229","1","31019723"<endrec>
"","1","Standard","","110000000000011230","1","31019724"<endrec>
"","1","Standard","","110000000000011231","1","31019725"<endrec>
"","1","Standard","","110000000000011232","1","31019726"<endrec>
"","1","Standard","","110000000000011233","1","31019727"<endrec>
"","1","Standard","","110000000000011234","1","31019728"<endrec>
"","1","Standard","","110000000000011235","1","31019729"<endrec>
"","1","Standard","","110000000000011237","1","31019730"<endrec>
"Failed. This transaction would exceed your limit per day for using {{#Common.MMFName}}{{.}}{{/Common.MMFName}}. Please try again tomorrow. For more information call or SMS customer services on {{#Common.CustomerCare}}{{.}}{{/Common.CustomerCare}}.","1","Standard","","110000000000011238","1","31019731"<endrec>
"Failed. M-PESA is temporarily unable to authorise your transaction. Please try again later.","1","Standard","","110000000000011239","1","31019732"<endrec>
"Failed. M-PESA is temporarily unable to authorise your transaction. Please try again later.","1","Standard","","110000000000011240","1","31019733"<endrec>
"","1","Standard","","110000000000011241","1","31019734"<endrec>
"{{#Transaction.BasicInfo.TransLogId}}{{.}}{{/Transaction.BasicInfo.TransLogId}} Confirmed. {{#Transaction.FeeInfo.OrgAmount}}{{.}}{{/Transaction.FeeInfo.OrgAmount}} sent to {{#Transaction.Credit.IdentityMSISDN}}{{.}}{{/Transaction.Credit.IdentityMSISDN}} on {{#Transaction.BasicInfo.TransInitiateTime}}{{#formatDateTime}}{{.}}, d/M/yy {{/formatDateTime}}{{/Transaction.BasicInfo.TransInitiateTime}} at {{#Transaction.BasicInfo.TransInitiateTime}}{{#formatDateTime}}{{.}}, h","1","Standard","","110000000000011242","1","31019735"<endrec>
"Failed. {{#Common.MMFName}}{{.}}{{/Common.MMFName}} cannot  pay {{#Transaction.FeeInfo.OrgAmount}}{{.}}{{/Transaction.FeeInfo.OrgAmount}} to {{#Transaction.Credit.IdentityName}}{{.}}{{/Transaction.Credit.IdentityName}}. For more information call or SMS customer services on {{#Common.CustomerCare}}{{.}}{{/Common.CustomerCare}}.","1","Standard","","110000000000011243","1","31019737"<endrec>
"{{#Transaction.BasicInfo.TransLogId}}{{.}}{{/Transaction.BasicInfo.TransLogId}} Confirmed. on {{#Transaction.BasicInfo.TransInitiateTime}}{{#formatDateTime}}{{.}}, d/M/yy {{/formatDateTime}}{{/Transaction.BasicInfo.TransInitiateTime}} at {{#Transaction.BasicInfo.TransInitiateTime}}{{#formatDateTime}}{{.}}, h","1","Standard","","110000000000011244","1","31019738"<endrec>
"","1","Standard","","110000000000011245","1","31019739"<endrec>
"Failed. This payment would exceed your daily payment limit for {{#Common.MMFName}}{{.}}{{/Common.MMFName}}. Please try a lesser amount. For more information call or SMS customer services on {{#Common.CustomerCare}}{{.}}{{/Common.CustomerCare}}.","1","Standard","","110000000000011246","1","31019740"<endrec>
"Failed. You cannot pay this much in one transaction. Please try a lesser amount. For more information call or SMS customer services on{{#Common.CustomerCare}}{{.}}{{/Common.CustomerCare}}.","1","Standard","","110000000000011247","1","31019741"<endrec>
"Failed. Your {{#Common.MMFName}}{{.}}{{/Common.MMFName}} account would fall below the minimum balance. Your current balance is {{#Transaction.Initiator.IdentityAccountBalance}}{{.}}{{/Transaction.Initiator.IdentityAccountBalance}}. For more information call or SMS customer services on {{#Common.CustomerCare}}{{.}}{{/Common.CustomerCare}}.","1","Standard","","110000000000011248","1","31019742"<endrec>
"Transaction failed, M-PESA cannot complete payment of {{#Transaction.FeeInfo.OrgAmount}}{{.}}{{/Transaction.FeeInfo.OrgAmount}} to {{#Transaction.Credit.IdentityName}}{{.}}{{/Transaction.Credit.IdentityName}}. Organization receiving the payment is unavailable, try again later.","1","Standard","","110000000000011249","1","31019743"<endrec>
"You have cancelled the transaction of {{#Transaction.FeeInfo.OrgAmount}}{{.}}{{/Transaction.FeeInfo.OrgAmount}}. Your M-PESA balance is {{#Transaction.Debit.IdentityAccountBalance}}{{.}}{{/Transaction.Debit.IdentityAccountBalance}}.","1","Standard","","110000000000011250","1","31019744"<endrec>
"Failed. The {{#Common.MMFName}}{{.}}{{/Common.MMFName}} account is not available. For more information call or SMS customer services on {{#Common.CustomerCare}}{{.}}{{/Common.CustomerCare}}.","1","Standard","","110000000000011251","1","31019745"<endrec>
"The Pay Bill transaction has failed. Please contact customer care for more information.","1","Standard","","110000000000011252","1","31019746"<endrec>
"Failed. Your {{#Common.MMFName}}{{.}}{{/Common.MMFName}} account is not available. For more information call or SMS customer services on {{#Common.CustomerCare}}{{.}}{{/Common.CustomerCare}}.","1","Standard","","110000000000011253","1","31019747"<endrec>
"Failed. {{#Common.MMFName}}{{.}}{{/Common.MMFName}} cannot authorise the transaction. For more information call or SMS customer services on {{#Common.CustomerCare}}{{.}}{{/Common.CustomerCare}}.","1","Standard","","110000000000011254","1","31019748"<endrec>
"Failed. The format of your account number was incorrect. Please try again with the correct account number.","1","Standard","","110000000000011255","1","31019749"<endrec>
"","1","Standard","","110000000000011256","1","31019750"<endrec>
"","1","Standard","","110000000000011257","1","31019751"<endrec>
"","1","Standard","","110000000000011258","1","31019752"<endrec>
"","1","Standard","","110000000000011259","1","31019753"<endrec>
"","1","Standard","","110000000000011260","1","31019754"<endrec>
"","1","Standard","","110000000000011261","1","31019755"<endrec>
"","1","Standard","","110000000000011262","1","31019756"<endrec>
"","1","Standard","","110000000000011263","1","31019757"<endrec>
"","1","Standard","","110000000000011264","1","31019758"<endrec>
"","1","Standard","","110000000000011265","1","31019759"<endrec>
"","1","Standard","","110000000000011266","1","31019760"<endrec>
"","1","Standard","","110000000000011267","1","31019761"<endrec>
"","1","Standard","","110000000000011268","1","31019762"<endrec>
"","1","Standard","","110000000000011269","1","31019763"<endrec>
"","1","Standard","","110000000000011270","1","31019764"<endrec>
"","1","Standard","","110000000000011271","1","31019765"<endrec>
"","1","Standard","","110000000000011272","1","31019766"<endrec>
"","1","Standard","","110000000000011273","1","31019767"<endrec>
"","1","Standard","","110000000000011274","1","31019768"<endrec>
"","1","Standard","","110000000000011275","1","31019769"<endrec>
"","1","Standard","","110000000000011276","1","31019684"<endrec>
"CCHAsstNewPINInvalidAsst","1","Standard","","110000000000015086","1","30015348"<endrec>
"ReceiverAccountFailed","1","Standard","","110000000000015245","1","30015513"<endrec>
"VoucherExpireWarnNotify","1","Standard","","110000000000015287","1","30015686"<endrec>
"","1","Standard","","110000000000032313","1","30055295"<endrec>
"SndMnyBusinessPayment_Recipient","1","Standard","","110000000000032317","1","30055297"<endrec>
"FloatAdminMoveMoneyCreditConfirm","1","Standard","","110000000000035350","1","30009064"<endrec>
"FloatAdminMoveMoneyDebitConfirm","1","Standard","","110000000000035351","1","30009065"<endrec>
"Transfer_SndMnyRegRecipientNotify","1","Standard","","110000000000036372","1","30009040"<endrec>
"MinimumMMFAccountTransferValue","1","Standard","","110000000000036381","1","30059346"<endrec>
"IMTForTransactionReversal","1","Standard","","110000000000045442","1","30071491"<endrec>
"IMT_WUForAuthorizedPendingCustomerCompleteKYC","1","Standard","","110000000000050438","1","30071490"<endrec>
"PayUtilityOrgNoProduct","1","Standard","","110000000000055481","1","30082548"<endrec>
"MyChangeLanguageSameErr","1","Standard","","110000000000060514","1","30089666"<endrec>
"SndMnyReply","1","Standard","","110000000000063517","1","30009041"<endrec>
"IMT_WUForSuccess","1","Standard","","110000000000065507","1","30071492"<endrec>
"AgentBalanceReplyOk","1","Standard","","110000000000065517","1","30009045"<endrec>
"AirTimeForOtherSIMAppOK","1","Standard","","110000000000065519","1","30096633"<endrec>
"ATMApplyVoucher","1","Standard","","110000000000066521","1","30089636"<endrec>
"IMT_BICSForSuccess","1","Standard","","110000000000066524","1","30071486"<endrec>
"IMT_BICSForAuthorizedPendingCustomerRegistration","1","Standard","","110000000000066525","1","30071487"<endrec>
"IMT_BICSForAuthorizedPendingCustomerCompleteKYC","1","Standard","","110000000000067521","1","30071488"<endrec>
"M-Shwari Deposit - SUCCESS","1","Standard","","110000000000068534","1","30099673"<endrec>
"M-Shwari Withdrawal SUCCESS","1","Standard","","110000000000068571","1","30099720"<endrec>
"IMT_WUForSuccess","1","Standard","","110000000000068576","1","30099802"<endrec>
"IMT_BICSForSuccess","1","Standard","","110000000000068579","1","30099805"<endrec>
"IMT_BICSForAuthorizedPendingCustomerRegistration","1","Standard","","110000000000068580","1","30099806"<endrec>
"IMT_BICSForAuthorizedPendingCustomerCompleteKYC","1","Standard","","110000000000068581","1","30099807"<endrec>
"M-Shwari Deposit - SUCCESS","1","Standard","","110000000000069521","1","30100654"<endrec>
"MyChangeLanguageSameErr","1","Standard","","110000000000070534","1","30103782"<endrec>
"this is a Standard","1","Standard","","110000000000071536","1","30104810"<endrec>
"this is a Standard","1","Standard","","110000000000071537","1","30104811"<endrec>
"this is a Standard","1","Standard","","110000000000071538","1","30104812"<endrec>
"IMT_BICSForAuthorizedPendingCustomerRegistration","1","Standard","","110000000000073543","1","30106834"<endrec>
"SndMnyReply","1","Standard","","110000000000074547","1","30107843"<endrec>
"this is a Standard","1","Standard","","110000000000075548","1","30108842"<endrec>
"SndMnyReply","1","Standard","","110000000000076546","1","30109840"<endrec>
"this is a Standard","1","Standard","","110000000000076548","1","30109842"<endrec>
"FSIBalanceReplyOk","1","Standard","","110000000000078546","1","30111840"<endrec>
"FSIEmergencyCreditInternalErr","1","Standard","","110000000000078550","1","30111844"<endrec>
"TxnReversalInitiatorNotify","1","Standard","","110000000000078551","1","30111845"<endrec>
"FSIEmergencyCreditReplyOk","1","Standard","","110000000000078552","1","30111846"<endrec>
"FSIInsuranceReplyOk","1","Standard","","110000000000078553","1","30111847"<endrec>
"FSIJournalDepositNotify","1","Standard","","110000000000078554","1","30111848"<endrec>
"FSIJournalWithdrawalNotify","1","Standard","","110000000000078555","1","30111849"<endrec>
"FSIOnlineBuyInsuranceRequestApprovedReplyOK","1","Standard","","110000000000078557","1","30111851"<endrec>
"FSIOnlineRequestCreditReplyOK","1","Standard","","110000000000078559","1","30111853"<endrec>
"FSISendToSavingsInsufficientFunds","1","Standard","","110000000000078567","1","30111861"<endrec>
"FSISendToSavingsInsufficientFundsErr","1","Standard","","110000000000078568","1","30111862"<endrec>
"FSISendToSavingsMaxTransferErr","1","Standard","","110000000000078569","1","30111863"<endrec>
"FSISendToSavingsMinTransferErr","1","Standard","","110000000000078570","1","30111864"<endrec>
"FSISendToSavingsOtherErr","1","Standard","","110000000000078571","1","30111865"<endrec>
"FSISendToSavingsReplyOk","1","Standard","","110000000000078572","1","30111866"<endrec>
"FSIStatementInternalErr","1","Standard","","110000000000078573","1","30111867"<endrec>
"FSIStatementOtherErr","1","Standard","","110000000000078574","1","30111868"<endrec>
"FSIStatementReplyOk","1","Standard","","110000000000078575","1","30111869"<endrec>
"FSITakeFromSavingsReplyOk","1","Standard","","110000000000078576","1","30111870"<endrec>
"BuyGoodsReversalCredit","1","Standard","","110000000000078580","1","30111874"<endrec>
"ReversalAmountIsInvalid","1","Standard","","110000000000078581","1","30111876"<endrec>
"MpangoSavingsMiniStatementReplyOK","1","Standard","","110000000000081583","1","30114883"<endrec>
"WorkflowTaskAssigned","1","Standard","","110000000000081586","1","30015528"<endrec>
"TillStatusWrong","1","Standard","","110000000000083588","1","30116948"<endrec>
"AirTime3rdPartySystemProblem","1","Standard","","110000000000084591","1","30056320"<endrec>
"AirTimeBadRecipient","1","Standard","","110000000000084592","1","30015372"<endrec>
"AirTimeDupTranErr","1","Standard","","110000000000084593","1","30056323"<endrec>
"AirTimeForOtherSIMAppOK","1","Standard","","110000000000084594","1","30096639"<endrec>
"AirTimeIdleExpiredRecipient","1","Standard","","110000000000084595","1","30015377"<endrec>
"AirTimeInsufficientFunds","1","Standard","","110000000000084596","1","30015378"<endrec>
"AirTimeLessThanMinAirtimeErr","1","Standard","","110000000000084597","1","30015394"<endrec>
"AirTimeRecipientAccountMaxed","1","Standard","","110000000000084599","1","30015396"<endrec>
"AirTimeSystemProblem","1","Standard","","110000000000084601","1","30015375"<endrec>
"this is a Standard","1","Standard","","110000000000084602","1","10100051"<endrec>
"this is a Standard","1","Standard","","110000000000084604","1","10200101"<endrec>
"this is a Standard","1","Standard","","110000000000084605","1","10100042"<endrec>
"","1","Standard","","110000000000084607","1","40710"<endrec>
"ApiTransferRegRecipientNotify","1","Standard","","110000000000084608","1","30009057"<endrec>
"ApiTransferUnregRecipientNotify","1","Standard","","110000000000084609","1","30009058"<endrec>
"this is a Standard","1","Standard","","110000000000084610","1","10100023"<endrec>
"this is a Standard","1","Standard","","110000000000084611","1","10100026"<endrec>
"this is a Standard","1","Standard","","110000000000084612","1","10100004"<endrec>
"ArchiveMnyRecipientNotify","1","Standard","","110000000000084613","1","30010136"<endrec>
"ArchiveMnyUnregRecipientNotify","1","Standard","","110000000000084614","1","30009060"<endrec>
"AssistantAccountDisabled","1","Standard","","110000000000084615","1","30057324"<endrec>
"AssistantMinimumTransferErr","1","Standard","","110000000000084616","1","30078503"<endrec>
"AtmWithdrawInsufficientFunds","1","Standard","","110000000000084617","1","30015397"<endrec>
"AtmWithdrawOtherError","1","Standard","","110000000000084618","1","30015376"<endrec>
"AtmWithdrawReplyOk","1","Standard","","110000000000084619","1","30010098"<endrec>
"AtmWithdrawTpsConfirm","1","Standard","","110000000000084620","1","30009063"<endrec>
"AtmWithdrawTpsRefund","1","Standard","","110000000000084621","1","30057325"<endrec>
"B2BAccountStatusNotify","1","Standard","","110000000000084626","1","30100681"<endrec>
"B2BFailNotify","1","Standard","","110000000000084627","1","30100676"<endrec>
"B2BIdentiyStatusNotify","1","Standard","","110000000000084628","1","30100680"<endrec>
"B2BInsufficientNotify","1","Standard","","110000000000084629","1","30100678"<endrec>
"B2BLimitNotify","1","Standard","","110000000000084630","1","30100677"<endrec>
"B2BSuccessNotify","1","Standard","","110000000000084631","1","30100675"<endrec>
"BadAmount","1","Standard","","110000000000084632","1","30015382"<endrec>
"this is a Standard","1","Standard","","110000000000084633","1","10200039"<endrec>
"this is a Standard","1","Standard","","110000000000084634","1","10600001"<endrec>
"this is a Standard","1","Standard","","110000000000084635","1","10600002"<endrec>
"BusPayment1FreeWithdrawal","1","Standard","","110000000000084636","1","30058327"<endrec>
"BusPaymentPayDividendReg","1","Standard","","110000000000084637","1","30071531"<endrec>
"this is a Standard","1","Standard","","110000000000084638","1","10100021"<endrec>
"this is a Standard","1","Standard","","110000000000084639","1","10100022"<endrec>
"this is a Standard","1","Standard","","110000000000084640","1","10100024"<endrec>
"this is a Standard","1","Standard","","110000000000084641","1","10100025"<endrec>
"this is a Standard","1","Standard","","110000000000084642","1","10300053"<endrec>
"this is a Standard","1","Standard","","110000000000084643","1","10100017"<endrec>
"this is a Standard","1","Standard","","110000000000084644","1","10100016"<endrec>
"Buy Goods Credit","1","Standard","","110000000000084645","1","20744"<endrec>
"Buy Goods Debit","1","Standard","","110000000000084646","1","20745"<endrec>
"BuyAirtimeAccountInformationErr","1","Standard","","110000000000084647","1","30086577"<endrec>
"BuyAirtimePhoneNumberErr","1","Standard","","110000000000084648","1","30086579"<endrec>
"BuyAirtimeSystemErr","1","Standard","","110000000000084649","1","30086578"<endrec>
"BuyAirtimeTimeRechargeDeclinedOtherErr","1","Standard","","110000000000084650","1","30086575"<endrec>
"BuyAirtimeTimeRechargeOtherErr","1","Standard","","110000000000084651","1","30086574"<endrec>
"BuyAirtimeTimeThreadFailed","1","Standard","","110000000000084652","1","30086576"<endrec>
"this is a Standard","1","Standard","","110000000000084653","1","40465"<endrec>
"this is a Standard","1","Standard","","110000000000084654","1","10200096"<endrec>
"this is a Standard","1","Standard","","110000000000084655","1","10200097"<endrec>
"this is a Standard","1","Standard","","110000000000084656","1","10100050"<endrec>
"this is a Standard","1","Standard","","110000000000084657","1","10200108"<endrec>
"this is a Standard","1","Standard","","110000000000084658","1","10200112"<endrec>
"this is a Standard","1","Standard","","110000000000084659","1","10200087"<endrec>
"this is a Standard","1","Standard","","110000000000084660","1","10200088"<endrec>
"this is a Standard","1","Standard","","110000000000084661","1","10100048"<endrec>
"this is a Standard","1","Standard","","110000000000084662","1","10200119"<endrec>
"this is a Standard","1","Standard","","110000000000084663","1","10100049"<endrec>
"this is a Standard","1","Standard","","110000000000084664","1","10200089"<endrec>
"this is a Standard","1","Standard","","110000000000084665","1","10200091"<endrec>
"this is a Standard","1","Standard","","110000000000084666","1","10200090"<endrec>
"this is a Standard","1","Standard","","110000000000084667","1","10100044"<endrec>
"this is a Standard","1","Standard","","110000000000084668","1","10100045"<endrec>
"this is a Standard","1","Standard","","110000000000084669","1","10200092"<endrec>
"this is a Standard","1","Standard","","110000000000084670","1","10200093"<endrec>
"this is a Standard","1","Standard","","110000000000084671","1","10200094"<endrec>
"this is a Standard","1","Standard","","110000000000084672","1","10200095"<endrec>
"this is a Standard","1","Standard","","110000000000084673","1","10200104"<endrec>
"CCHAsstNewPINAgentAccountRoleFail","1","Standard","","110000000000084674","1","30015344"<endrec>
"CCHAsstNewPINAgentReplyOk","1","Standard","","110000000000084675","1","30010128"<endrec>
"CCHAsstNewPINCCHReplyOk","1","Standard","","110000000000084676","1","30010129"<endrec>
"CCHAsstNewPINCCHRoleFail","1","Standard","","110000000000084677","1","30015565"<endrec>
"CCHAsstNewPINDOBInvalid","1","Standard","","110000000000084678","1","30015345"<endrec>
"CCHAsstNewPINInCorrectDOB","1","Standard","","110000000000084680","1","30015347"<endrec>
"CCHAsstNewPINInvalidAsst","1","Standard","","110000000000084681","1","30116941"<endrec>
"CCHAsstNewPINOtherError","1","Standard","","110000000000084682","1","30015350"<endrec>
"CCHAsstNewPINTillNotExist","1","Standard","","110000000000084683","1","30015361"<endrec>
"Identification Failed. The entered date of birth is not correct.","1","Standard","","110000000000084684","1","30117997"<endrec>
"CCHAsstUnlockPINAgentAccountRoleFail","1","Standard","","110000000000084685","1","30015414"<endrec>
"CCHAsstUnlockPINAgentReplyOk","1","Standard","","110000000000084686","1","30010132"<endrec>
"CCHAsstUnlockPINAsstIdInvalid","1","Standard","","110000000000084687","1","30015415"<endrec>
"CCHAsstUnlockPINCCHReplyOk","1","Standard","","110000000000084688","1","30010133"<endrec>
"CCHAsstUnlockPINCCHRoleFail","1","Standard","","110000000000084689","1","30015416"<endrec>
"CCHAsstUnlockPINDOBInvalid","1","Standard","","110000000000084690","1","30015417"<endrec>
"CCHAsstUnlockPINIncorrectDOB","1","Standard","","110000000000084691","1","30015418"<endrec>
"CCHAsstUnlockPINNotPINLock","1","Standard","","110000000000084692","1","30015419"<endrec>
"CCHAsstUnlockPINOtherError","1","Standard","","110000000000084693","1","30015420"<endrec>
"CCHChangeKYCReplyOk","1","Standard","","110000000000084694","1","30010123"<endrec>
"CCHCollectDoBCustomerAccountAlreadyHasDoB","1","Standard","","110000000000084695","1","30057326"<endrec>
"CCHCustInsufficientBalance","1","Standard","","110000000000084696","1","30015421"<endrec>
"CCHCustNewPINCCHReplyOk","1","Standard","","110000000000084697","1","30010127"<endrec>
"CCHCustNewPINCCHRoleFail","1","Standard","","110000000000084698","1","30015422"<endrec>
"CCHCustNewPINCustRoleFail","1","Standard","","110000000000084700","1","30015423"<endrec>
"CCHCustNewPINDOBInvalid","1","Standard","","110000000000084701","1","30015424"<endrec>
"CCHCustNewPINInCorrectDOB","1","Standard","","110000000000084702","1","30015425"<endrec>
"CCHCustNewPINNoDOB","1","Standard","","110000000000084703","1","30015426"<endrec>
"CCHCustNewPINNotRegCustomer","1","Standard","","110000000000084704","1","30015427"<endrec>
"CCHCustNewPINOtherError","1","Standard","","110000000000084705","1","30015428"<endrec>
"CCHCustUnlockPINCCHReplyOk","1","Standard","","110000000000084706","1","30010131"<endrec>
"CCHCustUnlockPINCCHRoleFail","1","Standard","","110000000000084707","1","30015429"<endrec>
"CCHCustUnlockPINCustAccountRoleFail","1","Standard","","110000000000084708","1","30015430"<endrec>
"CCHCustUnlockPINCustomerReplyOk","1","Standard","","110000000000084709","1","30010130"<endrec>
"CCHCustUnlockPINDOBInvalid","1","Standard","","110000000000084710","1","30015431"<endrec>
"CCHCustUnlockPINNoDOB","1","Standard","","110000000000084712","1","30015433"<endrec>
"CCHCustUnlockPINNotPINLock","1","Standard","","110000000000084713","1","30015434"<endrec>
"CCHCustUnlockPINNotRegCustomer","1","Standard","","110000000000084714","1","30015435"<endrec>
"CCHCustUnlockPINOtherError","1","Standard","","110000000000084715","1","30015436"<endrec>
"CCHDOBCCHAccountRoleFail","1","Standard","","110000000000084716","1","30015437"<endrec>
"CCHDOBCCHReplyOk","1","Standard","","110000000000084717","1","30015246"<endrec>
"CCHDOBCustAccountRoleFail","1","Standard","","110000000000084718","1","30015438"<endrec>
"CCHDOBCustReplyOk","1","Standard","","110000000000084719","1","30015247"<endrec>
"CCHDOBInvalidDOB","1","Standard","","110000000000084720","1","30015439"<endrec>
