AUTHORIZ_AMOUNT,AUTHORIZ_CURRENCY,AUTHORIZ_MODE,CHANNEL,NEED_AUTHORIZ,REASON_INDEX                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      <endrec>
"0","TZS","00","1005","FALSE","10000057"<endrec>
"0","TZS","00","1005","TRUE","10000058"<endrec>
"0","TZS","00","1005","TRUE","10000061"<endrec>
"100","TZS","00","1005","TRUE","10000062"<endrec>
"0","TZS","00","1005","TRUE","10000069"<endrec>
"0","TZS","00","1005","TRUE","10000070"<endrec>
"0","TZS","00","1005","FALSE","10000071"<endrec>
"0","TZS","00","1005","TRUE","10000074"<endrec>
"0","TZS","00","1005","FALSE","10000076"<endrec>
"100","TZS","00","1005","TRUE","10000079"<endrec>
"0","TZS","00","1005","TRUE","10000080"<endrec>
"0","TZS","00","1005","TRUE","10000083"<endrec>
"0","TZS","00","1005","FALSE","10000084"<endrec>
"0","TZS","00","1005","TRUE","10000087"<endrec>
"0","TZS","00","1005","TRUE","10000089"<endrec>
"100","TZS","00","1005","TRUE","10000090"<endrec>
"0","TZS","00","1005","TRUE","10000091"<endrec>
"0","TZS","00","1005","TRUE","10000092"<endrec>
"0","TZS","00","1005","TRUE","10000094"<endrec>
"100","TZS","00","1005","TRUE","10000095"<endrec>
"0","TZS","00","1005","TRUE","10000104"<endrec>
"100","TZS","00","1005","TRUE","10000107"<endrec>
"0","TZS","00","1005","TRUE","10000115"<endrec>
"0","TZS","00","1005","TRUE","10000116"<endrec>
"0","TZS","00","1005","TRUE","10000118"<endrec>
"0","TZS","00","1005","TRUE","10000119"<endrec>
"0","TZS","00","1005","FALSE","10000121"<endrec>
"0","TZS","00","1005","TRUE","10000122"<endrec>
"0","TZS","00","1005","TRUE","10000125"<endrec>
"0","TZS","00","1005","TRUE","10000126"<endrec>
"0","TZS","00","1005","TRUE","10000127"<endrec>
"0","TZS","00","1005","TRUE","10000128"<endrec>
"0","TZS","00","1005","TRUE","10000129"<endrec>
"0","TZS","00","1005","TRUE","10000130"<endrec>
"0","TZS","00","1005","FALSE","10000133"<endrec>
"0","TZS","00","1005","FALSE","10000136"<endrec>
"0","TZS","00","1005","TRUE","10000137"<endrec>
"0","TZS","00","1005","TRUE","10000140"<endrec>
"0","TZS","00","1005","TRUE","10000141"<endrec>
"0","TZS","00","1005","TRUE","10000143"<endrec>
"0","TZS","00","1005","TRUE","10000144"<endrec>
"0","TZS","00","1005","FALSE","10000145"<endrec>
"0","TZS","00","1005","TRUE","10000146"<endrec>
"0","TZS","00","1005","TRUE","10000147"<endrec>
"0","TZS","00","1005","TRUE","10000149"<endrec>
"0","TZS","00","1005","TRUE","10000150"<endrec>
"100","TZS","00","1005","TRUE","10000151"<endrec>
"0","TZS","00","1005","TRUE","10000152"<endrec>
"0","TZS","00","1005","TRUE","10000153"<endrec>
"0","TZS","00","1005","TRUE","10000154"<endrec>
"0","TZS","00","1005","TRUE","10000155"<endrec>
"0","TZS","00","1005","TRUE","10000156"<endrec>
"0","TZS","00","1005","FALSE","10000179"<endrec>
"10000","TZS","00","1005","TRUE","10000186"<endrec>
"0","TZS","00","1005","TRUE","10000187"<endrec>
"0","TZS","00","1005","FALSE","10000189"<endrec>
"0","TZS","00","1005","TRUE","10000190"<endrec>
"0","TZS","00","1005","TRUE","10000191"<endrec>
"0","TZS","00","1005","TRUE","10000195"<endrec>
"100","TZS","00","1005","TRUE","10000200"<endrec>
"0","TZS","00","1005","TRUE","10000204"<endrec>
"0","TZS","00","1005","FALSE","10000205"<endrec>
"0","TZS","00","1005","FALSE","10000212"<endrec>
"100","TZS","00","1005","TRUE","10000213"<endrec>
"0","TZS","00","1005","FALSE","10000219"<endrec>
"0","TZS","00","1005","FALSE","10000220"<endrec>
"0","TZS","00","1005","FALSE","10000221"<endrec>
"0","TZS","00","1005","FALSE","10000222"<endrec>
"0","TZS","00","1005","FALSE","10000226"<endrec>
"0","TZS","00","1005","FALSE","10000227"<endrec>
"0","TZS","00","1005","TRUE","10000229"<endrec>
"100","TZS","00","1005","TRUE","10000230"<endrec>
"0","TZS","00","1005","TRUE","10000231"<endrec>
"100","TZS","00","1005","TRUE","10000232"<endrec>
"0","TZS","00","1005","TRUE","10000242"<endrec>
"0","TZS","00","1005","FALSE","10000246"<endrec>
"0","TZS","00","1005","FALSE","10000248"<endrec>
"0","TZS","00","1005","FALSE","10000256"<endrec>
"0","TZS","00","1005","FALSE","10000257"<endrec>
"109000","TZS","00","1005","TRUE","10000266"<endrec>
"0","TZS","00","1005","FALSE","10000267"<endrec>
"0","TZS","00","1005","FALSE","10000270"<endrec>
"0","TZS","00","1005","FALSE","10000273"<endrec>
"0","TZS","00","1005","TRUE","10000283"<endrec>
"0","TZS","00","1005","FALSE","10000293"<endrec>
"100","TZS","00","1005","TRUE","10000294"<endrec>
"0","TZS","00","1005","TRUE","10000300"<endrec>
"0","TZS","00","1005","FALSE","10000329"<endrec>
"0","TZS","00","1005","TRUE","10000336"<endrec>
"0","TZS","00","1005","FALSE","10000339"<endrec>
"0","TZS","00","1005","FALSE","10000341"<endrec>
"0","TZS","00","1005","TRUE","10000343"<endrec>
"0","TZS","00","1005","TRUE","10000344"<endrec>
"0","TZS","00","1005","TRUE","10000345"<endrec>
"0","TZS","00","1005","TRUE","10000346"<endrec>
"0","TZS","00","1005","TRUE","10000347"<endrec>
"0","TZS","00","1005","FALSE","10000349"<endrec>
"0","TZS","00","1005","FALSE","10000351"<endrec>
"0","TZS","00","1005","TRUE","10000352"<endrec>
"0","TZS","00","1005","TRUE","10000353"<endrec>
"0","TZS","00","1005","TRUE","10000354"<endrec>
"0","TZS","00","1005","TRUE","10000355"<endrec>
"0","TZS","00","1005","TRUE","10000356"<endrec>
"0","TZS","00","1005","TRUE","10000357"<endrec>
"0","TZS","00","1005","TRUE","10000358"<endrec>
"0","TZS","00","1005","TRUE","10000359"<endrec>
"0","TZS","00","1005","TRUE","10000360"<endrec>
"0","TZS","00","1005","TRUE","10000361"<endrec>
"0","TZS","00","1005","TRUE","10000362"<endrec>
"0","TZS","00","1005","TRUE","10000363"<endrec>
"0","TZS","00","1005","TRUE","10000364"<endrec>
"0","TZS","00","1005","TRUE","10000370"<endrec>
"0","TZS","00","1005","TRUE","10000371"<endrec>
"0","TZS","00","1005","FALSE","10000378"<endrec>
"0","TZS","00","1005","FALSE","10002358"<endrec>
"0","TZS","00","1005","FALSE","10002367"<endrec>
"0","TZS","00","1005","FALSE","10002368"<endrec>
"0","TZS","00","1005","FALSE","10002377"<endrec>
"0","TZS","00","1005","FALSE","10002399"<endrec>
"0","TZS","00","1005","FALSE","10002407"<endrec>
"0","TZS","00","1005","FALSE","10002408"<endrec>
"0","TZS","00","1005","FALSE","10002471"<endrec>
"0","TZS","00","1005","TRUE","10002481"<endrec>
"0","TZS","00","1005","FALSE","10002487"<endrec>
"0","TZS","00","1005","FALSE","10002488"<endrec>
"0","TZS","00","1005","FALSE","10002508"<endrec>
"100","TZS","00","1005","TRUE","10002518"<endrec>
"0","TZS","00","1005","FALSE","10002567"<endrec>
"0","TZS","00","1005","FALSE","10002593"<endrec>
"0","TZS","00","1005","FALSE","10002619"<endrec>
"0","TZS","01","1005","TRUE","10002625"<endrec>
"100","TZS","00","1005","TRUE","10002626"<endrec>
"0","TZS","00","1005","TRUE","10002646"<endrec>
"0","TZS","00","1005","FALSE","10002657"<endrec>
"100","TZS","01","1005","TRUE","10002658"<endrec>
"100","TZS","01","1005","TRUE","10002659"<endrec>
"0","TZS","00","1005","TRUE","10002690"<endrec>
"1000","TZS","00","1005","TRUE","10002712"<endrec>
"0","TZS","00","1005","FALSE","10002783"<endrec>
"0","TZS","00","1005","TRUE","10002784"<endrec>
"0","TZS","00","1005","FALSE","10002786"<endrec>
"0","TZS","00","1005","TRUE","10002788"<endrec>
"0","TZS","00","1005","TRUE","10002805"<endrec>
"100","TZS","01","1005","TRUE","10002806"<endrec>
"0","TZS","00","1005","FALSE","10002830"<endrec>
"0","TZS","00","1005","FALSE","10002870"<endrec>
"10000","TZS","00","1005","TRUE","10002878"<endrec>
"100000","TZS","00","1005","TRUE","10002883"<endrec>
"0","TZS","00","1005","FALSE","10002903"<endrec>
"0","TZS","00","1005","FALSE","10002979"<endrec>
"0","TZS","00","1005","FALSE","10002982"<endrec>
"0","TZS","00","1005","FALSE","10002983"<endrec>
"0","TZS","00","1005","FALSE","10002984"<endrec>
"0","TZS","00","1005","FALSE","10002985"<endrec>
"0","TZS","00","1005","FALSE","10002987"<endrec>
"0","TZS","00","1005","FALSE","10002988"<endrec>
"0","TZS","00","1005","FALSE","10002989"<endrec>
"0","TZS","00","1005","FALSE","10002997"<endrec>
"0","TZS","00","1005","FALSE","10003009"<endrec>
"1","TZS","00","1005","TRUE","10003097"<endrec>
"0","TZS","00","1005","FALSE","10003109"<endrec>
"0","TZS","00","1005","FALSE","10003129"<endrec>
"0","TZS","00","1005","FALSE","10003133"<endrec>
"0","TZS","00","1005","FALSE","10003135"<endrec>
"0","TZS","00","1005","FALSE","10003140"<endrec>
"100","TZS","00","1005","TRUE","10003219"<endrec>
"0","TZS","00","1005","FALSE","10003279"<endrec>
"0","TZS","00","1005","FALSE","10003779"<endrec>
"10","TZS","00","1005","TRUE","10004145"<endrec>
"0","TZS","00","1005","FALSE","10004171"<endrec>
"0","TZS","00","1005","TRUE","10004219"<endrec>
"0","TZS","00","1005","TRUE","10004329"<endrec>
"0","TZS","00","1005","TRUE","10004389"<endrec>
"0","TZS","00","1010","FALSE","10000021"<endrec>
"0","TZS","00","1010","TRUE","10000026"<endrec>
"0","TZS","00","1010","FALSE","10000027"<endrec>
"0","TZS","00","1010","TRUE","10000028"<endrec>
"0","TZS","00","1010","FALSE","10000030"<endrec>
"0","TZS","00","1010","TRUE","10000032"<endrec>
"0","TZS","00","1010","FALSE","10000033"<endrec>
"100","TZS","00","1010","TRUE","10000035"<endrec>
"0","TZS","00","1010","FALSE","10000040"<endrec>
"0","TZS","00","1010","FALSE","10000051"<endrec>
"0","TZS","00","1010","FALSE","10000056"<endrec>
"100","TZS","00","1010","TRUE","10000075"<endrec>
"100","TZS","00","1010","TRUE","10000077"<endrec>
"0","TZS","00","1010","TRUE","10000080"<endrec>
"0","TZS","00","1010","TRUE","10000081"<endrec>
"0","TZS","00","1010","FALSE","10000086"<endrec>
"0","TZS","00","1010","FALSE","10000090"<endrec>
"100","TZS","00","1010","TRUE","10000095"<endrec>
"0","TZS","00","1010","TRUE","10000097"<endrec>
"0","TZS","00","1010","FALSE","10000102"<endrec>
"0","TZS","00","1010","FALSE","10000110"<endrec>
"0","TZS","00","1010","FALSE","10000132"<endrec>
"100","TZS","00","1010","TRUE","10000133"<endrec>
"0","TZS","00","1010","TRUE","10000144"<endrec>
"100","TZS","00","1010","TRUE","10000145"<endrec>
"100","TZS","00","1010","TRUE","10000187"<endrec>
"0","TZS","00","1010","TRUE","10000200"<endrec>
"0","TZS","00","1010","TRUE","10000204"<endrec>
"100","TZS","00","1010","TRUE","10000213"<endrec>
"0","TZS","00","1010","FALSE","10000217"<endrec>
"0","TZS","00","1010","FALSE","10000224"<endrec>
"0","TZS","00","1010","FALSE","10000225"<endrec>
"0","TZS","00","1010","FALSE","10000228"<endrec>
"0","TZS","00","1010","FALSE","10000230"<endrec>
"0","TZS","00","1010","FALSE","10000232"<endrec>
"0","TZS","00","1010","TRUE","10000233"<endrec>
"0","TZS","00","1010","TRUE","10000234"<endrec>
"0","TZS","00","1010","TRUE","10000235"<endrec>
"0","TZS","00","1010","TRUE","10000236"<endrec>
"0","TZS","00","1010","TRUE","10000237"<endrec>
"0","TZS","00","1010","TRUE","10000238"<endrec>
"0","TZS","00","1010","TRUE","10000239"<endrec>
"0","TZS","00","1010","TRUE","10000240"<endrec>
"0","TZS","00","1010","TRUE","10000241"<endrec>
"0","TZS","00","1010","FALSE","10000244"<endrec>
"0","TZS","00","1010","FALSE","10000248"<endrec>
"0","TZS","00","1010","FALSE","10000252"<endrec>
"0","TZS","00","1010","FALSE","10000255"<endrec>
"0","TZS","00","1010","FALSE","10000256"<endrec>
"200","TZS","00","1010","TRUE","10000258"<endrec>
"0","TZS","00","1010","FALSE","10000262"<endrec>
"10000","TZS","00","1010","TRUE","10000264"<endrec>
"0","TZS","00","1010","FALSE","10000274"<endrec>
"0","TZS","00","1010","FALSE","10000275"<endrec>
"100","TZS","00","1010","TRUE","10000280"<endrec>
"0","TZS","00","1010","FALSE","10000282"<endrec>
"0","TZS","00","1010","FALSE","10000284"<endrec>
"0","TZS","00","1010","FALSE","10000291"<endrec>
"100","TZS","00","1010","TRUE","10000292"<endrec>
"0","TZS","00","1010","FALSE","10000299"<endrec>
"100","TZS","00","1010","TRUE","10000301"<endrec>
"0","TZS","00","1010","FALSE","10000302"<endrec>
"0","TZS","00","1010","FALSE","10000303"<endrec>
"0","TZS","00","1010","FALSE","10000305"<endrec>
"0","TZS","00","1010","FALSE","10000308"<endrec>
"0","TZS","00","1010","FALSE","10000314"<endrec>
"0","TZS","00","1010","FALSE","10000328"<endrec>
"0","TZS","00","1010","FALSE","10000330"<endrec>
"0","TZS","00","1010","TRUE","10000331"<endrec>
"0","TZS","00","1010","FALSE","10000333"<endrec>
"0","TZS","00","1010","FALSE","10000334"<endrec>
"0","TZS","00","1010","TRUE","10000335"<endrec>
"0","TZS","00","1010","FALSE","10000338"<endrec>
"0","TZS","00","1010","FALSE","10000340"<endrec>
"0","TZS","00","1010","TRUE","10000343"<endrec>
"0","TZS","00","1010","TRUE","10000344"<endrec>
"0","TZS","00","1010","TRUE","10000345"<endrec>
"0","TZS","00","1010","TRUE","10000346"<endrec>
"0","TZS","00","1010","TRUE","10000347"<endrec>
"0","TZS","00","1010","FALSE","10000368"<endrec>
"0","TZS","00","1010","TRUE","10002368"<endrec>
"0","TZS","00","1010","FALSE","10002378"<endrec>
"0","TZS","00","1010","FALSE","10002379"<endrec>
"0","TZS","00","1010","FALSE","10002399"<endrec>
"100","TZS","00","1010","TRUE","10002474"<endrec>
"0","TZS","00","1010","FALSE","10002478"<endrec>
"0","TZS","00","1010","TRUE","10002481"<endrec>
"100","TZS","00","1010","TRUE","10002497"<endrec>
"0","TZS","00","1010","FALSE","10002560"<endrec>
"0","TZS","00","1010","FALSE","10002561"<endrec>
"0","TZS","00","1010","FALSE","10002567"<endrec>
"0","TZS","00","1010","FALSE","10002619"<endrec>
"0","TZS","00","1010","FALSE","10002623"<endrec>
"0","TZS","00","1010","FALSE","10002625"<endrec>
"0","TZS","00","1010","TRUE","10002646"<endrec>
"0","TZS","00","1010","TRUE","10002648"<endrec>
"0","TZS","00","1010","FALSE","10002649"<endrec>
"100","TZS","01","1010","TRUE","10002711"<endrec>
"0","TZS","00","1010","TRUE","10002717"<endrec>
"0","TZS","00","1010","FALSE","10002727"<endrec>
"0","TZS","00","1010","FALSE","10002788"<endrec>
"0","TZS","00","1010","FALSE","10002805"<endrec>
"100","TZS","01","1010","TRUE","10002806"<endrec>
"0","TZS","00","1010","FALSE","10002870"<endrec>
"0","TZS","00","1010","TRUE","10002878"<endrec>
"0","TZS","00","1010","FALSE","10002883"<endrec>
"0","TZS","00","1010","FALSE","10002982"<endrec>
"0","TZS","00","1010","FALSE","10002984"<endrec>
"0","TZS","00","1010","FALSE","10002987"<endrec>
"0","TZS","00","1010","FALSE","10002988"<endrec>
"0","TZS","00","1010","FALSE","10002989"<endrec>
"0","TZS","00","1010","FALSE","10003009"<endrec>
"0","TZS","00","1010","FALSE","10003279"<endrec>
"0","TZS","00","1010","FALSE","10003379"<endrec>
"100","TZS","00","1010","TRUE","10003719"<endrec>
"0","TZS","00","1010","FALSE","10003720"<endrec>
"0","TZS","00","1010","FALSE","10004329"<endrec>
"0","TZS","00","1010","TRUE","10004499"<endrec>
"100","TZS","00","1012","TRUE","10000062"<endrec>
"0","TZS","00","1012","FALSE","10000069"<endrec>
"0","TZS","00","1012","TRUE","10000070"<endrec>
"0","TZS","00","1012","TRUE","10000083"<endrec>
"0","TZS","00","1012","FALSE","10000097"<endrec>
"0","TZS","00","1012","FALSE","10000100"<endrec>
"0","TZS","00","1012","FALSE","10000103"<endrec>
"0","TZS","00","1012","FALSE","10000110"<endrec>
"0","TZS","00","1012","FALSE","10000114"<endrec>
"0","TZS","00","1012","TRUE","10000116"<endrec>
"0","TZS","00","1012","FALSE","10000120"<endrec>
"0","TZS","00","1012","FALSE","10000121"<endrec>
"0","TZS","00","1012","TRUE","10000122"<endrec>
"0","TZS","00","1012","TRUE","10000144"<endrec>
"0","TZS","00","1012","FALSE","10000145"<endrec>
"0","TZS","00","1012","TRUE","10000146"<endrec>
"0","TZS","00","1012","TRUE","10000147"<endrec>
"0","TZS","00","1012","FALSE","10000151"<endrec>
"0","TZS","00","1012","FALSE","10000177"<endrec>
"0","TZS","00","1012","TRUE","10000187"<endrec>
"100","TZS","00","1012","TRUE","10000195"<endrec>
"0","TZS","00","1012","FALSE","10000204"<endrec>
"0","TZS","00","1012","FALSE","10000205"<endrec>
"100","TZS","00","1012","TRUE","10000213"<endrec>
"100","TZS","00","1012","TRUE","10000219"<endrec>
"0","TZS","00","1012","FALSE","10000220"<endrec>
