CREATE_OPER_ID,CREATE_OPER_TIME,DESCRIPTION,LAST_OPER_ID,LAST_OPER_TIME,POLICY_CATEGORY,POLICY_ID,POLICY_NAME,RETRY_INTERVAL,RETRY_TIMES,STATUS,TIMEOUT_INTERVAL,UNIQUE_ID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              <endrec>
"203000000000012204","2016-06-13 16:53:34.402000","</textarea><script>alert(1)</script>","203000000000012204","2016-06-13 17:20:16.553000","","5001","TestABC","5","100","50","10","937210723"<endrec>
"203000000000012204","2016-06-13 17:09:48.627000","","203000000000019121","2017-09-26 14:22:01.491000","","6001","Testing","5","100","50","10","937210731"<endrec>
"203000000000012204","2016-06-13 17:11:20.161000","<script>alert(1)</script>","203000000000026208","2017-11-30 11:03:55.282000","","4002","aa","3","100","50","20","937210732"<endrec>
"203000000000012204","2016-06-13 17:20:09.623000","</textarea><script>alert(1)</script>","203000000000015306","2017-01-06 11:57:49.113000","","5001","TestABC","5","100","60","10","937210736"<endrec>
"203000000000013022","2016-07-11 10:48:53.870000","","203000000000015306","2017-01-06 11:56:53.396000","","7001","Micco","","","60","","937215725"<endrec>
"203000000000014910","2016-09-06 11:28:40.726000","test","203000000000015306","2017-01-06 11:55:26.550000","","8001","Auxenta Sending policy","4","15","60","10","937220661"<endrec>
"203000000000010811","2016-11-29 10:09:14.268000","","203000000000016421","2017-02-22 08:41:11.328000","","3003","IBM Test Sending policy","4","4","50","4","937243688"<endrec>
"203000000000016004","2016-12-21 10:20:24.522000","SAM DESC","203000000000016004","2016-12-22 06:03:58.720000","","9001","SAMTEPPOLICY","22","3","60","60","937250744"<endrec>
"203000000000016004","2016-12-22 05:02:28.874000","XXZXCC","203000000000015306","2017-01-06 11:57:41.877000","","10001","SAMSECOND","60","2","60","20","937251690"<endrec>
"203000000000016004","2016-12-22 08:53:43.787000","DESC","203000000000015306","2017-01-06 11:57:34.634000","","10003","SAMEDIT","60","2","60","20","937251694"<endrec>
"203000000000015306","2016-12-29 07:59:41.252000","","203000000000014909","2017-02-16 07:19:01.689000","","11001","AUX Sending Policy 1","5","3","50","","937253778"<endrec>
"203000000000011505","2017-01-06 07:20:49.082000","","203000000000015306","2017-01-06 11:55:43.342000","","12001","CopyOfTestAux","5","3","60","","937254859"<endrec>
"203000000000010811","2017-01-09 07:09:49.786000","Just Do IT !","203000000000010811","2017-01-09 07:30:39.157000","","12002","IBM Test policy 10","5","3","50","30","937254905"<endrec>
"203000000000010811","2017-01-09 07:30:26.088000","Just Do IT !","203000000000010811","2017-01-09 07:46:53.527000","","12002","IBM Test policy 10","5","3","50","30","937254913"<endrec>
"203000000000010811","2017-01-09 07:46:46.000000","Just Do IT !","203000000000010811","2017-01-18 10:21:09.666000","","12002","IBM Test policy 10","5","3","50","30","937254920"<endrec>
"203000000000010811","2017-01-18 10:21:02.671000","Just Do IT !","203000000000014909","2017-02-16 07:55:40.559000","1","12002","IBM Test policy 10","5","3","50","30","937258721"<endrec>
"203000000000014909","2017-02-14 12:55:34.359000","TepSendingpolR4Q2","203000000000014909","2017-02-15 07:25:47.463000","1","13001","TepSendingpolR4Q2","5","3","50","","937265720"<endrec>
"203000000000014909","2017-02-15 07:24:02.082000","TepSendingpolR4Q2","203000000000014909","2017-02-15 07:41:24.591000","1","13001","TepSendingpolR4Q2","5","3","50","","937265729"<endrec>
"203000000000014909","2017-02-15 07:40:49.610000","TepSendingpolR4Q2.Edited","203000000000014909","2017-02-15 12:08:38.353000","1","13001","TepSendingpolR4Q2","6","4","50","","937265731"<endrec>
"203000000000014909","2017-02-15 12:08:15.439000","TepSendingpolR4Q2.Edited","203000000000014909","2017-02-15 12:10:51.705000","1","13001","TepSendingpolR4Q2","6","4","50","","937265749"<endrec>
"203000000000014909","2017-02-15 12:10:23.036000","TepSendingpolR4Q2.Edited","203000000000014909","2017-02-15 12:48:02.898000","1","13001","TepSendingpolR4Q2","6","4","50","","937265751"<endrec>
"203000000000014909","2017-02-15 12:46:37.838000","TepSendingpolR4Q2.Edited","203000000000014909","2017-02-15 12:51:34.242000","1","13001","TepSendingpolR4Q2","6","4","50","","937265756"<endrec>
"203000000000014909","2017-02-15 12:51:26.143000","TepSendingpolR4Q2.Edited","203000000000014909","2017-02-15 12:52:41.141000","1","13001","TepSendingpolR4Q2","6","4","50","","937265757"<endrec>
"203000000000014909","2017-02-15 12:52:34.241000","TepSendingpolR4Q2.Edited","203000000000014909","2017-02-16 07:29:47.467000","1","13001","TepSendingpolR4Q2","6","4","50","","937265758"<endrec>
"203000000000014909","2017-02-16 07:18:49.468000","","203000000000014909","2017-02-16 07:55:19.052000","1","11001","AUX Sending Policy 1","5","3","50","","937265772"<endrec>
"203000000000014909","2017-02-16 07:19:56.349000","Just Do IT !","203000000000014909","2017-02-16 07:55:40.570000","1","12002","IBM Test policy 10","5","3","30","30","937265773"<endrec>
"203000000000014909","2017-02-16 07:29:24.668000","TepSendingpolR4Q2.Edited","203000000000014909","2017-02-16 07:36:11.254000","1","13001","TepSendingpolR4Q2","6","4","50","","937265775"<endrec>
"203000000000014909","2017-02-16 07:35:57.657000","TepSendingpolR4Q2.Edited","203000000000014909","2017-02-16 07:39:24.775000","1","13001","TepSendingpolR4Q2","6","4","50","","937265776"<endrec>
"203000000000014909","2017-02-16 07:39:12.702000","TepSendingpolR4Q2.Edited","203000000000014909","2017-02-16 07:54:40.431000","1","13001","TepSendingpolR4Q2","6","4","50","","937265777"<endrec>
"203000000000014909","2017-02-16 07:54:14.890000","TepSendingpolR4Q2.Edited","203000000000010811","2017-02-16 08:05:15.783000","1","13001","TepSendingpolR4Q2","1","6","50","30","937265779"<endrec>
"203000000000014909","2017-02-16 07:55:08.445000","","203000000000014909","2017-02-16 07:55:19.059000","1","11001","AUX Sending Policy 1","5","3","30","","937265780"<endrec>
"203000000000010811","2017-02-16 08:05:02.282000","TepSendingpolR4Q2.Edited","203000000000010811","2017-02-16 08:08:17.199000","1","13001","TepSendingpolR4Q2","1","6","50","30","937265783"<endrec>
"203000000000010811","2017-02-16 08:08:12.108000","TepSendingpolR4Q2.Edited","203000000000014909","2017-02-16 08:15:47.431000","1","13001","TepSendingpolR4Q2","1","6","50","30","937265785"<endrec>
"203000000000014909","2017-02-16 08:14:48.740000","TepSendingpolR4Q2.Edited","203000000000014909","2017-02-16 13:25:44.901000","1","13001","TepSendingpolR4Q2","1","6","50","30","937265788"<endrec>
"203000000000014909","2017-02-16 13:25:32.963000","","203000000000014909","2017-02-16 13:26:39.111000","1","13001","TepSendingpolR4Q2","","","50","","937267816"<endrec>
"203000000000014909","2017-02-16 13:26:32.010000","TepSendingpolR4Q2.Edited","203000000000014909","2017-02-16 13:26:39.137000","1","13001","TepSendingpolR4Q2","1","6","30","30","937267817"<endrec>
"203000000000016421","2017-02-22 08:38:40.153000","","203000000000010811","2017-02-22 10:55:13.411000","1","3003","IBM Test Sending policy","","","50","","937273818"<endrec>
"203000000000016421","2017-02-22 08:41:00.515000","","203000000000010811","2017-09-11 12:30:44.973000","1","3001","IBM Test policy","","","50","","937273819"<endrec>
"203000000000016421","2017-02-22 08:50:17.799000","","203000000000016421","2017-02-22 09:20:07.269000","2","14001","AutomationTest","1","1","50","1","937273820"<endrec>
"203000000000016421","2017-02-22 09:10:04.443000","","203000000000016421","2017-02-22 09:24:16.479000","2","14001","AutomationTest","1","1","50","1","937273821"<endrec>
"203000000000016421","2017-02-22 09:24:04.392000","","203000000000016421","2017-02-22 09:24:36.656000","2","14001","AutomationTest","1","1","50","1","937273824"<endrec>
"203000000000016421","2017-02-22 09:24:30.732000","","203000000000016421","2017-02-22 09:24:36.663000","2","14001","AutomationTest","1","1","30","1","937273825"<endrec>
"203000000000010811","2017-02-22 10:55:05.796000","","203000000000019121","2017-10-18 13:19:24.105000","1","3003","IBM Test Sending policy","","","50","","937273828"<endrec>
"203000000000016421","2017-02-23 09:03:34.294000","","203000000000015719","2017-03-02 08:06:35.873000","2","15001","DefaultPolicy331","","","50","","937275819"<endrec>
"203000000000016421","2017-02-23 11:13:30.150000","","203000000000015719","2017-03-02 08:17:28.552000","2","15001","DefaultPolicy331","","","50","","937276818"<endrec>
"203000000000015719","2017-03-02 08:17:22.188000","","203000000000015719","2017-03-02 08:19:31.490000","2","15001","DefaultPolicy331","","","50","","937279986"<endrec>
"203000000000015719","2017-03-02 08:18:12.874000","","203000000000015719","2017-05-16 12:33:49.255000","2","15001","DefaultPolicy331","","","50","","937279987"<endrec>
"203000000000015719","2017-04-25 08:59:53.008000","","203000000000015719","2017-06-27 09:07:54.619000","2","15001","DefaultPolicy331","","","50","","937327951"<endrec>
"203000000000015719","2017-04-28 06:08:27.002000","","","","2","15002","DefaultPolicy810","","","10","","937329949"<endrec>
"203000000000010811","2017-05-10 11:55:42.657000","","203000000000018910","2017-09-26 07:33:49.028000","1","15003","IBMnew","","","50","","937335884"<endrec>
"203000000000020211","2017-05-25 09:26:24.516000","","203000000000020211","2017-05-25 14:28:19.217000","1","15005","l_mlantha","3","2","50","5","937347902"<endrec>
"203000000000020211","2017-05-25 14:28:10.549000","","203000000000020211","2017-05-25 14:28:19.228000","1","15005","l_mlantha","3","2","30","5","937347917"<endrec>
"203000000000025006","2017-06-26 11:58:41.841000","","203000000000019602","2017-06-28 08:10:33.781000","2","15001","DefaultPolicy331","","","50","","937365123"<endrec>
"203000000000025006","2017-06-26 12:23:18.132000","","","","2","15006","DefaultPolicy229","","","10","","937365124"<endrec>
"203000000000015719","2017-06-27 08:05:06.996000","","","","2","15007","DefaultPolicy156","","","10","","937365179"<endrec>
"203000000000015719","2017-06-27 09:16:08.676000","","203000000000019602","2017-07-03 05:28:23.277000","2","15001","DefaultPolicy331","","","50","","937365189"<endrec>
"203000000000019602","2017-06-28 07:53:36.419000","","","","2","15008","DefaultPolicy102","","","10","","937366304"<endrec>
"203000000000019602","2017-06-28 08:17:35.605000","","203000000000019602","2017-10-06 11:10:42.644000","2","15001","DefaultPolicy331","","","50","","937366307"<endrec>
"203000000000019602","2017-07-03 05:33:08.586000","","203000000000019602","2017-10-06 11:10:42.673000","2","15001","DefaultPolicy331","","","30","","937371493"<endrec>
"203000000000010811","2017-09-11 12:30:35.328000","","203000000000018910","2017-09-13 15:25:02.520000","1","3001","IBM Test policy","","","50","","937402944"<endrec>
"203000000000019602","2017-09-13 06:30:19.757000","","","","2","15009","DefaultPolicy129","","","10","","937404991"<endrec>
"203000000000018910","2017-09-13 15:24:41.353000","","203000000000018910","2017-09-27 08:54:38.064000","1","3001","IBM Test policy","","","50","","937407023"<endrec>
"203000000000018910","2017-09-26 07:33:43.825000","","203000000000018910","2017-09-26 08:54:56.848000","1","15003","IBMnew","","","50","","937415079"<endrec>
"203000000000018910","2017-09-26 08:54:50.645000","","203000000000018910","2017-09-26 12:21:37.767000","1","15003","IBMnew","","","50","","937415087"<endrec>
"203000000000018910","2017-09-26 12:18:51.667000","","203000000000014912","2018-02-20 05:02:05.856000","1","15003","IBMnew","","","50","","937415096"<endrec>
"203000000000019121","2017-09-26 14:21:57.531000","test","203000000000019121","2017-09-26 14:22:01.501000","1","6001","Testing","5","100","30","9","937415113"<endrec>
"203000000000019121","2017-09-26 14:25:13.872000","test","203000000000019121","2017-09-26 14:22:01.501000","1","6001","Testing","5","100","10","9","937415114"<endrec>
"203000000000018910","2017-09-27 07:50:48.987000","","203000000000016349","2018-06-18 11:44:12.090000","1","15010","symboxTest policy","30","13","30","","937415129"<endrec>
"203000000000018910","2017-09-27 08:54:04.889000","","203000000000018910","2017-09-27 11:01:52.705000","1","3001","IBM Test policy","","","50","","937415132"<endrec>
"203000000000018910","2017-09-27 11:01:47.268000","","203000000000010811","2017-12-28 18:33:05.998000","1","3001","IBM Test policy","","","50","","937415139"<endrec>
"203000000000019116","2017-10-09 10:29:21.084000","","203000000000019116","2017-10-09 10:36:53.842000","1","15011","DefaultPolicy332","","","50","","937416078"<endrec>
"203000000000019116","2017-10-09 10:34:43.049000","","203000000000019116","2017-10-09 10:37:17.782000","1","15011","DefaultPolicy332","","","50","","937416079"<endrec>
"203000000000019116","2017-10-09 10:37:10.379000","","203000000000019116","2017-10-09 10:37:17.790000","1","15011","DefaultPolicy332","","","30","","937416080"<endrec>
"203000000000016349","2017-10-10 11:20:02.763000","IMTReceive","203000000000016349","2017-10-10 11:21:21.618000","1","15012","IMTReceive","3","1","50","3","937417078"<endrec>
"203000000000016349","2017-10-10 11:21:15.306000","IMTReceive","203000000000016349","2017-10-10 11:43:56.090000","1","15012","IMTReceive","3","1","50","3","937417079"<endrec>
"203000000000016349","2017-10-10 11:43:51.144000","IMTReceive","203000000000016349","2017-10-10 11:50:03.449000","1","15012","IMTReceive","3","1","50","3","937417080"<endrec>
"203000000000016349","2017-10-10 11:49:59.196000","IMTReceive","203000000000016349","2017-10-10 11:50:03.455000","1","15012","IMTReceive","3","1","30","3","937417081"<endrec>
"203000000000019121","2017-10-18 13:19:12.380000","","203000000000019121","2017-10-18 13:19:24.112000","1","3003","IBM Test Sending policy","","","30","","937418164"<endrec>
"203000000000025007","2017-11-15 06:37:15.531000","","","","2","15013","DefaultPolicy730","","","10","","937428168"<endrec>
"203000000000025007","2017-11-15 06:55:56.973000","","203000000000019602","2017-10-06 11:10:42.673000","2","15001","DefaultPolicy331","","","10","","937428177"<endrec>
"203000000000019116","2017-11-28 10:39:31.192000","","","","2","15014","tep1234","","","10","","937432177"<endrec>
"203000000000019116","2017-11-28 11:45:37.186000","","203000000000019116","2017-11-28 11:57:02.811000","1","15015","tep12345","","","60","","937432182"<endrec>
"203000000000019116","2017-11-29 11:17:16.194000","","203000000000019116","2017-11-30 10:37:39.489000","1","15016","TEP937","","","50","","937433180"<endrec>
"203000000000019116","2017-11-29 11:26:31.860000","","203000000000019116","2017-11-29 11:37:43.439000","1","15017","TEP426","","","60","","937433181"<endrec>
"203000000000019116","2017-11-30 10:32:42.387000","","203000000000019116","2017-11-30 10:37:39.497000","1","15016","TEP937","","","30","","937433216"<endrec>
"203000000000026208","2017-11-30 11:02:02.035000","<script>alert(1)</script>","203000000000019116","2017-12-28 18:35:05.468000","1","4002","aa","3","100","50","20","937433222"<endrec>
"203000000000026208","2017-11-30 11:18:48.107000","<script>alert(1)</script>","203000000000019116","2017-12-28 18:35:05.476000","1","4002","aa","3","100","30","20","937433225"<endrec>
"203000000000019116","2017-11-30 11:21:08.618000","","203000000000019116","2017-11-30 11:21:41.860000","1","15018","TEP724","","","30","","937433226"<endrec>
"203000000000015719","2017-12-28 14:42:28.051000","","203000000000015719","2017-12-28 14:42:53.245000","1","15019","TEP311","","","30","","937445229"<endrec>
"203000000000025007","2017-12-28 14:44:30.541000","","","","1","15020","TEP154","","","10","","937445230"<endrec>
"203000000000015719","2017-12-28 14:44:40.183000","","203000000000015719","2017-12-28 14:42:53.245000","1","15019","TEP311","","","10","","937445231"<endrec>
"203000000000025007","2017-12-28 14:48:55.654000","","203000000000025007","2017-12-28 14:49:26.205000","1","15021","TEP351","","","30","","937445232"<endrec>
"203000000000015719","2017-12-28 14:51:37.471000","","203000000000015719","2017-12-28 14:52:39.437000","1","15022","TEP795","","","30","","937445233"<endrec>
"203000000000019116","2017-12-28 18:24:12.135000","","203000000000019116","2017-12-28 18:25:17.212000","1","15023","TEP185","","","60","","937445266"<endrec>
"203000000000010811","2017-12-28 18:33:00.220000","","203000000000010811","2018-02-19 09:42:05.488000","1","3001","IBM Test policy","","","50","","937445267"<endrec>
"203000000000019116","2017-12-28 18:37:15.559000","<script>alert(1)</script>","203000000000019116","2017-12-28 18:35:05.476000","1","4002","aa","3","100","10","20","937445269"<endrec>
"203000000000019116","2017-12-28 18:57:54.228000","","203000000000019116","2017-12-28 18:58:18.221000","1","15024","TEP759","","","30","","937445271"<endrec>
"203000000000015728","2018-02-09 09:45:50.820000","Just Do IT !","203000000000015728","2018-02-09 09:46:01.406000","1","3002","IBM Test policy 1","5","3","30","","937462321"<endrec>
"203000000000015728","2018-02-12 13:33:40.339000","","203000000000016349","2018-06-07 10:22:36.553000","1","15025","IBM Test policy123","","","50","","937462360"<endrec>
"203000000000010811","2018-02-19 09:41:56.786000","","203000000000016349","2018-05-17 10:58:56.136000","1","3001","IBM Test policy","","","50","","937462477"<endrec>
"203000000000010811","2018-02-19 09:48:08.259000","","203000000000010806","2018-03-01 14:48:23.918000","1","15026","TestingTEP","","","50","","937462479"<endrec>
"203000000000014912","2018-02-20 05:01:48.028000","","203000000000016350","2018-03-02 08:04:27.638000","1","15003","IBMnew","","","50","","937462489"<endrec>
"203000000000010806","2018-03-01 14:48:17.761000","","203000000000019121","2018-03-02 07:34:34.382000","1","15026","TestingTEP","","","50","","937465444"<endrec>
"203000000000019121","2018-03-02 07:34:20.195000","","203000000000019121","2018-03-02 07:58:07.360000","1","15026","TestingTEP","","","50","","937465454"<endrec>
"203000000000019121","2018-03-02 07:57:57.032000","","203000000000019121","2018-03-02 08:04:48.054000","1","15026","TestingTEP","","","50","","937465456"<endrec>
"203000000000016350","2018-03-02 08:04:14.853000","","203000000000016350","2018-03-02 08:29:48.453000","1","15003","IBMnew","","","50","","937465457"<endrec>
"203000000000019121","2018-03-02 08:04:41.681000","","203000000000019121","2018-03-02 08:11:08.335000","1","15026","TestingTEP","","","50","","937465458"<endrec>
"203000000000019121","2018-03-02 08:11:01.614000","","203000000000019121","2018-03-02 08:27:15.576000","1","15026","TestingTEP","","","50","","937465459"<endrec>
"203000000000019121","2018-03-02 08:27:06.399000","","203000000000019121","2018-03-02 08:58:41.786000","1","15026","TestingTEP","","","50","","937465462"<endrec>
"203000000000016350","2018-03-02 08:29:42.305000","","203000000000016349","2018-05-17 11:04:45.855000","1","15003","IBMnew","","","50","","937465463"<endrec>
"203000000000019121","2018-03-02 08:58:35.877000","","203000000000016350","2018-03-02 10:15:33.297000","1","15026","TestingTEP","","","50","","937465464"<endrec>
"203000000000016350","2018-03-02 10:15:26.203000","","203000000000026608","2018-06-19 08:18:33.888000","1","15026","TestingTEP","","","50","","937465469"<endrec>
"203000000000014911","2018-03-16 07:08:49.556000","","203000000000014911","2018-03-16 07:09:10.714000","1","15027","Generic IMT policy","","","30","","937469573"<endrec>
"203000000000018910","2018-03-20 06:43:29.109000","","203000000000018910","2018-03-21 12:54:17.708000","1","15028","SymboxSendingPolicy","","","50","","937470544"<endrec>
"203000000000018910","2018-03-21 12:54:10.595000","","203000000000018910","2018-03-21 13:02:26.940000","1","15028","SymboxSendingPolicy","","","50","","937470654"<endrec>
"203000000000018910","2018-03-21 13:02:20.265000","","203000000000018910","2018-03-21 13:05:44.088000","1","15028","SymboxSendingPolicy","","","50","","937470655"<endrec>
"203000000000018910","2018-03-21 13:05:32.692000","","203000000000018910","2018-03-21 13:05:44.099000","1","15028","SymboxSendingPolicy","","","30","","937470656"<endrec>
"203000000000010811","2018-03-28 12:48:35.555000","","203000000000010811","2018-03-28 12:48:45.226000","1","15029","TestR4","","","30","","937471577"<endrec>
"203000000000031307","2018-04-04 13:15:09.224000","","203000000000031307","2018-04-04 13:15:44.690000","1","15030","TEP835","","","30","","937474553"<endrec>
"203000000000031307","2018-04-04 13:27:39.302000","","203000000000031307","2018-04-04 13:28:05.121000","1","15031","TEP869","","","30","","937474554"<endrec>
"203000000000031307","2018-04-04 13:29:36.291000","","203000000000031307","2018-04-04 13:28:05.121000","1","15031","TEP869","","","10","","937474555"<endrec>
"203000000000031307","2018-04-04 13:53:10.962000","","203000000000031307","2018-04-04 13:53:42.039000","1","15032","TEP997","","","30","","937474556"<endrec>
"203000000000031307","2018-04-04 13:55:21.574000","","203000000000031307","2018-04-04 13:53:42.039000","1","15032","TEP997","","","10","","937474557"<endrec>
"203000000000031307","2018-04-09 12:56:05.401000","","203000000000031307","2018-04-09 12:56:34.256000","1","15033","TEP531","","","30","","937474598"<endrec>
"203000000000031307","2018-04-09 13:07:45.405000","","203000000000031307","2018-04-09 13:08:15.408000","1","15034","TEP739","","","30","","937474599"<endrec>
"203000000000010811","2018-04-19 11:58:07.012000","","203000000000010811","2018-04-25 08:39:23.417000","1","15035","TEPTesting","","","60","","937477562"<endrec>
"203000000000010811","2018-04-25 08:43:37.308000","","203000000000016349","2018-06-19 12:13:18.637000","1","15036","DemoTEP","","","50","","937481622"<endrec>
"203000000000010811","2018-04-25 12:12:45.009000","","203000000000015728","2018-06-19 11:12:31.942000","1","15037","TEPDemo","","","50","","937481655"<endrec>
"203000000000031307","2018-04-25 15:01:05.089000","","203000000000031307","2018-04-25 15:01:32.440000","1","15038","TEP197","","","30","","937482538"<endrec>
"203000000000017402","2018-05-11 07:29:04.272000","","203000000000017402","2018-05-11 08:05:46.180000","1","15039","TEP729","","","50","","937487678"<endrec>
"203000000000017402","2018-05-11 07:43:56.104000","","203000000000017402","2018-05-11 07:52:00.575000","1","15040","TEP872","","","60","","937487682"<endrec>
"203000000000017402","2018-05-11 08:01:38.734000","","203000000000017402","2018-05-11 08:20:40.275000","1","15039","TEP729","","","50","","937487683"<endrec>
"203000000000017402","2018-05-11 08:20:02.792000","","203000000000017402","2018-05-11 08:20:40.284000","1","15039","TEP729","","","30","","937487685"<endrec>
"203000000000019116","2018-05-11 08:52:04.611000","","","","1","15041","TEP666","","","10","","937487690"<endrec>
"203000000000016349","2018-05-17 10:58:46.877000","","203000000000036503","2018-12-05 08:31:33.753000","1","3001","IBM Test policy","","","50","","937492625"<endrec>
"203000000000016349","2018-05-17 11:04:38.035000","","203000000000014912","2018-05-30 07:25:50.777000","1","15003","IBMnew","","","50","","937492626"<endrec>
"203000000000014912","2018-05-30 07:25:37.787000","","203000000000014912","2018-06-18 12:33:11.279000","1","15003","IBMnew","","","50","","937496791"<endrec>
"203000000000014912","2018-05-30 12:04:27.272000","","203000000000014912","2018-06-18 12:43:33.792000","1","15042","IBMnew2","","","50","","937496835"<endrec>
"203000000000016349","2018-06-07 10:22:10.248000","","203000000000016349","2018-06-07 10:22:36.567000","1","15025","IBM Test policy123","","","30","","937504733"<endrec>
"203000000000026208","2018-06-12 12:25:13.863000","","203000000000026208","2018-06-12 12:25:39.033000","1","15043","TEP711","","","30","","937509766"<endrec>
"203000000000016349","2018-06-18 11:50:07.649000","","203000000000016349","2018-06-18 11:52:02.626000","1","15044","TestSym","20","12","30","2","937509982"<endrec>
"203000000000014912","2018-06-18 12:32:57.192000","","203000000000026608","2018-06-19 07:28:07.829000","1","15003","IBMnew","","","50","","937509990"<endrec>
"203000000000014912","2018-06-18 12:43:26.388000","","203000000000014912","2018-06-18 12:43:33.810000","1","15042","IBMnew2","","","30","","937509995"<endrec>
