ALLOW_ORG_LIMIT,CREATE_OPER_ID,CREATE_OPER_TIME,CROSS_CURRENCIES,DESCRIPTION,END_TIME,HARDORSOFTLIMIT,IDENTITY_STATUS_TO,IS_CHANGE_IDENTITY_STATUS,IS_ONLINE,IS_SEND_NOTIFICATION,LAST_OPER_ID,LAST_OPER_TIME,LIMIT_APPLY_MODE,LIMIT_ERROR_CODE_ID,LIMIT_ERROR_CODE_NAME,LIMIT_RULE_ID,LIMIT_RULE_NAME,LIMIT_TYPE_ID,LOAD_DATA_TS,NOTIFICAION_TYPE_ID,OBJID,OBJTYPE,PERIOD_LENGTH,PERIOD_TYPE,PERIOD_UNIT,PRIORITY_LEVEL,START_TIME,STATUS,TRUST_LEVEL,UNIQUE_ID,WF_FUNCTION_ID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         <endrec>
"","203000000000010005","2014-03-25 08:21:47.349000","","Maximum MMF Account For Customer Balance Check","","1","","1","0","0","203000000000010164","2014-12-22 16:13:28.759000","","TC70011","MMF Account For Customer Balance Check","12","Maximum MMF Account For Customer Balance Check","13000","","0","","2","0","0","","20","","50","0","30003222",""<endrec>
"","203000000000010005","2014-03-25 08:49:20.591000","","Maximum Daily Customer Debit Value","","1","","1","0","0","203000000000010133","2014-10-09 16:17:03.551000","","TC70012","Maximum Daily Customer Debit Value","13","Maximum Daily Customer Debit Value","14000","","0","","2","1","1","4","30","","50","0","30003228",""<endrec>
"","203000000000010005","2014-03-25 08:59:38.603000","","Maximum Daily Customer Buy Airtime Value","","1","","1","0","0","203000000000010063","2014-09-20 10:45:21.131000","","TC70014","Maximum Daily Customer Buy Airtime Value","15","Maximum Daily Customer Buy Airtime Value","16000","","0","","2","1","1","4","30","","30","0","30003233",""<endrec>
"","203000000000010005","2014-03-25 09:10:03.227000","","Maximum Yearly Money In","","0","07","1","1","0","203000000000010133","2014-10-09 16:12:35.920000","","","","16","Maximum Yearly Money In","17000","","0","","2","1","1","7","30","","50","0","30003237",""<endrec>
"","203000000000010005","2014-03-25 10:22:40.639000","","Minimum H/O Float Account Transfer Value","","1","","1","0","0","203000000000013109","2014-10-22 10:51:32.270000","","TC70017","Minimum H/O Float Account Transfer Value","17","Minimum H/O Float Account Transfer Value ","19000","","0","","2","0","0","","30","","50","0","30003244",""<endrec>
"","203000000000010005","2014-03-25 10:25:49.580000","","Maximum H/O Float Account Transfer Value","","1","","1","0","0","203000000000013109","2014-10-22 10:54:51.931000","","TC70018","Maximum H/O Float Account Transfer Value","18","Maximum H/O Float Account Transfer Value","20000","","0","","2","0","0","","30","","50","0","30003246",""<endrec>
"","203000000000010005","2014-03-25 10:31:15.528000","","Maximum H/O Float Account Balance","","1","","1","0","0","203000000000010005","2014-03-25 10:31:21.356000","","TC70019","Maximum H/O Float Account Balance","19","Maximum H/O Float Account Balance
","21000","","0","","2","0","0","","20","","30","0","30003248",""<endrec>
"","203000000000010005","2014-03-25 10:37:13.800000","","Maximum H/O MMF Account Balance","","1","","1","0","0","203000000000010002","2014-03-27 04:52:04.805000","","TC70020","Maximum H/O MMF Account Balance","20","Maximum H/O MMF Account Balance","22000","","0","","2","0","0","","30","","50","0","30003250",""<endrec>
"","203000000000010005","2014-03-25 10:40:44.603000","","Maximum H/O MMF Account Transfer Value","","1","","1","0","0","203000000000010002","2014-03-27 04:53:45.475000","","TC70021","Maximum H/O MMF Account Transfer Value","21","Maximum H/O MMF Account Transfer Value","23000","","0","","2","0","0","","30","","50","0","30003252",""<endrec>
"","203000000000010005","2014-03-25 10:44:32.790000","","Minimum H/O MMF Account Transfer Value","","1","","1","0","0","203000000000010002","2014-03-27 04:55:49.949000","","TC70022","Minimum H/O MMF Account Transfer Value","22","Minimum H/O MMF Account Transfer Value","24000","","0","","2","0","0","","30","","50","0","30003256",""<endrec>
"","203000000000010005","2014-03-25 11:12:24.805000","","Minimum Agent Store Float Account Transfer Value","","1","","1","0","0","203000000000013109","2014-10-22 10:48:59.360000","","TC70023","Minimum Agent Store Float Account Transfer Value","23","Minimum Agent Store Float Account Transfer Value","25000","","0","","2","0","0","","30","","50","0","30003261",""<endrec>
"","203000000000010005","2014-03-25 11:13:59.647000","","Maximum Agent Store Float Account Transfer Value","","1","","1","0","0","203000000000013109","2014-10-22 10:53:20.746000","","TC70024","Maximum Agent Store Float Account Transfer Value","24","Maximum Agent Store Float Account Transfer Value","26000","","0","","2","0","0","","30","","50","0","30003263",""<endrec>
"","203000000000010005","2014-03-25 11:15:29.625000","","Maximum Agent Store Float Account Balance","","1","","1","0","0","203000000000013109","2014-10-22 10:52:41.494000","","TC70025","Maximum Agent Store Float Account Balance","25","Maximum Agent Store Float Account Balance","27000","","0","","2","0","0","","30","","50","0","30003265",""<endrec>
"","203000000000010005","2014-03-25 11:17:24.023000","","Minimum Agent Store Float Account Balance","","1","","1","0","0","203000000000013109","2014-10-22 10:48:27.396000","","TC70026","Minimum Agent Store Float Account Balance","26","Minimum Agent Store Float Account Balance","28000","","0","","2","0","0","","30","","50","0","30003267",""<endrec>
"","203000000000010005","2014-03-25 11:26:22.005000","","Maximum Customer Deposit Value","","1","","1","0","0","203000000000010005","2014-03-25 11:26:26.069000","","TC70027","Maximum Customer Deposit Value","27","Maximum Customer Deposit Value","29000","","0","","2","0","0","","30","","30","0","30003270",""<endrec>
"","203000000000010005","2014-03-25 11:29:00.280000","","Minimum Customer Deposit Value","","1","","1","0","0","203000000000016121","2016-08-02 09:33:09.883000","0","TC70028","Minimum Customer Deposit Value","28","Minimum Customer Deposit Value","30000","","0","","2","0","0","","30","","50","0","30003272",""<endrec>
"","203000000000010005","2014-03-26 03:54:28.367000","","Maximum Agent Store MMF Account Transfer Value","","1","","1","0","0","203000000000013109","2014-10-22 10:54:16.408000","","TC70029","Maximum Agent Store MMF Account Transfer Value","1002","Maximum Agent Store MMF Account Transfer Value","1002000","","0","","2","0","0","","30","","50","0","30004008",""<endrec>
"","203000000000010005","2014-03-26 03:55:54.829000","","Minimum Agent Store MMF Account Transfer Value","","1","","1","0","0","203000000000013109","2014-10-22 10:49:53.179000","","TC70030","Minimum Agent Store MMF Account Transfer Value","1003","Minimum Agent Store MMF Account Transfer Value","1003000","","0","","2","0","0","","30","","50","0","30004010",""<endrec>
"","203000000000010005","2014-03-26 03:58:26.755000","","Maximum Agent Store MMF Account Balance","","1","","1","0","0","203000000000013109","2014-10-22 10:53:48.254000","","TC70031","Maximum Agent Store MMF Account Balance","1004","Maximum Agent Store MMF Account Balance","1004000","","0","","2","0","0","","30","","50","0","30004012",""<endrec>
"","203000000000010005","2014-03-26 03:59:39.373000","","Minimum Agent Store MMF Account Balance","","1","","1","0","0","203000000000013109","2014-10-22 10:49:25.436000","","TC70032","Minimum Agent Store MMF Account Balance","1005","Minimum Agent Store MMF Account Balance","1005000","","0","","2","0","0","","30","","50","0","30004014",""<endrec>
"","203000000000010005","2014-03-26 04:11:19.290000","","Minimum Agent Store Business Withdrawal Value","","1","","1","0","0","203000000000010005","2014-03-26 04:15:30.566000","","TC70033","Minimum Agent Store Business Withdrawal Value","1006","Minimum Agent Store Business Withdrawal Value","1006000","","0","","2","0","0","","30","","30","0","30004018",""<endrec>
"","203000000000010005","2014-03-26 04:13:51.519000","","Minimum Agent Business Deposit Value","","1","","1","0","0","203000000000010005","2014-03-26 04:15:27.445000","","TC70034","Minimum Agent Business Deposit Value","1007","Minimum Agent Business Deposit Value","1007000","","0","","2","0","0","","30","","30","0","30004020",""<endrec>
"0","203000000000010005","2014-03-26 04:15:10.724000","","Maximum Agent Business Deposit Value","","1","","1","0","0","203000000000015728","2018-03-09 11:10:25.459000","0","TC70035","Maximum Agent Business Deposit Value","1008","Maximum Agent Business Deposit Value","1008000","","0","","2","0","0","","30","","50","0","30004022",""<endrec>
"","203000000000010005","2014-03-26 04:39:09.791000","","Maximum Business MMF Account Transfer Value","","1","","1","0","0","203000000000013109","2014-10-22 10:44:19.086000","","TC70036","Maximum Business MMF Account Transfer Value","1009","Maximum Business MMF Account Transfer Value","1009000","","0","","2","0","0","","30","","50","0","30004025",""<endrec>
"","203000000000010005","2014-03-26 04:40:43.278000","","Minimum Business MMF Account Transfer Value","","1","","1","0","0","203000000000010386","2015-03-12 11:05:41.147000","","TC70037","Minimum Business MMF Account Transfer Value","1010","Minimum Business MMF Account Transfer Value","1010000","","0","","2","0","0","","30","","50","0","30004028",""<endrec>
"","203000000000010005","2014-03-26 04:42:34.705000","","Minimum Business MMF Account Balance","","1","","1","0","0","203000000000013109","2014-10-22 10:46:27.971000","","TC70038","Minimum Business MMF Account Balance","1011","Minimum Business MMF Account Balance","1011000","","0","","2","0","0","","30","","50","0","30004030",""<endrec>
"","203000000000010005","2014-03-26 04:44:09.232000","","Maximum Business MMF Account Balance","","1","","1","0","0","203000000000010005","2014-03-26 08:57:36.763000","","TC70039","Maximum Business MMF Account Balance","1012","Maximum Business MMF Account Balance","1012000","","0","","2","0","0","","30","","50","0","30004032",""<endrec>
"","203000000000010005","2014-03-26 04:48:57.940000","","Maximum Business Daily Transfer","","1","","1","0","0","203000000000013109","2014-10-22 10:41:29.960000","","TC70040","Maximum Business Daily Transfer","1013","Maximum Business Daily Transfer","1013000","","0","","2","1","1","4","30","","50","0","30004035",""<endrec>
"","203000000000010005","2014-03-26 05:22:37.609000","","Maximum Customer Pay Utility Transaction Value","","1","","1","0","0","203000000000010114","2014-10-27 18:42:24.500000","","TC70041","Maximum Customer Pay Utility Transaction Value","1014","Maximum Customer Pay Utility Transaction Value","1014000","","0","","2","0","0","","30","","50","0","30004038",""<endrec>
"","203000000000010005","2014-03-26 05:27:19.375000","","Minimum Customer Pay Utility Transaction Value","","1","","1","0","0","203000000000014909","2016-12-15 09:36:48.585000","0","TC70042","Minimum Customer Pay Utility Transaction Value","1015","Minimum Customer Pay Utility Transaction Value","1015000","","0","","2","0","0","","20","","50","0","30004041",""<endrec>
"","203000000000010005","2014-03-26 05:34:01.141000","","Maximum Business Customer Utility Transfer To MMF Account Value","","1","","1","0","0","203000000000013109","2014-10-22 10:37:25.969000","","TC70043","Maximum Business Customer Utility Transfer To MMF Account Value","1016","Maximum Business Customer Utility Transfer To MMF Account Value","1016000","","0","","2","0","0","","30","","50","0","30004045",""<endrec>
"","203000000000010005","2014-03-26 05:37:59.723000","","Minimum Business Customer Utility Transfer To MMF Account Value","","1","","1","0","0","203000000000013109","2014-10-22 10:39:55.961000","","TC70044","Minimum Business Customer Utility Transfer To MMF Account Value","1017","Minimum Business Customer Utility Transfer To MMF Account Value","1017000","","0","","2","0","0","","30","","50","0","30004049",""<endrec>
"","203000000000010005","2014-03-26 05:38:41.281000","","Maximum Business Customer Utility Balance","","1","","1","0","0","203000000000013109","2014-10-22 10:34:48.964000","","TC70046","Maximum Business Customer Utility Transfer To MMF Account Balance","1018","Maximum Business Customer Utility Balance","1019000","","0","","2","0","0","","30","","50","0","30004050",""<endrec>
"","203000000000010005","2014-03-26 05:39:11.667000","","Minimum Business Customer Utility Transfer To MMF Account Balance","","1","","1","0","0","203000000000013109","2014-10-22 10:38:43.099000","","TC70045","Minimum Business Customer Utility Balance ","1019","Minimum Business Customer Utility Balance ","1018000","","0","","2","0","0","","30","","50","0","30004051",""<endrec>
"","203000000000010005","2014-03-26 05:41:42.681000","","Maximum Business Customer Utility Daily Transfer","","1","","1","0","0","203000000000013109","2014-10-22 10:35:34.764000","","TC70047","Maximum Business Customer Utility Daily Transfer","1020","Maximum Business Customer Utility Daily Transfer","1020000","","0","","2","1","1","4","30","","50","0","30004053",""<endrec>
"","203000000000010005","2014-03-26 05:49:56.951000","","Maximum Salary Payment To Unregistered Customer","","1","","1","0","0","203000000000010133","2014-10-09 12:15:37.432000","","TC70048","Maximum Salary Payment To Unregistered Customer","1021","Maximum Salary Payment To Unregistered Customer","1021000","","0","","2","0","0","","30","","50","0","30004056",""<endrec>
"","203000000000010005","2014-03-26 05:53:30.447000","","Minimum Salary Payment To Unregistered Customer","","1","","1","0","0","203000000000010133","2014-10-09 12:15:58.611000","","TC70049","Minimum Salary Payment To Unregistered Customer","1022","Minimum Salary Payment To Unregistered Customer","1022000","","0","","2","0","0","","30","","50","0","30004059",""<endrec>
"","203000000000010005","2014-03-26 05:55:32.720000","","Maximum Promotion Payment To Unregistered Customer","","1","","1","0","0","203000000000010063","2014-06-04 03:11:12.607000","","TC70050","Maximum Promotion Payment To Unregistered Customer","1023","Maximum Promotion Payment To Unregistered Customer","1023000","","0","","2","0","0","","30","","30","0","30004061",""<endrec>
"","203000000000010005","2014-03-26 05:56:56.959000","","Minimum Promotion Payment To Unregistered Customer","","1","","1","0","0","203000000000014908","2016-11-04 11:03:35.219000","0","TC70051","Minimum Promotion Payment To Unregistered Customer","1024","Minimum Promotion Payment To Unregistered Customer","1024000","","0","","2","0","0","","30","","50","0","30004063",""<endrec>
"0","203000000000010005","2014-03-26 07:17:18.471000","","Maximum Salary Payment","","1","","1","0","0","203000000000014911","2018-05-18 08:56:46.403000","0","TC70052","Maximum Salary Payment","1025","Maximum Salary Payment","1025000","","0","","2","0","0","","30","","50","0","30004065",""<endrec>
"","203000000000010005","2014-03-26 07:19:01.079000","","Minimum Salary Payment","","1","","1","0","0","203000000000010063","2014-06-04 03:19:30.371000","","TC70053","Minimum Salary Payment","1026","Minimum Salary Payment","1026000","","0","","2","0","0","","30","","30","0","30004067",""<endrec>
"","203000000000010005","2014-03-26 07:23:03.618000","","Maximum Business Payment To Customer","","1","","1","0","0","203000000000010063","2014-06-04 03:05:07.620000","","TC70054","Maximum Business Payment To Customer","1027","Maximum Business Payment To Customer","1027000","","0","","2","0","0","","10","","30","0","30004069",""<endrec>
"","203000000000010005","2014-03-26 07:24:18.606000","","Minimum Business Payment To Customer","","1","","1","0","0","203000000000010063","2014-06-04 03:05:15.282000","","TC70055","Minimum Business Payment To Customer","1028","Minimum Business Payment To Customer","1028000","","0","","2","0","0","","10","","30","0","30004071",""<endrec>
"","203000000000010005","2014-03-26 07:26:49.668000","","Maximum Business Payment To Customer Withdrawal Charge Paid","","1","","1","0","0","203000000000010063","2014-06-04 03:05:11.341000","","TC70056","Maximum Business Payment To Customer Withdrawal Charge Paid","1029","Maximum Business Payment To Customer Withdrawal Charge Paid","1029000","","0","","2","0","0","","30","","30","0","30004073",""<endrec>
"","203000000000010005","2014-03-26 07:28:09.207000","","Minimum Business Payment To Customer Withdrawal Charge Paid","","1","","1","0","0","203000000000010063","2014-06-04 03:05:19.538000","","TC70057","Minimum Business Payment To Customer Withdrawal Charge Paid","1030","Minimum Business Payment To Customer Withdrawal Charge Paid","1030000","","0","","2","0","0","","30","","30","0","30004075",""<endrec>
"","203000000000010005","2014-03-26 07:30:39.570000","","Maximum Pay Dividend to Registered User","","1","","1","0","0","203000000000010005","2014-03-26 08:04:15.552000","","TC70058","Maximum Pay Dividend to Registered User","1031","Maximum Pay Dividend to Registered User","1031000","","0","","2","0","0","","30","","30","0","30004077",""<endrec>
"","203000000000010005","2014-03-26 07:31:48.924000","","Minimum Pay Dividend to Registered User","","1","","1","0","0","203000000000010005","2014-03-26 08:04:43.758000","","TC70059","Minimum Pay Dividend to Registered User","1032","Minimum Pay Dividend to Registered User","1032000","","0","","2","0","0","","30","","30","0","30004079",""<endrec>
"","203000000000010005","2014-03-26 07:50:22.116000","","Maximum Promotion Payment","","1","","1","0","0","203000000000010063","2014-06-04 03:11:08.684000","","TC70060","Maximum Promotion Payment","1033","Maximum Promotion Payment","1033000","","0","","2","0","0","","30","","30","0","30004083",""<endrec>
"","203000000000010005","2014-03-26 07:51:23.363000","","Minimum Promotion Payment","","1","","1","0","0","203000000000010063","2014-06-04 03:11:16.630000","","TC70061","Minimum Promotion Payment","1034","Minimum Promotion Payment","1034000","","0","","2","0","0","","30","","30","0","30004085",""<endrec>
"","203000000000010005","2014-03-26 07:54:06.617000","","Maximum Salary payment withdrawal charge paid","","1","","1","0","0","203000000000010063","2014-06-04 03:16:14.878000","","TC70062","Maximum Salary payment withdrawal charge paid","1035","Maximum Salary payment withdrawal charge paid","1035000","","0","","2","0","0","","30","","30","0","30004087",""<endrec>
"","203000000000010005","2014-03-26 07:55:42.967000","","Minimum Salary payment withdrawal charge paid","","1","","1","0","0","203000000000010063","2014-06-04 03:16:19.502000","","TC70063","Minimum Salary payment withdrawal charge paid","1036","Minimum Salary payment withdrawal charge paid","1036000","","0","","2","0","0","","30","","30","0","30004089",""<endrec>
"","203000000000010005","2014-03-26 07:58:10.331000","","Maximum Transfer From Bank To Customer","","1","","1","0","0","203000000000010063","2014-06-04 03:25:30.329000","","TC70064","Maximum Transfer From Bank To Customer","1037","Maximum Transfer From Bank To Customer","1037000","","0","","2","0","0","","30","","30","0","30004091",""<endrec>
"","203000000000010005","2014-03-26 07:59:23.676000","","Minimum Transfer From Bank To Customer","","1","","1","0","0","203000000000010063","2014-06-04 03:26:21.657000","","TC70065","Minimum Transfer From Bank To Customer","1038","Minimum Transfer From Bank To Customer","1038000","","0","","2","0","0","","30","","30","0","30004093",""<endrec>
"","203000000000010005","2014-03-26 08:00:49.850000","","Maximum Transfer From Bank To Unregistered User","","1","","1","0","0","203000000000010063","2014-06-04 03:55:50.465000","","TC70066","Maximum Transfer From Bank To Unregistered User","1039","Maximum Transfer From Bank To Unregistered User","1039000","","0","","2","0","0","","30","","30","0","30004095",""<endrec>
"","203000000000010005","2014-03-26 08:01:45.966000","","Minimum Transfer From Bank To Unregistered User","","1","","1","0","0","203000000000010063","2014-06-04 03:55:54.927000","","TC70067","Minimum Transfer From Bank To Unregistered User","1040","Minimum Transfer From Bank To Unregistered User","1040000","","0","","2","0","0","","30","","30","0","30004097",""<endrec>
"","203000000000010005","2014-03-26 08:21:19.537000","","Minimum Charges Paid Account Balance","","0","","1","0","0","203000000000013109","2014-10-23 10:08:27.204000","","","","1041","Minimum Charges Paid Account Balance","1041000","","0","","2","0","0","","20","","50","0","30004099","InvestigateCriticallyHighAccountBalanceWF"<endrec>
"","203000000000010005","2014-03-26 08:30:45.159000","","Minimum Customer Pay Merchant","","1","","1","0","0","203000000000013109","2014-10-22 10:23:19.540000","","TC70069","Minimum Customer Pay Merchant","1042","Minimum Customer Pay Merchant","1042000","","0","","2","0","0","","30","","50","0","30004101",""<endrec>
"","203000000000010005","2014-03-26 08:32:06.391000","","Maximum Customer Pay Merchant","","1","","1","0","0","203000000000010005","2014-03-26 10:28:56.117000","","TC70070","Maximum Customer Pay Merchant","1043","Maximum Customer Pay Merchant","1043000","","0","","2","0","0","","20","","30","0","30004103",""<endrec>
"","203000000000010005","2014-03-26 08:47:09.025000","","Minimum Merchant Account Balance","","1","","1","0","0","203000000000013109","2014-10-22 10:32:18.546000","","TC70071","Minimum Merchant Account Balance","1044","Minimum Merchant Account Balance","1044000","","0","","2","0","0","","30","","50","0","30004106",""<endrec>
"","203000000000010005","2014-03-26 08:48:52.397000","","Maximum Merchant Account Balance","","1","","1","0","0","203000000000013109","2014-10-23 11:52:55.076000","","TC70072","Maximum Merchant Account Balance","1045","Maximum Merchant Account Balance","1045000","","0","","2","0","0","","20","","50","0","30004108",""<endrec>
"","203000000000010005","2014-03-26 08:52:23.533000","","Minimum Merchant Account Transfer Value","","1","","1","0","0","203000000000013109","2014-10-22 10:25:35.454000","","TC70073","Minimum Merchant Account Transfer Value","1046","Minimum Merchant Account Transfer Value","1046000","","0","","2","0","0","","30","","50","0","30004110",""<endrec>
"","203000000000010005","2014-03-26 08:57:31.428000","","Maximum Business MMF Account Balance","","1","","1","0","0","203000000000010133","2014-10-06 19:27:18.481000","","TC70039","Maximum Business MMF Account Balance","1012","Maximum Business MMF Account Balance","1012000","","0","","2","0","0","","30","","50","0","30004112",""<endrec>
"","203000000000010005","2014-03-26 09:09:31.559000","","Maximum Assistant Daily Transfer","","0","","1","0","0","203000000000010005","2014-03-26 10:29:02.955000","","","","1047","Maximum Assistant Daily Transfer","1047000","","0","","2","1","1","4","30","","30","0","30004115",""<endrec>
"","203000000000010005","2014-03-26 10:15:31.944000","","Maximum Assistant Transfer Value","","1","","1","0","0","203000000000011311","2016-05-03 10:33:31.464000","0","TC70075","Maximum Assistant Transfer Value","2002","Maximum Assistant Transfer Value","1048000","","0","","2","0","0","","30","","50","0","30005000",""<endrec>
"","203000000000010005","2014-03-26 10:19:13.675000","","Maximum Assistant Deposit At Agent","","1","","1","0","0","203000000000010005","2014-03-26 10:29:07.252000","","TC70076","Maximum Assistant Deposit At Agent","2003","Maximum Assistant Deposit At Agent","2002000","","0","","2","0","0","","30","","30","0","30005003",""<endrec>
"","203000000000010005","2014-03-26 10:24:45.475000","","Minimum Assistant Deposit At Agent Till","","1","","1","0","0","203000000000010005","2014-03-26 10:29:25.982000","","TC70077","Minimum Assistant Deposit At Agent Till","2004","Minimum Assistant Deposit At Agent Till","2004000","","0","","2","0","0","","30","","30","0","30005006",""<endrec>
"","203000000000010005","2014-03-26 10:26:32.603000","","Minimum Assistant Transfer","","1","","1","0","0","203000000000010806","2016-05-02 14:18:07.029000","0","TC70078","Minimum Assistant Transfer","2005","Minimum Assistant Transfer","2005000","","0","","2","0","0","","30","","50","0","30005008",""<endrec>
"","203000000000010005","2014-03-26 10:45:39.525000","","Maximum H/O Assistant Daily Debit","","1","","1","0","0","203000000000010005","2014-03-26 10:50:02.315000","","TC70079","Maximum H/O Assistant Daily Debit","2006","Maximum H/O Assistant Daily Debit
","2006000","","0","","2","1","1","4","30","","30","0","30005011",""<endrec>
"","203000000000010005","2014-03-26 10:48:09.886000","","Maximum H/O Assistant Daily Credit","","1","","1","0","0","203000000000010005","2014-03-26 10:50:05.951000","","TC70080","Maximum H/O Assistant Daily Credit","2007","Maximum H/O Assistant Daily Credit","2007000","","0","","2","1","1","4","30","","30","0","30005014",""<endrec>
"","203000000000010005","2014-03-26 10:51:30.528000","","Minimum H/O Assistant Transfer","","1","","1","0","0","203000000000010005","2014-03-26 10:52:38.107000","","TC70081","Minimum H/O Assistant Transfer","2008","Minimum H/O Assistant Transfer","2008000","","0","","2","0","0","","30","","30","0","30005017",""<endrec>
"","203000000000010005","2014-03-26 10:53:19.740000","","Maximum H/O Assistant Transfer","","1","","1","0","0","203000000000010005","2014-03-26 10:53:24.669000","","TC70082","Maximum H/O Assistant Transfer","2009","Maximum H/O Assistant Transfer","2009000","","0","","2","0","0","","30","","30","0","30005019",""<endrec>
"","203000000000010005","2014-03-26 11:08:40.996000","","Default MNO Limit","","1","","1","0","0","203000000000010005","2014-03-26 11:08:45.181000","","TC70083","Default MNO Limit","2010","Default MNO Limit","2010000","","0","","2","0","0","","10","","30","0","30005022",""<endrec>
"","203000000000010002","2014-03-27 04:51:50.551000","","Maximum H/O MMF Account Balance","","1","","1","0","0","203000000000010133","2014-10-06 11:21:57.892000","","TC70020","Maximum H/O MMF Account Balance","20","Maximum H/O MMF Account Balance","22000","","0","","2","0","0","","30","","50","0","30005046",""<endrec>
"","203000000000010002","2014-03-27 04:53:38.704000","","Maximum H/O MMF Account Transfer Value","","1","","1","0","0","203000000000013109","2014-10-22 10:55:55.404000","","TC70021","Maximum H/O MMF Account Transfer Value","21","Maximum H/O MMF Account Transfer Value","23000","","0","","2","0","0","","30","","50","0","30005047",""<endrec>
"","203000000000010002","2014-03-27 04:55:43.851000","","Minimum H/O MMF Account Transfer Value","","1","","1","0","0","203000000000013109","2014-10-22 10:52:10.412000","","TC70022","Minimum H/O MMF Account Transfer Value","22","Minimum H/O MMF Account Transfer Value","24000","","0","","2","0","0","","30","","50","0","30005048",""<endrec>
"","203000000000010002","2014-04-04 10:41:29.558000","","Minimum MMF Account For Customer Balance Check","","1","","1","0","0","203000000000010811","2016-08-05 13:18:15.066000","0","TC70084","Minimum MMF Account For Customer Balance Check","3011","Minimum MMF Account For Customer Balance Check","2012000","","0","","2","0","0","","30","","50","0","30013139",""<endrec>
