ACCUMULATING_VALUE,ACTIVE_TIME,ACTUAL_CREDIT_DATE,CALCULATE_INTEREST_BY,COMPUTE_CYCLE,CREATE_OPER_ID,CREATE_OPER_TIME,CREDIT_CYCLE,DAYS_OF_YEAR,DESCRIPTION,EXCULE_PERIOD,IS_LOCK,IS_NOTIFICATION,LAST_OPER_ID,LAST_OPER_TIME,MAX_BALANCE,MAX_BALANCE_CHECK,MAX_BALANCE_CHECK_RULE,MAX_NOTIFICATION_BALANCE,MIN_BALANCE,MIN_BALANCE_CHECK,MIN_BALANCE_CHECK_RULE,MIN_BAL_END_DAY,MIN_BAL_START_DAY,MIN_NOTIFICATION_BALANCE,PAYING_CONDITION,PLAN_CATEGORY,PLAN_CODE,PLAN_NAME,RATE_TYPE,REASON_TYPE_ID,REV1,REV2,REV3,REV4,REV5,STATUS,UNIQUE_ID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       <endrec>
"","2017-05-25 06:55:19.499000","","","365","203000000000014911","2017-05-25 06:52:54.682000","365","1","","0","1","0","203000000000014911","2017-05-26 08:34:26.824000","5000000","1","2","","0","1","2","","","","","0","4","Saving Plan Management Default Interest","0","10003249","","","","","","50","937346915"<endrec>
"","2017-05-25 19:31:27.112000","","","365","203000000000014911","2017-05-25 19:30:28.421000","365","1","","0","1","0","203000000000014911","2017-05-25 19:52:47.828000","5000000","1","2","","1500000","0","2","","","","","0","13","Saving Plan Management Default Interest for Customer Daily","0","10003249","","","","","","50","937347930"<endrec>
"","2017-05-25 19:52:47.835000","","","365","203000000000014911","2017-05-25 19:52:08.373000","365","1","","0","1","0","203000000000014911","2017-06-19 05:57:30.129000","5000000","1","2","","1500000","0","2","","","","","0","13","Saving Plan Management Default Interest for Customer Daily","0","10003249","","","","","","50","937347951"<endrec>
"","2017-05-26 07:32:31.546000","","","365","203000000000015725","2017-05-26 07:30:57.664000","365","1","","0","1","0","203000000000015725","2017-05-26 12:23:23.956000","5000000","1","2","","0","1","2","","","","","0","8","Saving Plan Management Default for Organization","0","10003500","","","","","","50","937347955"<endrec>
"","2017-05-26 12:23:23.965000","","","365","203000000000015725","2017-05-26 08:03:35.970000","365","1","","0","1","0","203000000000015725","2017-10-02 07:54:19.378000","5000000","1","2","","0","0","2","","","","","0","8","Saving Plan Management Default for Organization","0","10003500","","","","","","50","937347958"<endrec>
"","2017-05-26 08:34:26.829000","","","365","203000000000015725","2017-05-26 08:33:47.425000","365","1","","0","1","0","203000000000015725","2018-10-26 11:39:50.992000","5000000","1","2","","0","0","2","","","","","0","4","Saving Plan Management Default Interest","0","10003249","","","","","","50","937347960"<endrec>
"","2017-05-30 09:04:10.900000","","","365","203000000000014911","2017-05-30 09:03:07.441000","365","1","","0","1","0","203000000000014911","2017-08-01 11:48:59.672000","5000000","1","2","","0","1","2","","","","","0","7","Saving Plan Management Default for Group","0","10003499","","","","","","50","937348920"<endrec>
"","2017-05-31 06:53:36.277000","","","365","203000000000015725","2017-05-31 06:53:01.583000","365","1","","0","1","0","203000000000015725","2017-05-31 06:53:36.277000","5000000","1","1","","150000","0","1","","","","","0","14","Test plan for org","0","10003500","","","","","","30","937348927"<endrec>
"","2017-06-19 05:57:30.153000","","","365","203000000000014911","2017-06-19 05:56:41.995000","365","1","","0","1","0","203000000000014911","2017-07-25 08:36:03.551000","5000000","1","2","","1500000","1","2","","","","","0","13","Saving Plan Management Default Interest for Customer Daily","0","10003249","","","","","","50","937360007"<endrec>
"","2017-07-19 13:15:05.025000","","","365","203000000000024612","2017-07-19 13:14:20.591000","365","1","","0","1","0","203000000000024612","2017-07-19 13:15:05.025000","5000000","1","2","","0","0","2","","","","","0","16","Saving Plan Management Default Interest for saving account","0","10003619","","","","","","30","937376546"<endrec>
"","2017-07-25 08:36:03.556000","","","365","203000000000018910","2017-07-25 08:35:28.793000","365","1","","0","1","0","203000000000018910","2017-09-12 11:45:57.632000","5000000","1","2","","1500000","0","2","","","","","0","13","Saving Plan Management Default Interest for Customer Daily","0","10003249","","","","","","50","937377464"<endrec>
"","2017-07-27 11:55:49.752000","","","365","203000000000010806","2017-07-27 11:55:26.872000","365","1","","0","1","0","203000000000010806","2017-07-27 11:55:49.752000","5000000","1","2","","0","1","2","","","","","0","3","Saving Plan Management Default","0","10000151","","","","","","30","937378457"<endrec>
"","2017-08-01 11:31:04.490000","","","365","203000000000018910","2017-08-01 11:30:05.386000","365","1","","0","1","0","203000000000018910","2017-08-01 11:31:04.490000","5000000","1","2","","0","1","2","","","","","0","18","Saving Plan Management Default for Group newme","0","10003499","","","","","","30","937380495"<endrec>
"","2017-08-01 11:48:59.678000","","","365","203000000000018910","2017-08-01 11:46:20.815000","365","1","","0","1","0","203000000000018910","2017-08-01 12:25:29.470000","5000000","0","2","","0","0","2","","","","","0","7","Saving Plan Management Default for Group","0","10003499","","","","","","50","937380497"<endrec>
"","2017-08-01 12:25:29.475000","","","365","203000000000018910","2017-08-01 12:25:04.514000","365","1","","7000","1","0","203000000000018910","2017-08-01 12:40:15.209000","5000000","0","2","","0","0","2","","","","","0","7","Saving Plan Management Default for Group","0","10003499","","","","","","50","937380500"<endrec>
"","2017-08-01 12:40:15.213000","","","365","203000000000018910","2017-08-01 12:39:48.228000","365","1","","0","1","0","203000000000018910","2018-07-02 07:39:06.339000","5000000","0","2","","0","0","2","","","","","0","7","Saving Plan Management Default for Group","0","10003499","","","","","","50","937380502"<endrec>
"","2017-08-01 12:50:45.330000","","","365","203000000000018910","2017-08-01 12:50:06.888000","365","1","","0","1","0","203000000000018910","2017-08-01 12:50:45.330000","5000000","0","2","","900000","0","2","","","","","0","19","Saving Plan Management Default for Group test","0","10003499","","","","","","30","937380504"<endrec>
"","2017-08-24 15:55:05.456000","","","365","203000000000013818","2017-08-24 15:54:06.360000","365","1","","0","1","0","203000000000013818","2017-08-24 15:55:05.456000","250000000","1","2","","0","1","2","","","","","0","21","test account type lookup","0","10003681","","","","","","30","937392792"<endrec>
"","2017-08-28 10:29:10.602000","","","365","203000000000016350","2017-08-28 10:28:18.943000","365","1","","0","1","0","203000000000016350","2017-08-28 10:29:10.602000","100000000","1","2","","0","0","2","","","","","0","22","Saving Plan1","0","10003249","","","","","","30","937392875"<endrec>
"","2017-09-12 11:45:57.643000","","","365","203000000000014911","2017-09-12 11:45:15.946000","365","1","","0","1","0","203000000000014911","2019-08-24 16:39:39.240000","5000000","1","2","","1500000","1","2","","","","","0","13","Saving Plan Management Default Interest for Customer Daily","0","10003249","","","","","","50","937404958"<endrec>
"","2017-10-02 07:54:19.392000","","","365","203000000000014911","2017-10-02 07:53:51.806000","365","1","","0","1","0","203000000000014911","2019-08-26 02:23:04.675000","5000000","1","2","","0","1","2","","","","","0","8","Saving Plan Management Default for Organization","0","10003500","","","","","","50","937415211"<endrec>
"","2017-10-20 12:20:23.496000","","","365","203000000000016350","2017-10-20 12:19:48.613000","365","1","","0","1","0","203000000000016350","2018-05-10 12:19:12.792000","100000000","1","2","","0","1","2","","","","","0","5","Saving Plan","0","10003249","","","","","","50","937418197"<endrec>
"","2017-11-02 11:10:58.338000","","","365","203000000000018910","2017-10-26 06:32:27.673000","365","1","","0","1","0","203000000000018910","2017-11-02 11:10:58.338000","5000000","1","2","","0","0","2","","","","","0","24","Saving Plan Management Default InterestCustomertest","0","10003249","","","","","","30","937420151"<endrec>
"","","","","365","203000000000014909","2018-01-23 10:19:08.545000","365","1","","0","1","0","203000000000014909","2018-01-23 10:19:08.545000","5000000","1","2","","0","0","2","","","","","0","26","Test SP create savings plan","0","10003249","","","","","","10","937458310"<endrec>
"","2018-05-10 12:19:12.808000","","0","365","203000000000010806","2018-05-10 12:17:39.809000","365","1","","0","1","0","203000000000010806","2018-05-10 13:06:13.691000","100000000","0","2","100000000","0","0","2","","","9000000","","0","5","Saving Plan","0","10003249","","","","","","50","937487622"<endrec>
"","2018-05-10 13:06:13.700000","","0","365","203000000000010806","2018-05-10 12:22:48.595000","365","1","","0","1","0","203000000000010806","2018-05-10 13:13:55.990000","100000000","0","2","100000000","0","0","2","","","9600000","","0","5","Saving Plan","0","10003249","","","","","","50","937487625"<endrec>
"","2018-05-10 13:13:55.999000","","0","365","203000000000010806","2018-05-10 13:13:32.209000","365","1","","0","1","1","203000000000010806","2018-05-10 13:13:55.999000","100000000","0","2","100000000","0","0","2","","","9600000","","0","5","Saving Plan","0","10003249","","","","","","30","937487635"<endrec>
"","2018-06-21 11:06:06.557000","6","0","52","203000000000010806","2018-06-21 11:02:20.402000","52","2","","0","1","1","203000000000010806","2018-06-21 11:06:06.557000","10000000","1","2","8000000","50000","1","2","","","50000","","0","6","Saving Plan Amount Weekly for Customer","0","10003249","","","","","","30","937510190"<endrec>
"","2018-07-02 07:39:06.346000","","0","365","203000000000014912","2018-07-02 07:38:24.930000","365","1","","0","1","0","203000000000014912","2018-07-02 07:46:17.908000","5000000","1","2","","0","1","2","","","","","0","7","Saving Plan Management Default for Group","0","10003499","","","","","","50","937513727"<endrec>
"","2018-07-02 07:46:17.912000","","0","365","203000000000014912","2018-07-02 07:45:45.178000","365","1","","0","1","0","203000000000014912","2019-08-26 02:23:03.498000","5000000","1","2","","0","1","2","","","","","0","7","Saving Plan Management Default for Group","0","10003499","","","","","","50","937513730"<endrec>
"","","","0","365","203000000000014912","2018-07-02 11:01:56.985000","365","1","","0","1","0","203000000000014912","2018-07-02 11:01:56.985000","500000","1","2","","0","1","2","","","","","0","28","Test Saving Plan Management for Group","0","10003499","","","","","","10","937513748"<endrec>
"","2018-10-26 11:39:50.998000","","0","365","203000000000014912","2018-10-26 11:39:23.321000","365","1","","0","1","0","203000000000014912","2018-10-26 11:39:50.998000","5000000","1","2","","0","1","2","","","","","0","4","Saving Plan Management Default Interest","0","10003249","","","","","","30","937539870"<endrec>
"","2018-11-27 16:35:00.442000","","","365","203000000000038708","2018-11-27 16:32:50.763000","365","1","","0","1","0","203000000000038708","2018-11-27 16:35:00.442000","1000000","1","2","","0","1","2","","","","","0","29","Test saving plan","0","10003499","","","","","","30","937548769"<endrec>
"","","","","365","203000000000036413","2019-01-16 07:25:12.644000","365","1","","0","1","0","203000000000036413","2019-01-16 07:25:12.644000","400000","1","2","","0","1","2","","","","","0","30","test saving plan for customer","0","10003249","","","","","","10","937567750"<endrec>
"","","","","365","203000000000040410","2019-07-15 12:56:01.587000","365","1","","0","1","0","203000000000040410","2019-07-15 12:56:01.587000","500000","1","2","","400000","1","2","","","","","0","33","testplanbyshesh","0","10003249","","","","","","10","937612895"<endrec>
"","","","0","365","203000000000014912","2019-07-18 08:10:45.814000","365","1","","0","1","0","203000000000014912","2019-07-18 08:10:45.814000","400000","1","2","","0","1","2","","","","","0","34","saving plan for customer test","0","10003249","","","","","","10","937612904"<endrec>
"","2019-08-24 16:39:39.252000","","0","365","203000000000014911","2019-08-24 16:39:12.818000","365","1","","0","1","1","203000000000014911","2019-08-24 16:39:39.252000","5000000","1","2","5000000","1500000","1","2","","","1500000","","0","13","Saving Plan Management Default Interest for Customer Daily","0","10003249","","","","","","30","937641811"<endrec>
"","2019-08-26 02:23:04.693000","","0","365","203000000000014911","2019-08-26 02:21:42.210000","365","1","","0","1","1","203000000000014911","2019-08-26 02:23:04.693000","5000000","1","2","5000000","0","1","2","","","0","","0","8","Saving Plan Management Default for Organization","0","10003500","","","","","","30","937641813"<endrec>
"","2019-08-26 02:23:03.521000","","0","365","203000000000014911","2019-08-26 02:22:27.808000","365","1","","0","1","1","203000000000014911","2019-08-26 02:23:03.521000","5000000","1","2","5000000","0","1","2","","","0","","0","7","Saving Plan Management Default for Group","0","10003499","","","","","","30","937641815"<endrec>
"","","","","365","203000000000026611","2019-09-10 07:52:36.426000","365","1","","0","1","0","203000000000026611","2019-09-10 07:52:36.426000","150000","1","2","","0","1","2","","","","","0","68","TestPlan","0","10003249","","","","","","10","937646768"<endrec>
