CONVERTOR_ID,DATA_FORMAT,DATA_TYPE,GETTING_STRING,GETTING_TYPE,PARA_ID,SOURCE_PARA_CODE,VALUE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           <endrec>
"","","String","","SOURCE_GETTING","217686","Result.ResultParameters.BOCompletedTime",""<endrec>
"","","String","","SOURCE_GETTING","217687","Result.ResultParameters.DebitPartyPublicName",""<endrec>
"","","String","","SOURCE_GETTING","217688","Result.ResultParameters.CreditPartyPublicName",""<endrec>
"","","String","","SOURCE_GETTING","217689","Result.ResultParameters.CreditAccountBalance",""<endrec>
"","","String","","SOURCE_GETTING","217690","Result.ResultParameters.DebitAccountBalance",""<endrec>
"","","String","","SOURCE_GETTING","217691","Result.ResultParameters.TransCompletedTime",""<endrec>
"","","String","","SOURCE_GETTING","217692","Result.ResultParameters.Amount",""<endrec>
"","","String","","SOURCE_GETTING","217693","Result.ResultParameters.Charge",""<endrec>
"","","String","","SOURCE_GETTING","217694","Result.ResultParameters.ReceiptNumber",""<endrec>
"","","String","","SOURCE_GETTING","217695","Result.ResultParameters.TransactionStatus",""<endrec>
"","","String","","SOURCE_GETTING","217696","Result.ResultParameters.OriginalAmount",""<endrec>
"","","String","","SOURCE_GETTING","217697","Result.ResultParameters.OriginalReceiptNumber",""<endrec>
"","","String","","SOURCE_GETTING","218018","OrderId",""<endrec>
"","","String","","SOURCE_GETTING","218020","ShortCode",""<endrec>
"","","String","","CONVERTOR_GETTING","218023","BankAccountNo",""<endrec>
"","","String","","VALUE_GETTING","218024","Amount",""<endrec>
"","","String","","VALUE_GETTING","218025","Currency",""<endrec>
"","","String","","VALUE_GETTING","218026","SendingTime",""<endrec>
"","","String","","VALUE_GETTING","218027","","BankAccounttoCPSRequest"<endrec>
"","","String","","VALUE_GETTING","218028","","true"<endrec>
"","","String","","SOURCE_GETTING","218030","BillRefNum",""<endrec>
"","","String","","SOURCE_GETTING","218031","InvoiceNumber",""<endrec>
"","","String","","SOURCE_GETTING","218033","BillRefNum",""<endrec>
"","","String","","SOURCE_GETTING","218034","BillRefNum",""<endrec>
"","","String","","SOURCE_GETTING","218037","OrderId",""<endrec>
"","","String","","SOURCE_GETTING","218039","ShortCode",""<endrec>
"","","String","","CONVERTOR_GETTING","218042","BankAccountNo",""<endrec>
"","","String","","VALUE_GETTING","218043","Amount",""<endrec>
"","","String","","VALUE_GETTING","218044","Currency",""<endrec>
"","","String","","VALUE_GETTING","218045","SendingTime",""<endrec>
"","","String","","VALUE_GETTING","218046","","CPStoBankAccountRequest"<endrec>
"","","String","","VALUE_GETTING","218047","","true"<endrec>
"","","String","","SOURCE_GETTING","218049","BillRefNum",""<endrec>
"","","String","","SOURCE_GETTING","218050","InvoiceNumber",""<endrec>
"","","String","","SOURCE_GETTING","218052","BillRefNum",""<endrec>
"","","String","","SOURCE_GETTING","218053","BillRefNum",""<endrec>
"","","String","","VALUE_GETTING","225001","","0"<endrec>
"","","String","","VALUE_GETTING","225012","","0"<endrec>
"","","String","","SOURCE_GETTING","225013","@HEAD@.OrderId",""<endrec>
"","","String","","VALUE_GETTING","225021","","0"<endrec>
"","","String","","VALUE_GETTING","225032","","0"<endrec>
"","","String","","SOURCE_GETTING","225033","@HEAD@.OrderId",""<endrec>
"","","String","","VALUE_GETTING","225042","","0"<endrec>
"","","String","","SOURCE_GETTING","225043","@HEAD@.OrderId",""<endrec>
"","","String","","VALUE_GETTING","225052","","0"<endrec>
"","","String","","SOURCE_GETTING","225053","@HEAD@.OrderId",""<endrec>
"","","String","","VALUE_GETTING","225062","","0"<endrec>
"","","String","","SOURCE_GETTING","225063","@HEAD@.OrderId",""<endrec>
"","","String","","VALUE_GETTING","225072","","0"<endrec>
"","","String","","SOURCE_GETTING","225073","@HEAD@.OrderId",""<endrec>
"","","String","","VALUE_GETTING","225083","","S0"<endrec>
"","","String","","VALUE_GETTING","225084","","$REF.REQ.TARGET:Parameters.@KVLIST@Parameter.FIAccountInfo_BankShortCode"<endrec>
"","","String","","VALUE_GETTING","225086","","$REF.REQ.TARGET:Parameters.@KVLIST@Parameter.MobilePhoneNumber"<endrec>
"","","String","","VALUE_GETTING","225087","","$REF.REQ.TARGET:Parameters.@KVLIST@Parameter.VmtReferenceNumber"<endrec>
"","","String","","VALUE_GETTING","225089","","$REF.REQ.TARGET:SeqID"<endrec>
"","","String","","VALUE_GETTING","225090","","$INVOKE:SystemHelper.getCurrentTimeMillis()"<endrec>
"","","String","","VALUE_GETTING","225091","","$INVOKE:SystemHelper.getCurrentTimeMillis()"<endrec>
"","","String","","VALUE_GETTING","225092","","0"<endrec>
"","","String","","SOURCE_GETTING","225093","@HEAD@.OrderId",""<endrec>
"","","String","","VALUE_GETTING","225094","","NotifyTransaction"<endrec>
"","","String","","VALUE_GETTING","225095","","S0"<endrec>
"","","String","","VALUE_GETTING","225103","","S0"<endrec>
"","","String","","VALUE_GETTING","225104","","$REF.REQ.TARGET:Parameters.@KVLIST@Parameter.FIAccountInfo_BankShortCode"<endrec>
"","","String","","VALUE_GETTING","225106","","$REF.REQ.TARGET:Parameters.@KVLIST@Parameter.MobilePhoneNumber"<endrec>
"","","String","","VALUE_GETTING","225107","","$REF.REQ.TARGET:Parameters.@KVLIST@Parameter.VmtReferenceNumber"<endrec>
"","","String","","VALUE_GETTING","225109","","$REF.REQ.TARGET:SeqID"<endrec>
"","","String","","VALUE_GETTING","225110","","$INVOKE:SystemHelper.getCurrentTimeMillis()"<endrec>
"","","String","","VALUE_GETTING","225111","","$INVOKE:SystemHelper.getCurrentTimeMillis()"<endrec>
"","","String","","VALUE_GETTING","225112","","0"<endrec>
"","","String","","SOURCE_GETTING","225113","@HEAD@.OrderId",""<endrec>
"","","String","","VALUE_GETTING","225114","","NotifyTransaction"<endrec>
"","","String","","VALUE_GETTING","225115","","S0"<endrec>
"","","String","","SOURCE_GETTING","230004","AccountNumber",""<endrec>
"","","String","","SOURCE_GETTING","230005","BankName",""<endrec>
"","","String","","SOURCE_GETTING","230006","BankShortCode",""<endrec>
"","","String","","SOURCE_GETTING","230007","Amount",""<endrec>
"","","String","","SOURCE_GETTING","230008","CurrencyCode",""<endrec>
"","","String","","SOURCE_GETTING","230010","MobilePhoneNumber",""<endrec>
"","","String","","SOURCE_GETTING","230011","VmtReferenceNumber",""<endrec>
"","","String","","SOURCE_GETTING","230013","MessageDateTime",""<endrec>
"","","String","","SOURCE_GETTING","230014","MessageID",""<endrec>
"","","String","","SOURCE_GETTING","230015","TransactionID",""<endrec>
"","","String","","SOURCE_GETTING","230204","AccountNumber",""<endrec>
"","","String","","SOURCE_GETTING","230205","BankName",""<endrec>
"","","String","","SOURCE_GETTING","230206","BankShortCode",""<endrec>
"","","String","","SOURCE_GETTING","230207","Amount",""<endrec>
"","","String","","SOURCE_GETTING","230208","CurrencyCode",""<endrec>
"","","String","","SOURCE_GETTING","230210","MobilePhoneNumber",""<endrec>
"","","String","","SOURCE_GETTING","230211","VmtReferenceNumber",""<endrec>
"","","String","","SOURCE_GETTING","230213","MessageDateTime",""<endrec>
"","","String","","SOURCE_GETTING","230214","MessageID",""<endrec>
"","","String","","SOURCE_GETTING","230215","TransactionID",""<endrec>
"","","String","","SOURCE_GETTING","230404","AccountNumber",""<endrec>
"","","String","","SOURCE_GETTING","230405","BankName",""<endrec>
"","","String","","SOURCE_GETTING","230406","BankShortCode",""<endrec>
"","","String","","SOURCE_GETTING","230407","Amount",""<endrec>
"","","String","","SOURCE_GETTING","230408","CurrencyCode",""<endrec>
"","","String","","SOURCE_GETTING","230410","MobilePhoneNumber",""<endrec>
"","","String","","SOURCE_GETTING","230411","VmtReferenceNumber",""<endrec>
"","","String","","SOURCE_GETTING","230413","MessageDateTime",""<endrec>
"","","String","","SOURCE_GETTING","230414","MessageID",""<endrec>
"","","String","","SOURCE_GETTING","230415","TransactionID",""<endrec>
"","","String","","SOURCE_GETTING","230603","BankShortCode",""<endrec>
"","","String","","SOURCE_GETTING","230605","MobilePhoneNumber",""<endrec>
"","","String","","SOURCE_GETTING","230606","VmtReferenceNumber",""<endrec>
"","","String","","SOURCE_GETTING","230608","MessageID",""<endrec>
"","","String","","SOURCE_GETTING","230609","MessageDateTime",""<endrec>
"","","String","","VALUE_GETTING","230610","","0"<endrec>
"","","String","","SOURCE_GETTING","230611","TransactionReceiptNumber",""<endrec>
"","","String","","VALUE_GETTING","230612","","RequestLoan"<endrec>
"","","String","","SOURCE_GETTING","230613","Amount",""<endrec>
"","","String","","VALUE_GETTING","230614","","0"<endrec>
"","","String","","SOURCE_GETTING","230803","BankShortCode",""<endrec>
"","","String","","SOURCE_GETTING","230805","MobilePhoneNumber",""<endrec>
"","","String","","SOURCE_GETTING","230806","VmtReferenceNumber",""<endrec>
"","","String","","SOURCE_GETTING","230808","MessageID",""<endrec>
"","","String","","SOURCE_GETTING","230809","MessageDateTime",""<endrec>
"","","String","","VALUE_GETTING","230810","","0"<endrec>
"","","String","","SOURCE_GETTING","230811","TransactionReceiptNumber",""<endrec>
"","","String","","VALUE_GETTING","230812","","PayLoan"<endrec>
"","","String","","SOURCE_GETTING","230813","Amount",""<endrec>
"","","String","","SOURCE_GETTING","231003","BankShortCode",""<endrec>
"","","String","","SOURCE_GETTING","231005","MobilePhoneNumber",""<endrec>
"","","String","","SOURCE_GETTING","231006","VmtReferenceNumber",""<endrec>
"","","String","","SOURCE_GETTING","231008","MessageID",""<endrec>
"","","String","","SOURCE_GETTING","231009","MessageDateTime",""<endrec>
"","","String","","VALUE_GETTING","231010","","0"<endrec>
"","","String","","SOURCE_GETTING","231011","TransactionReceiptNumber",""<endrec>
"","","String","","VALUE_GETTING","231012","","PayLoanSavings"<endrec>
"","","String","","SOURCE_GETTING","231013","Amount",""<endrec>
"","","String","","SOURCE_GETTING","231204","AccountNumber",""<endrec>
"","","String","","SOURCE_GETTING","231205","BankName",""<endrec>
"","","String","","SOURCE_GETTING","231206","BankShortCode",""<endrec>
"","","String","","SOURCE_GETTING","231208","MobilePhoneNumber",""<endrec>
"","","String","","SOURCE_GETTING","231209","VmtReferenceNumber",""<endrec>
"","","String","","SOURCE_GETTING","231210","InsuranceTypeCode",""<endrec>
"","","String","","SOURCE_GETTING","231212","MessageDateTime",""<endrec>
"","","String","","SOURCE_GETTING","231213","MessageID",""<endrec>
"","","String","","SOURCE_GETTING","231214","TransactionID",""<endrec>
"","","String","","SOURCE_GETTING","231403","BankShortCode",""<endrec>
"","","String","","SOURCE_GETTING","231405","MobilePhoneNumber",""<endrec>
"","","String","","SOURCE_GETTING","231406","VmtReferenceNumber",""<endrec>
"","","String","","SOURCE_GETTING","231408","MessageID",""<endrec>
"","","String","","SOURCE_GETTING","231409","MessageDateTime",""<endrec>
"","","String","","VALUE_GETTING","231410","","0"<endrec>
"","","String","","SOURCE_GETTING","231411","TransactionReceiptNumber",""<endrec>
"","","String","","VALUE_GETTING","231412","","SavingsDeposit"<endrec>
"","","String","","SOURCE_GETTING","231413","Amount",""<endrec>
"","","String","","SOURCE_GETTING","231603","BankShortCode",""<endrec>
"","","String","","SOURCE_GETTING","231605","MobilePhoneNumber",""<endrec>
"","","String","","SOURCE_GETTING","231606","VmtReferenceNumber",""<endrec>
"","","String","","SOURCE_GETTING","231608","MessageID",""<endrec>
"","","String","","SOURCE_GETTING","231609","MessageDateTime",""<endrec>
"","","String","","VALUE_GETTING","231610","","0"<endrec>
"","","String","","SOURCE_GETTING","231611","TransactionReceiptNumber",""<endrec>
"","","String","","VALUE_GETTING","231612","","SavingsWithdrawal"<endrec>
"","","String","","SOURCE_GETTING","231613","Amount",""<endrec>
"","","String","","SOURCE_GETTING","231803","BankShortCode",""<endrec>
"","","String","","SOURCE_GETTING","231805","MobilePhoneNumber",""<endrec>
"","","String","","SOURCE_GETTING","231806","VmtReferenceNumber",""<endrec>
"","","String","","SOURCE_GETTING","231808","MessageID",""<endrec>
"","","String","","SOURCE_GETTING","231809","MessageDateTime",""<endrec>
"","","String","","VALUE_GETTING","231810","","0"<endrec>
"","","String","","SOURCE_GETTING","231811","TransactionReceiptNumber",""<endrec>
"","","String","","VALUE_GETTING","231812","","NotifyTransaction"<endrec>
"","","String","","SOURCE_GETTING","231813","IsComplete",""<endrec>
"","","String","<getting source=""TransactionState"" > <enum source=""Completed"" value=""COMPLETED""/><enum source=""Cancelled"" value=""CANCELLED""/><enum source=""Expired"" value=""EXPIRED""/><enum source=""Declined"" value=""CANCELLED""/></getting>","ENUM_GETTING","231814","TransactionState",""<endrec>
"","","String","","SOURCE_GETTING","232003","BankShortCode",""<endrec>
"","","String","","SOURCE_GETTING","232005","MobilePhoneNumber",""<endrec>
"","","String","","SOURCE_GETTING","232006","VmtReferenceNumber",""<endrec>
"","","String","","SOURCE_GETTING","232008","MessageID",""<endrec>
"","","String","","SOURCE_GETTING","232009","MessageDateTime",""<endrec>
"","","String","","VALUE_GETTING","232010","","0"<endrec>
"","","String","","SOURCE_GETTING","232011","TransactionReceiptNumber",""<endrec>
"","","String","","VALUE_GETTING","232012","","ActivateAccount"<endrec>
"","","String","","SOURCE_GETTING","232013","[KYC][Address Details][Address Line 1]",""<endrec>
"","","String","","SOURCE_GETTING","232014","[KYC][Address Details][Address Line 2]",""<endrec>
"","","String","","SOURCE_GETTING","232015","[KYC][Address Details][City]",""<endrec>
"","","String","","SOURCE_GETTING","232016","CustomerTier",""<endrec>
"","","String","","SOURCE_GETTING","232017","[KYC][Personal Details][Date of Birth]",""<endrec>
"","","String","","SOURCE_GETTING","232018","[KYC][Personal Details][First Name]",""<endrec>
"","","String","","SOURCE_GETTING","232019","[KYC][ID Details][ID Number]",""<endrec>
"","","String","","SOURCE_GETTING","232020","[KYC][ID Details][ID Type]",""<endrec>
"","","String","","SOURCE_GETTING","232021","[KYC][Personal Details][Last Name]",""<endrec>
"","","String","","SOURCE_GETTING","232022","[KYC][Personal Details][Middle Name]",""<endrec>
"","","String","","SOURCE_GETTING","232023","[KYC][Contact Details][Notification Receiving E-mail]",""<endrec>
"","","String","","SOURCE_GETTING","232024","[KYC][Address Details][Post Code]",""<endrec>
"","","String","","VALUE_GETTING","232025","","0"<endrec>
"","","String","","SOURCE_GETTING","232203","BankShortCode",""<endrec>
"","","String","","SOURCE_GETTING","232205","MobilePhoneNumber",""<endrec>
"","","String","","SOURCE_GETTING","232206","VmtReferenceNumber",""<endrec>
"","","String","","SOURCE_GETTING","232208","MessageID",""<endrec>
"","","String","","SOURCE_GETTING","232209","MessageDateTime",""<endrec>
"","","String","","VALUE_GETTING","232210","","0"<endrec>
"","","String","","SOURCE_GETTING","232211","TransactionReceiptNumber",""<endrec>
"","","String","","VALUE_GETTING","232212","","LoanMiniStatement"<endrec>
"","","String","","VALUE_GETTING","232213","","5"<endrec>
"","","String","","SOURCE_GETTING","232403","BankShortCode",""<endrec>
"","","String","","SOURCE_GETTING","232405","MobilePhoneNumber",""<endrec>
"","","String","","SOURCE_GETTING","232406","VmtReferenceNumber",""<endrec>
"","","String","","SOURCE_GETTING","232408","MessageID",""<endrec>
"","","String","","SOURCE_GETTING","232409","MessageDateTime",""<endrec>
"","","String","","VALUE_GETTING","232410","","0"<endrec>
"","","String","","SOURCE_GETTING","232411","TransactionReceiptNumber",""<endrec>
"","","String","","VALUE_GETTING","232412","","CheckCreditLimit"<endrec>
"","","String","","SOURCE_GETTING","232603","BankShortCode",""<endrec>
"","","String","","SOURCE_GETTING","232605","MobilePhoneNumber",""<endrec>
"","","String","","SOURCE_GETTING","232606","VmtReferenceNumber",""<endrec>
"","","String","","SOURCE_GETTING","232608","MessageID",""<endrec>
"","","String","","SOURCE_GETTING","232609","MessageDateTime",""<endrec>
"","","String","","VALUE_GETTING","232610","","0"<endrec>
"","","String","","SOURCE_GETTING","232611","TransactionReceiptNumber",""<endrec>
"","","String","","VALUE_GETTING","232612","","GetSavingsBalance"<endrec>
"","","String","","SOURCE_GETTING","232803","AccountNumber",""<endrec>
"","","String","","SOURCE_GETTING","232804","BankName",""<endrec>
"","","String","","SOURCE_GETTING","232805","BankShortCode",""<endrec>
"","","String","","SOURCE_GETTING","232807","MobilePhoneNumber",""<endrec>
"","","String","","SOURCE_GETTING","232808","VmtReferenceNumber",""<endrec>
"","","String","","SOURCE_GETTING","232810","MessageDateTime",""<endrec>
"","","String","","SOURCE_GETTING","232811","MessageID",""<endrec>
"","","String","","SOURCE_GETTING","232812","TransactionID",""<endrec>
"","","String","","SOURCE_GETTING","232952","Result.ResultParameters.DirectDebitMandateInfo.PayeeName",""<endrec>
"","","String","","SOURCE_GETTING","232953","Result.ResultParameters.DirectDebitMandateInfo.PayerName",""<endrec>
"","","String","","SOURCE_GETTING","232955","Result.ResultParameters.DirectDebitMandateInfo.DirectDebitMandateInfo.PayerReferenceNumber",""<endrec>
"","","String","","SOURCE_GETTING","232958","Result.ResultParameters.DirectDebitMandateInfo.DirectDebitMandateInfo.AgreedTC",""<endrec>
"","","String","","SOURCE_GETTING","232959","Result.ResultParameters.DirectDebitMandateInfo.DirectDebitMandateInfo.PayeeAccountName",""<endrec>
"","","String","","SOURCE_GETTING","232960","Result.ResultParameters.DirectDebitMandateInfo.DirectDebitMandateInfo.PayerAccountName",""<endrec>
"","","String","","SOURCE_GETTING","232961","Result.ResultParameters.DirectDebitMandateInfo.DirectDebitMandateInfo.FirstPaymentDate",""<endrec>
"","","String","","SOURCE_GETTING","232962","Result.ResultParameters.DirectDebitMandateInfo.DirectDebitMandateInfo.Frequency",""<endrec>
"","","String","","SOURCE_GETTING","232963","Result.ResultParameters.DirectDebitMandateInfo.DirectDebitMandateInfo.StartRangeOfDays",""<endrec>
"","","String","","SOURCE_GETTING","232964","Result.ResultParameters.DirectDebitMandateInfo.DirectDebitMandateInfo.EndRangeOfDays",""<endrec>
"","","String","","SOURCE_GETTING","233003","BankShortCode",""<endrec>
"","","String","","SOURCE_GETTING","233005","MobilePhoneNumber",""<endrec>
"","","String","","SOURCE_GETTING","233006","VmtReferenceNumber",""<endrec>
"","","String","","SOURCE_GETTING","233008","MessageID",""<endrec>
"","","String","","SOURCE_GETTING","233009","MessageDateTime",""<endrec>
"","","String","","VALUE_GETTING","233010","","0"<endrec>
"","","String","","SOURCE_GETTING","233011","TransactionReceiptNumber",""<endrec>
"","","String","","VALUE_GETTING","233012","","GetTransactionList"<endrec>
"","","String","","VALUE_GETTING","233013","","5"<endrec>
"","","String","","SOURCE_GETTING","233203","AccountNumber",""<endrec>
"","","String","","SOURCE_GETTING","233204","BankName",""<endrec>
"","","String","","SOURCE_GETTING","233205","BankShortCode",""<endrec>
"","","String","","SOURCE_GETTING","233207","MobilePhoneNumber",""<endrec>
"","","String","","SOURCE_GETTING","233208","VmtReferenceNumber",""<endrec>
"","","String","","SOURCE_GETTING","233210","MessageDateTime",""<endrec>
"","","String","","SOURCE_GETTING","233211","MessageID",""<endrec>
"","","String","","SOURCE_GETTING","233212","TransactionID",""<endrec>
"","","String","","VALUE_GETTING","233213","","5"<endrec>
"","","String","","SOURCE_GETTING","233331","Result.ResultParameters.DirectDebitMandateInfo.PayeeName",""<endrec>
"","","String","","SOURCE_GETTING","233332","Result.ResultParameters.DirectDebitMandateInfo.PayerName",""<endrec>
"","","String","","SOURCE_GETTING","233334","Result.ResultParameters.DirectDebitMandateInfo.DirectDebitMandateInfo.PayerReferenceNumber",""<endrec>
"","","String","","SOURCE_GETTING","233335","Result.ResultParameters.DirectDebitMandateInfo.DirectDebitMandateInfo.AgreedTC",""<endrec>
"","","String","","SOURCE_GETTING","233336","Result.ResultParameters.DirectDebitMandateInfo.DirectDebitMandateInfo.PayeeAccountName",""<endrec>
"","","String","","SOURCE_GETTING","233337","Result.ResultParameters.DirectDebitMandateInfo.DirectDebitMandateInfo.PayerAccountName",""<endrec>
"","","String","","SOURCE_GETTING","233338","Result.ResultParameters.DirectDebitMandateInfo.DirectDebitMandateInfo.FirstPaymentDate",""<endrec>
"","","String","","SOURCE_GETTING","233339","Result.ResultParameters.DirectDebitMandateInfo.DirectDebitMandateInfo.Frequency",""<endrec>
"","","String","","SOURCE_GETTING","233340","Result.ResultParameters.DirectDebitMandateInfo.DirectDebitMandateInfo.StartRangeOfDays",""<endrec>
"","","String","","SOURCE_GETTING","233341","Result.ResultParameters.DirectDebitMandateInfo.DirectDebitMandateInfo.EndRangeOfDays",""<endrec>
"","","String","","SOURCE_GETTING","233404","MessageDateTime",""<endrec>
"","","String","","SOURCE_GETTING","233405","MessageID",""<endrec>
"","","String","","SOURCE_GETTING","233409","AccountNumber",""<endrec>
"","","String","","SOURCE_GETTING","233410","BankName",""<endrec>
"","","String","","SOURCE_GETTING","233411","BankShortCode",""<endrec>
"","","String","","SOURCE_GETTING","233413","MobilePhoneNumber",""<endrec>
"","","String","","SOURCE_GETTING","233414","VmtReferenceNumber",""<endrec>
"","","String","","SOURCE_GETTING","233415","Result",""<endrec>
"","","String","","SOURCE_GETTING","233416","TransactionID",""<endrec>
"","","String","<getting source=""Result.ResultParameters.DirectDebitMandateInfo.DirectDebitMandateInfo"" datatype=""List""><item name=""PayeeName"" source=""PayeeName""/><item name=""PayerName"" source=""PayerName""/><item name=""DirectDebitMandateInfo.PayerReferenceNumber"" source=""DirectDebitMandateInfo.PayerReferenceNumber""/><item name=""DirectDebitMandateInfo.AgreedTC"" source=""DirectDebitMandateInfo.AgreedTC""/><item name=""DirectDebitMandateInfo.PayeeAccountName"" source=""DirectDebitMandateInfo.PayeeAccountName""/><item name=""DirectDebitMandateInfo.PayerAccountName"" source=""DirectDebitMandateInfo.PayerAccountName""/><item name=""DirectDebitMandateInfo.FirstPaymentDate"" source=""DirectDebitMandateInfo.FirstPaymentDate""/><item name=""DirectDebitMandateInfo.Frequency"" source=""DirectDebitMandateInfo.Frequency""/><item name=""DirectDebitMandateInfo.StartRangeOfDays"" source=""DirectDebitMandateInfo.StartRangeOfDays""/><item name=""DirectDebitMandateInfo.EndRangeOfDays"" source=""DirectDebitMandateInfo.EndRangeOfDays""/><item name=""DirectDebitMandateInfo.MandateID"" source=""DirectDebitMandateInfo.MandateID""/></getting>","LIST_GETTING","233484","",""<endrec>
"","","String","","SOURCE_GETTING","233500","BillRefNum",""<endrec>
"","","String","","SOURCE_GETTING","233502","BillRefNum",""<endrec>
"","","String","","SOURCE_GETTING","233503","BillRefNum",""<endrec>
"","","String","","SOURCE_GETTING","233504","InvoiceNumber",""<endrec>
"","","String","","SOURCE_GETTING","233508","OrderID",""<endrec>
"","","String","","SOURCE_GETTING","233510","ActionTime",""<endrec>
"","","String","","SOURCE_GETTING","233511","BankShortCode",""<endrec>
"","","String","","SOURCE_GETTING","233512","BankCardAccount",""<endrec>
"","","String","","SOURCE_GETTING","233513","BankCardName",""<endrec>
"","","String","","","233514","",""<endrec>
"","","List","<getting source=""FIAccountInfo.InfoDetail"" datatype=""List""><item name=""Key"" source=""Key""/><item name=""Value"" source=""Value""/></getting>","LIST_GETTING","233515","",""<endrec>
"","","String","","VALUE_GETTING","233516","","ConfirmBankAccountRequest"<endrec>
"","","String","","VALUE_GETTING","233517","","true"<endrec>
"","","String","","SOURCE_GETTING","233519","OrderID",""<endrec>
"","","String","","SOURCE_GETTING","233520","ActionTime",""<endrec>
"","","String","","SOURCE_GETTING","233521","BankShortCode",""<endrec>
"","","String","","SOURCE_GETTING","233522","BankCardAccount",""<endrec>
"","","String","","SOURCE_GETTING","233523","BankCardName",""<endrec>
"","","String","","","233524","",""<endrec>
"","","List","<getting source=""FIAccountInfo.InfoDetail"" datatype=""List""><item name=""Key"" source=""Key""/><item name=""Value"" source=""Value""/></getting>","LIST_GETTING","233525","",""<endrec>
"","","String","","VALUE_GETTING","233526","","ConfirmBankLookupRequest"<endrec>
"","","String","","VALUE_GETTING","233527","","true"<endrec>
"","","String","","SOURCE_GETTING","233529","BillRefNum",""<endrec>
"","","String","","SOURCE_GETTING","233530","BillRefNum",""<endrec>
"","","String","","SOURCE_GETTING","233531","BillRefNum",""<endrec>
"","","String","","SOURCE_GETTING","233532","InvoiceNumber",""<endrec>
"","","String","","VALUE_GETTING","233602","","Server"<endrec>
"","","String","","VALUE_GETTING","233603","","Fail to Process Request"<endrec>
"","","String","","VALUE_GETTING","233606","","$INVOKE:SystemHelper.getCurrentTimeMillis()"<endrec>
"","","String","","VALUE_GETTING","233607","","$REF.SOURCE:SeqId"<endrec>
"","","String","","VALUE_GETTING","233608","","$INVOKE:FSIErrorCodeExchanger.getExternalCode(Kesho)"<endrec>
"","","String","","VALUE_GETTING","233702","","Server"<endrec>
"","","String","","VALUE_GETTING","233703","","Fail to Process Request"<endrec>
"","","String","","SOURCE_GETTING","233707","Parameters.@KVLIST@Parameter.MobilePhoneNumber",""<endrec>
"","","String","","SOURCE_GETTING","233708","Parameters.@KVLIST@Parameter.VmtReferenceNumber",""<endrec>
"","","String","","VALUE_GETTING","233710","","$REF.SOURCE:SeqId"<endrec>
"","","String","","VALUE_GETTING","233711","","$INVOKE:SystemHelper.getCurrentTimeMillis()"<endrec>
"","","String","","VALUE_GETTING","233712","","$INVOKE:FSIErrorCodeExchanger.getExternalCode(Shwari)"<endrec>
"","","String","","VALUE_GETTING","233713","","$INVOKE:FSIErrorCodeExchanger.getExternalDesc(Shwari)"<endrec>
"","","String","<getting source=""Result.ResultParameters.ReminderScheduleInfo.ReminderScheduleInfo"" datatype=""List""><item name=""ServiceForInitiateTransaction"" source=""ServiceForInitiateTransaction""/><item name=""Currency"" source=""Currency""/><item name=""Amount"" source=""Amount""/><item name=""PrimaryParty.IdentifierType"" source=""PrimaryParty.IdentifierType""/><item name=""PrimaryParty.Identifier"" source=""PrimaryParty.Identifier""/><item name=""PrimaryParty.ShortCode"" source=""PrimaryParty.ShortCode"" displayEmpty=""1""/><item name=""ReceiverParty.IdentifierType"" source=""ReceiverParty.IdentifierType""/><item name=""ReceiverParty.Identifier"" source=""ReceiverParty.Identifier""/><item name=""ReceiverParty.ShortCode"" source=""ReceiverParty.ShortCode"" displayEmpty=""1""/><item name=""ReminderScheduleName"" source=""ReminderScheduleName""/><item name=""FirstPaymentReminderDate"" source=""FirstPaymentReminderDate"" displayEmpty=""1""/><item name=""IssuePaymentReminderUntil"" source=""IssuePaymentReminderUntil"" displayEmpty=""1""/><item name=""Frequency"" source=""Frequency"" displayEmpty=""1""/><item name=""FreeText"" source=""FreeText"" displayEmpty=""1"" /><item name=""ExtraParameter"" source=""ExtraParameter""/><item name=""NeedConfirmation"" source=""NeedConfirmation"" displayEmpty=""1""/><item name=""SendPreWarning"" source=""SendPreWarning"" displayEmpty=""1""/><item name=""PreWarningPeriod"" source=""PreWarningPeriod"" displayEmpty=""1""/><item name=""ReminderScheduleID"" source=""ReminderScheduleID""/></getting>","LIST_GETTING","233953","",""<endrec>
"","","String","","","234123","",""<endrec>
"","","List","<getting source=""FIAccountInfo.InfoDetail"" datatype=""List""><item name=""Key"" source=""Key""/><item name=""Value"" source=""Value""/></getting>","LIST_GETTING","234124","",""<endrec>
"","","String","","","234125","",""<endrec>
"","","List","<getting source=""FIAccountInfo.InfoDetail"" datatype=""List""><item name=""Key"" source=""Key""/><item name=""Value"" source=""Value""/></getting>","LIST_GETTING","234126","",""<endrec>
"","","String","","SOURCE_GETTING","234706","Result.ResultParameters.DirectDebitMandateInfo.DirectDebitMandateInfo.MandateID",""<endrec>
"","","String","","SOURCE_GETTING","234707","Result.ResultParameters.DirectDebitMandateInfo.DirectDebitMandateInfo.MandateID",""<endrec>
