LOAD_DATA_TS,ORG_ROLE_ID,PRODUCT_UNIQUE_ID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              <endrec>
"","10010004","937434148"<endrec>
"","10010004","937436154"<endrec>
"","10010004","937448270"<endrec>
"","10010004","937452270"<endrec>
"","10010004","937453256"<endrec>
"","10010004","937453280"<endrec>
"","10010004","937455405"<endrec>
"","10010004","937456359"<endrec>
"","10010004","937460406"<endrec>
"","10010004","937461434"<endrec>
"","10010004","937464385"<endrec>
"","10010004","937465533"<endrec>
"","10010004","937467544"<endrec>
"","10010004","937469559"<endrec>
"","10010004","937469563"<endrec>
"","10010004","937470600"<endrec>
"","10010004","937470690"<endrec>
"","10010004","937470702"<endrec>
"","10010004","937470752"<endrec>
"","10010004","937470810"<endrec>
"","10010004","937471560"<endrec>
"","10010004","937471561"<endrec>
"","10010004","937472555"<endrec>
"","10010004","937473548"<endrec>
"","10010004","937475576"<endrec>
"","10010004","937481555"<endrec>
"","10010004","937482548"<endrec>
"","10010004","937487634"<endrec>
"","10010004","937487639"<endrec>
"","10010004","937490607"<endrec>
"","10010004","937491591"<endrec>
"","10010004","937496677"<endrec>
"","10010004","937496846"<endrec>
"","10010004","937498768"<endrec>
"","10010004","937499725"<endrec>
"","10010004","937504725"<endrec>
"","10010004","937513789"<endrec>
"","10010004","937515781"<endrec>
"","10010004","937516744"<endrec>
"","10010004","937535909"<endrec>
"","10010004","937535912"<endrec>
"","10010004","937535913"<endrec>
"","10010004","937537727"<endrec>
"","10010004","937539727"<endrec>
"","10010004","937539739"<endrec>
"","10010004","937539742"<endrec>
"","10010004","937539747"<endrec>
"","10010004","937539776"<endrec>
"","10010004","937539812"<endrec>
"","10010004","937539816"<endrec>
"","10010004","937539907"<endrec>
"","10010004","937539944"<endrec>
"","10010004","937539961"<endrec>
"","10010004","937539963"<endrec>
"","10010004","937545734"<endrec>
"","10010004","937547726"<endrec>
"","10010004","937547734"<endrec>
"","10010004","937547759"<endrec>
"","10010004","937547761"<endrec>
"","10010004","937547778"<endrec>
"","10010004","937548790"<endrec>
"","10010004","937548801"<endrec>
"","10010004","937548802"<endrec>
"","10010004","937548834"<endrec>
"","10010004","937550749"<endrec>
"","10010004","937567764"<endrec>
"","10010004","937572788"<endrec>
"","10010004","937577768"<endrec>
"","10010004","937583828"<endrec>
"","10010004","937585824"<endrec>
"","10010004","937594817"<endrec>
"","10010004","937594819"<endrec>
"","10010004","937596763"<endrec>
"","10010004","937608760"<endrec>
"","10010004","937609826"<endrec>
"","10010004","937612879"<endrec>
"","10010004","937683783"<endrec>
"","10010004","937683787"<endrec>
"","10010005","30003100"<endrec>
"","10010005","30003109"<endrec>
"","10010005","30003139"<endrec>
"","10010005","30003147"<endrec>
"","10010005","30003150"<endrec>
"","10010005","30003167"<endrec>
"","10010005","30003172"<endrec>
"","10010005","30003178"<endrec>
"","10010005","30003188"<endrec>
"","10010005","30007006"<endrec>
"","10010005","30013151"<endrec>
"","10010005","30013152"<endrec>
"","10010005","30013153"<endrec>
"","10010005","30013154"<endrec>
"","10010005","30013155"<endrec>
"","10010005","30013157"<endrec>
"","10010005","30013158"<endrec>
"","10010005","30013159"<endrec>
"","10010005","30013160"<endrec>
"","10010005","30015308"<endrec>
"","10010005","30015313"<endrec>
"","10010005","30015674"<endrec>
"","10010005","30046246"<endrec>
"","10010005","30046247"<endrec>
"","10010005","30047240"<endrec>
"","10010005","30047252"<endrec>
"","10010005","30047253"<endrec>
"","10010005","30048263"<endrec>
"","10010005","30048264"<endrec>
"","10010005","30048265"<endrec>
"","10010005","30050242"<endrec>
"","10010005","30050245"<endrec>
"","10010005","30050246"<endrec>
"","10010005","30055300"<endrec>
"","10010005","30071509"<endrec>
"","10010005","30071510"<endrec>
"","10010005","30072470"<endrec>
"","10010005","30076494"<endrec>
"","10010005","30076495"<endrec>
"","10010005","30084563"<endrec>
"","10010005","30085571"<endrec>
"","10010005","30085572"<endrec>
"","10010005","30089623"<endrec>
"","10010005","30089627"<endrec>
"","10010005","30090621"<endrec>
"","10010005","30090622"<endrec>
"","10010005","30096638"<endrec>
"","10010005","30099782"<endrec>
"","10010005","30099786"<endrec>
"","10010005","30099788"<endrec>
"","10010005","30100739"<endrec>
"","10010005","30100740"<endrec>
"","10010005","30100741"<endrec>
"","10010005","30101765"<endrec>
"","10010005","30101766"<endrec>
"","10010005","30103777"<endrec>
"","10010005","30104829"<endrec>
"","10010005","30104830"<endrec>
"","10010005","30105836"<endrec>
"","10010005","30105837"<endrec>
"","10010005","30105861"<endrec>
"","10010005","30114898"<endrec>
"","10010005","30116973"<endrec>
"","10010005","30116978"<endrec>
"","10010005","30116979"<endrec>
"","10010005","30120107"<endrec>
"","10010005","30120112"<endrec>
"","10010005","30120113"<endrec>
"","10010005","30120114"<endrec>
"","10010005","30120121"<endrec>
"","10010005","30121055"<endrec>
"","10010005","30121056"<endrec>
"","10010005","30121057"<endrec>
"","10010005","30122080"<endrec>
"","10010005","30122081"<endrec>
"","10010005","30122082"<endrec>
"","10010005","30122083"<endrec>
"","10010005","30127081"<endrec>
"","10010005","30127088"<endrec>
"","10010005","30128078"<endrec>
"","10010005","30128079"<endrec>
"","10010005","30129085"<endrec>
"","10010005","30129089"<endrec>
"","10010005","30129090"<endrec>
"","10010005","30129092"<endrec>
"","10010005","30129093"<endrec>
"","10010005","30132083"<endrec>
"","10010005","30132084"<endrec>
"","10010005","30136106"<endrec>
"","10010005","937137895"<endrec>
"","10010005","937137896"<endrec>
"","10010005","937137897"<endrec>
"","10010005","937153135"<endrec>
"","10010005","937154165"<endrec>
"","10010005","937156183"<endrec>
"","10010005","937163244"<endrec>
"","10010005","937163245"<endrec>
"","10010005","937163247"<endrec>
"","10010005","937164250"<endrec>
"","10010005","937166427"<endrec>
"","10010005","937174379"<endrec>
"","10010005","937178461"<endrec>
"","10010005","937178471"<endrec>
"","10010005","937178510"<endrec>
"","10010005","937178574"<endrec>
"","10010005","937178596"<endrec>
"","10010005","937178628"<endrec>
"","10010005","937178660"<endrec>
"","10010005","937178685"<endrec>
"","10010005","937179440"<endrec>
"","10010005","937179449"<endrec>
"","10010005","937197638"<endrec>
"","10010005","937197766"<endrec>
"","10010005","937205547"<endrec>
"","10010005","937205578"<endrec>
"","10010005","937213578"<endrec>
"","10010005","937214626"<endrec>
"","10010005","937215640"<endrec>
"","10010005","937215706"<endrec>
"","10010005","937216552"<endrec>
"","10010005","937216555"<endrec>
"","10010005","937219323"<endrec>
"","10010005","937220724"<endrec>
"","10010005","937227616"<endrec>
"","10010005","937229669"<endrec>
"","10010005","937230642"<endrec>
"","10010005","937230643"<endrec>
"","10010005","937231550"<endrec>
"","10010005","937231554"<endrec>
"","10010005","937233570"<endrec>
"","10010005","937233571"<endrec>
"","10010005","937235583"<endrec>
"","10010005","937235585"<endrec>
"","10010005","937235601"<endrec>
"","10010005","937235611"<endrec>
"","10010005","937235620"<endrec>
"","10010005","937244729"<endrec>
"","10010005","937254759"<endrec>
"","10010005","937254830"<endrec>
"","10010005","937255686"<endrec>
"","10010005","937255687"<endrec>
"","10010005","937255727"<endrec>
"","10010005","937255728"<endrec>
"","10010005","937260735"<endrec>
"","10010005","937262891"<endrec>
"","10010005","937262894"<endrec>
"","10010005","937264706"<endrec>
"","10010005","937267815"<endrec>
"","10010005","937267819"<endrec>
"","10010005","937267820"<endrec>
"","10010005","937268808"<endrec>
"","10010005","937275827"<endrec>
"","10010005","937279844"<endrec>
"","10010005","937279847"<endrec>
"","10010005","937279968"<endrec>
"","10010005","937279971"<endrec>
"","10010005","937280017"<endrec>
"","10010005","937280836"<endrec>
"","10010005","937281836"<endrec>
"","10010005","937281848"<endrec>
"","10010005","937281852"<endrec>
"","10010005","937281855"<endrec>
"","10010005","937281907"<endrec>
"","10010005","937295818"<endrec>
"","10010005","937300842"<endrec>
"","10010005","937305825"<endrec>
"","10010005","937308855"<endrec>
"","10010005","937308884"<endrec>
"","10010005","937309884"<endrec>
"","10010005","937309885"<endrec>
"","10010005","937309887"<endrec>
"","10010005","937309896"<endrec>
"","10010005","937309897"<endrec>
"","10010005","937311864"<endrec>
"","10010005","937311887"<endrec>
"","10010005","937311888"<endrec>
"","10010005","937311889"<endrec>
"","10010005","937311890"<endrec>
"","10010005","937311891"<endrec>
"","10010005","937315855"<endrec>
"","10010005","937325873"<endrec>
"","10010005","937327963"<endrec>
"","10010005","937327965"<endrec>
"","10010005","937328872"<endrec>
"","10010005","937328882"<endrec>
"","10010005","937329920"<endrec>
"","10010005","937329923"<endrec>
"","10010005","937330942"<endrec>
"","10010005","937332884"<endrec>
"","10010005","937333903"<endrec>
"","10010005","937340936"<endrec>
"","10010005","937342905"<endrec>
"","10010005","937343876"<endrec>
"","10010005","937343918"<endrec>
"","10010005","937344897"<endrec>
"","10010005","937344926"<endrec>
"","10010005","937345886"<endrec>
"","10010005","937347906"<endrec>
"","10010005","937352005"<endrec>
"","10010005","937353923"<endrec>
"","10010005","937353924"<endrec>
"","10010005","937356995"<endrec>
"","10010005","937358028"<endrec>
"","10010005","937358030"<endrec>
"","10010005","937358040"<endrec>
"","10010005","937364017"<endrec>
"","10010005","937370433"<endrec>
"","10010005","937375469"<endrec>
"","10010005","937375476"<endrec>
"","10010005","937375521"<endrec>
"","10010005","937376499"<endrec>
"","10010005","937376544"<endrec>
"","10010005","937376572"<endrec>
"","10010005","937377481"<endrec>
"","10010005","937378461"<endrec>
"","10010005","937378463"<endrec>
"","10010005","937379501"<endrec>
"","10010005","937383562"<endrec>
"","10010005","937383564"<endrec>
"","10010005","937383565"<endrec>
"","10010005","937383568"<endrec>
"","10010005","937383572"<endrec>
"","10010005","937389603"<endrec>
"","10010005","937391576"<endrec>
"","10010005","937392603"<endrec>
"","10010005","937392817"<endrec>
"","10010005","937392889"<endrec>
"","10010005","937394944"<endrec>
"","10010005","937396930"<endrec>
"","10010005","937396961"<endrec>
"","10010005","937400931"<endrec>
"","10010005","937403958"<endrec>
"","10010005","937404949"<endrec>
"","10010005","937407016"<endrec>
"","10010005","937411040"<endrec>
"","10010005","937411049"<endrec>
"","10010005","937411143"<endrec>
"","10010005","937411203"<endrec>
"","10010005","937411210"<endrec>
"","10010005","937412026"<endrec>
"","10010005","937412028"<endrec>
"","10010005","937414122"<endrec>
"","10010005","937414130"<endrec>
"","10010005","937414137"<endrec>
"","10010005","937415070"<endrec>
"","10010005","937415147"<endrec>
"","10010005","937415152"<endrec>
"","10010005","937415182"<endrec>
"","10010005","937415183"<endrec>
"","10010005","937415250"<endrec>
"","10010005","937415252"<endrec>
"","10010005","937415257"<endrec>
"","10010005","937417068"<endrec>
"","10010005","937417130"<endrec>
"","10010005","937417159"<endrec>
"","10010005","937418073"<endrec>
"","10010005","937418124"<endrec>
"","10010005","937418140"<endrec>
"","10010005","937418145"<endrec>
"","10010005","937418151"<endrec>
"","10010005","937418169"<endrec>
"","10010005","937418170"<endrec>
"","10010005","937419082"<endrec>
"","10010005","937421180"<endrec>
"","10010005","937422144"<endrec>
"","10010005","937423156"<endrec>
"","10010005","937423252"<endrec>
"","10010005","937425145"<endrec>
"","10010005","937425147"<endrec>
"","10010005","937425148"<endrec>
"","10010005","937425164"<endrec>
"","10010005","937425165"<endrec>
"","10010005","937426174"<endrec>
"","10010005","937426199"<endrec>
"","10010005","937427137"<endrec>
"","10010005","937430243"<endrec>
"","10010005","937430283"<endrec>
"","10010005","937430287"<endrec>
"","10010005","937430293"<endrec>
"","10010005","937430304"<endrec>
"","10010005","937430306"<endrec>
"","10010005","937432191"<endrec>
"","10010005","937432192"<endrec>
"","10010005","937432194"<endrec>
"","10010005","937434148"<endrec>
"","10010005","937436154"<endrec>
"","10010005","937445242"<endrec>
"","10010005","937445244"<endrec>
"","10010005","937448270"<endrec>
"","10010005","937451284"<endrec>
"","10010005","937451286"<endrec>
"","10010005","937452265"<endrec>
"","10010005","937453256"<endrec>
"","10010005","937453280"<endrec>
"","10010005","937455405"<endrec>
"","10010005","937456376"<endrec>
"","10010005","937460406"<endrec>
"","10010005","937461434"<endrec>
"","10010005","937462378"<endrec>
"","10010005","937462487"<endrec>
"","10010005","937464385"<endrec>
"","10010005","937465533"<endrec>
"","10010005","937469559"<endrec>
"","10010005","937469563"<endrec>
"","10010005","937470600"<endrec>
"","10010005","937470634"<endrec>
"","10010005","937470635"<endrec>
"","10010005","937470690"<endrec>
"","10010005","937470752"<endrec>
"","10010005","937470810"<endrec>
"","10010005","937471560"<endrec>
"","10010005","937471561"<endrec>
"","10010005","937472555"<endrec>
"","10010005","937481555"<endrec>
"","10010005","937482548"<endrec>
"","10010005","937483546"<endrec>
"","10010005","937487639"<endrec>
"","10010005","937490607"<endrec>
"","10010005","937490645"<endrec>
"","10010005","937491591"<endrec>
"","10010005","937493589"<endrec>
"","10010005","937496667"<endrec>
"","10010005","937496668"<endrec>
"","10010005","937496670"<endrec>
"","10010005","937496677"<endrec>
"","10010005","937496684"<endrec>
"","10010005","937498733"<endrec>
"","10010005","937498768"<endrec>
"","10010005","937498825"<endrec>
"","10010005","937499725"<endrec>
"","10010005","937504725"<endrec>
"","10010005","937504731"<endrec>
"","10010005","937504732"<endrec>
"","10010005","937504736"<endrec>
"","10010005","937509789"<endrec>
"","10010005","937510097"<endrec>
"","10010005","937510384"<endrec>
"","10010005","937510385"<endrec>
"","10010005","937510386"<endrec>
"","10010005","937510387"<endrec>
"","10010005","937510437"<endrec>
"","10010005","937513789"<endrec>
"","10010005","937513791"<endrec>
"","10010005","937513793"<endrec>
"","10010005","937515781"<endrec>
"","10010005","937515895"<endrec>
"","10010005","937515898"<endrec>
"","10010005","937515899"<endrec>
"","10010005","937515900"<endrec>
"","10010005","937515901"<endrec>
"","10010005","937525727"<endrec>
"","10010005","937525729"<endrec>
"","10010005","937535913"<endrec>
"","10010005","937537727"<endrec>
"","10010005","937539727"<endrec>
"","10010005","937539731"<endrec>
"","10010005","937539732"<endrec>
"","10010005","937539733"<endrec>
"","10010005","937539739"<endrec>
"","10010005","937539742"<endrec>
"","10010005","937539747"<endrec>
"","10010005","937539776"<endrec>
"","10010005","937539812"<endrec>
"","10010005","937539816"<endrec>
"","10010005","937539907"<endrec>
"","10010005","937539944"<endrec>
"","10010005","937539961"<endrec>
"","10010005","937539963"<endrec>
"","10010005","937545734"<endrec>
"","10010005","937547726"<endrec>
"","10010005","937547734"<endrec>
"","10010005","937547759"<endrec>
"","10010005","937547761"<endrec>
"","10010005","937547778"<endrec>
"","10010005","937548790"<endrec>
"","10010005","937548791"<endrec>
"","10010005","937548801"<endrec>
"","10010005","937548802"<endrec>
"","10010005","937548834"<endrec>
"","10010005","937549780"<endrec>
"","10010005","937550749"<endrec>
"","10010005","937565734"<endrec>
"","10010005","937567764"<endrec>
"","10010005","937572764"<endrec>
"","10010005","937572788"<endrec>
"","10010005","937574771"<endrec>
"","10010005","937577768"<endrec>
"","10010005","937583801"<endrec>
"","10010005","937583816"<endrec>
"","10010005","937583817"<endrec>
"","10010005","937585800"<endrec>
"","10010005","937585810"<endrec>
"","10010005","937585824"<endrec>
"","10010005","937585825"<endrec>
"","10010005","937594770"<endrec>
"","10010005","937594771"<endrec>
"","10010005","937594794"<endrec>
"","10010005","937594795"<endrec>
"","10010005","937594816"<endrec>
"","10010005","937594817"<endrec>
"","10010005","937594819"<endrec>
"","10010005","937594820"<endrec>
"","10010005","937596763"<endrec>
"","10010005","937608760"<endrec>
"","10010005","937609826"<endrec>
"","10010005","937612879"<endrec>
"","10010005","937612883"<endrec>
"","10010005","937619772"<endrec>
"","10010005","937677759"<endrec>
"","10010005","937683787"<endrec>
"","10010005","937707809"<endrec>
