ENTITY_NAME,LANGUAGE,NAME,VARIABLE_NAME                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 <endrec>
"AG_EXT1001","en_KE","DOB is invalid","LIMIT_ERROR_MESSAGE"<endrec>
"AG_EXT1001","sw_KE","","LIMIT_ERROR_MESSAGE"<endrec>
"AG_EXT1002","en_KE","NewPinMatchFailed","LIMIT_ERROR_MESSAGE"<endrec>
"AG_EXT1002","sw_KE","","LIMIT_ERROR_MESSAGE"<endrec>
"AG_EXT1003","en_KE","ATM- When the Agent No is invalid No sms is sent to the customer","LIMIT_ERROR_MESSAGE"<endrec>
"AG_EXT1003","sw_KE","","LIMIT_ERROR_MESSAGE"<endrec>
"AG_EXT1004","en_KE","Amount Invalid","LIMIT_ERROR_MESSAGE"<endrec>
"AG_EXT1004","sw_KE","Amount Invalid","LIMIT_ERROR_MESSAGE"<endrec>
"AG_EXT1005","en","","LIMIT_ERROR_MESSAGE"<endrec>
"AG_EXT1005","en_KE","","LIMIT_ERROR_MESSAGE"<endrec>
"AG_EXT1005","sw_KE","","LIMIT_ERROR_MESSAGE"<endrec>
"AG_EXT9009","en","Pay back Loan Request Rejected","LIMIT_ERROR_MESSAGE"<endrec>
"AG_EXT9009","en_KE","Pay back Loan Request Rejected","LIMIT_ERROR_MESSAGE"<endrec>
"AG_EXT9009","sw_KE","Pay back Loan Request Rejected","LIMIT_ERROR_MESSAGE"<endrec>
"AJ1","en","","BUNDLE_NAME"<endrec>
"AJ1","en_KE","","BUNDLE_NAME"<endrec>
"AJ1","sw_KE","","BUNDLE_NAME"<endrec>
"AJ2","en","AJ2","BUNDLE_NAME"<endrec>
"AJ2","en_KE","AJ","BUNDLE_NAME"<endrec>
"AJ2","sw_KE","AJ","BUNDLE_NAME"<endrec>
"API Initiate Transaction By Reminder","en","","SERVICE_DESCRIPTION"<endrec>
"API Initiate Transaction By Reminder","en","","SERVICE_NAME"<endrec>
"API Initiate Transaction By Reminder","en_KE","","SERVICE_DESCRIPTION"<endrec>
"API Initiate Transaction By Reminder","en_KE","","SERVICE_NAME"<endrec>
"API Initiate Transaction By Reminder","sw_KE","","SERVICE_DESCRIPTION"<endrec>
"API Initiate Transaction By Reminder","sw_KE","","SERVICE_NAME"<endrec>
"APIATMProviderFloatAccount","en","","RULE_PROFILE_NAME"<endrec>
"APIATMProviderFloatAccount","en_KE","","RULE_PROFILE_NAME"<endrec>
"APIATMProviderFloatAccount","sw_KE","","RULE_PROFILE_NAME"<endrec>
"API_product Charge profile","en","","CHARGE_PROFILE_NAME"<endrec>
"API_product Charge profile","en_KE","","CHARGE_PROFILE_NAME"<endrec>
"API_product Charge profile","sw_KE","","CHARGE_PROFILE_NAME"<endrec>
"ATM API Initiator/Caller","en","","ROLE_DESCRIPTION"<endrec>
"ATM API Initiator/Caller","en","","ROLE_NAME"<endrec>
"ATM API Initiator/Caller","en_KE","ATM API Initiator/Caller","ROLE_DESCRIPTION"<endrec>
"ATM API Initiator/Caller","en_KE","ATM API Initiator/Caller","ROLE_NAME"<endrec>
"ATM API Initiator/Caller","sw_KE","","ROLE_DESCRIPTION"<endrec>
"ATM API Initiator/Caller","sw_KE","","ROLE_NAME"<endrec>
"ATM Apply ATM Withdrawal Voucher for Customer","en","ATM Apply ATM Withdrawal Voucher for Customer","SERVICE_DESCRIPTION"<endrec>
"ATM Apply ATM Withdrawal Voucher for Customer","en","ATM Apply ATM Withdrawal Voucher for Customer","SERVICE_NAME"<endrec>
"ATM Apply ATM Withdrawal Voucher for Customer","en_KE","","SERVICE_DESCRIPTION"<endrec>
"ATM Apply ATM Withdrawal Voucher for Customer","en_KE","","SERVICE_NAME"<endrec>
"ATM Apply ATM Withdrawal Voucher for Customer","sw_KE","","SERVICE_DESCRIPTION"<endrec>
"ATM Apply ATM Withdrawal Voucher for Customer","sw_KE","","SERVICE_NAME"<endrec>
"ATM Customer Product test","en","","PRODUCT_DESCRIPTION"<endrec>
"ATM Customer Product test","en","","PRODUCT_NAME"<endrec>
"ATM Customer Product test","en_KE","","PRODUCT_DESCRIPTION"<endrec>
"ATM Customer Product test","en_KE","","PRODUCT_NAME"<endrec>
"ATM Customer Product test","sw_KE","","PRODUCT_DESCRIPTION"<endrec>
"ATM Customer Product test","sw_KE","","PRODUCT_NAME"<endrec>
"ATM Deposit For Group","en","ATM Deposit For Group","TRANSACTION_TYPE_DESCRIPTION"<endrec>
"ATM Deposit For Group","en","ATM Deposit For Group","TRANSACTION_TYPE_NAME"<endrec>
"ATM Deposit For Group","en_KE","Cash In","TRANSACTION_TYPE_DESCRIPTION"<endrec>
"ATM Deposit For Group","en_KE","Cash In","TRANSACTION_TYPE_NAME"<endrec>
"ATM Deposit For Group","sw_KE","","TRANSACTION_TYPE_DESCRIPTION"<endrec>
"ATM Deposit For Group","sw_KE","","TRANSACTION_TYPE_NAME"<endrec>
"ATM Deposit Reversal","en","ATM Deposit Reversal","REASON_TYPE_NAME"<endrec>
"ATM Deposit Reversal","en","ATM Deposit Reversal","SERVICE_DESCRIPTION"<endrec>
"ATM Deposit Reversal","en","ATM Deposit Reversal","SERVICE_NAME"<endrec>
"ATM Deposit Reversal","en","ATM Deposit Reversal","TRANSACTION_TYPE_DESCRIPTION"<endrec>
"ATM Deposit Reversal","en","ATM Deposit Reversal","TRANSACTION_TYPE_NAME"<endrec>
"ATM Deposit Reversal","en_KE","ATM Deposit Reversal","REASON_TYPE_NAME"<endrec>
"ATM Deposit Reversal","en_KE","","SERVICE_DESCRIPTION"<endrec>
"ATM Deposit Reversal","en_KE","","SERVICE_NAME"<endrec>
"ATM Deposit Reversal","en_KE","","TRANSACTION_TYPE_DESCRIPTION"<endrec>
"ATM Deposit Reversal","en_KE","","TRANSACTION_TYPE_NAME"<endrec>
"ATM Deposit Reversal","sw_KE","","REASON_TYPE_NAME"<endrec>
"ATM Deposit Reversal","sw_KE","","SERVICE_DESCRIPTION"<endrec>
"ATM Deposit Reversal","sw_KE","","SERVICE_NAME"<endrec>
"ATM Deposit Reversal","sw_KE","","TRANSACTION_TYPE_DESCRIPTION"<endrec>
"ATM Deposit Reversal","sw_KE","","TRANSACTION_TYPE_NAME"<endrec>
"ATM Deposit Reversal - Partial","en","","REASON_TYPE_NAME"<endrec>
"ATM Deposit Reversal - Partial","en_KE","Withdrawal at ATM Reversal - Full","REASON_TYPE_NAME"<endrec>
"ATM Deposit Reversal - Partial","sw_KE","","REASON_TYPE_NAME"<endrec>
"ATM Deposit Reversal Group","en","ATM Deposit Reversal","REASON_TYPE_NAME"<endrec>
"ATM Deposit Reversal Group","en_KE","ATM Deposit Reversal","REASON_TYPE_NAME"<endrec>
"ATM Deposit Reversal Group","sw_KE","","REASON_TYPE_NAME"<endrec>
"ATM Deposit Voucher For Customer (Value_new)","en","ATM Deposit Voucher For Customer (value_new)","VOUCHER_TYPE_NAME"<endrec>
"ATM Deposit Voucher For Customer (Value_new)","en_KE","ATM Deposit Voucher For Customer (value)","VOUCHER_TYPE_NAME"<endrec>
"ATM Deposit Voucher For Customer (Value_new)","sw_KE","","VOUCHER_TYPE_NAME"<endrec>
"ATM Deposit Voucher For Customer (Valued)","en","ATM Deposit Voucher For Customer (value)","VOUCHER_TYPE_NAME"<endrec>
"ATM Deposit Voucher For Customer (Valued)","en_KE","ATM Deposit Voucher For Customer (value)","VOUCHER_TYPE_NAME"<endrec>
"ATM Deposit Voucher For Customer (Valued)","sw_KE","","VOUCHER_TYPE_NAME"<endrec>
"ATM Deposit Voucher For Customer (value)","en","ATM Deposit Voucher For Customer (value)","VOUCHER_TYPE_NAME"<endrec>
"ATM Deposit Voucher For Customer (value)","en_KE","ATM Deposit Voucher For Customer (value)","VOUCHER_TYPE_NAME"<endrec>
"ATM Deposit Voucher For Customer (value)","sw_KE","","VOUCHER_TYPE_NAME"<endrec>
"ATM Deposit Voucher For Customer (valueless)","en","ATM Deposit Voucher For Customer (valueless)","VOUCHER_TYPE_NAME"<endrec>
"ATM Deposit Voucher For Customer (valueless)","en_KE","","VOUCHER_TYPE_NAME"<endrec>
"ATM Deposit Voucher For Customer (valueless)","sw_KE","","VOUCHER_TYPE_NAME"<endrec>
"ATM Deposit Voucher For Group (Value)","en","ATM Deposit Voucher For Group (Value)","VOUCHER_TYPE_NAME"<endrec>
"ATM Deposit Voucher For Group (Value)","en_KE","","VOUCHER_TYPE_NAME"<endrec>
"ATM Deposit Voucher For Group (Value)","sw_KE","","VOUCHER_TYPE_NAME"<endrec>
"ATM Deposit Voucher For Group (ValueLess)","en","ATM Deposit Voucher For Group (ValueLess)","VOUCHER_TYPE_NAME"<endrec>
"ATM Deposit Voucher For Group (ValueLess)","en_KE","","VOUCHER_TYPE_NAME"<endrec>
"ATM Deposit Voucher For Group (ValueLess)","sw_KE","","VOUCHER_TYPE_NAME"<endrec>
"ATM Deposit Voucher For Organisation","en","ATM Deposit Voucher For Organisation","VOUCHER_TYPE_NAME"<endrec>
"ATM Deposit Voucher For Organisation","en_KE","","VOUCHER_TYPE_NAME"<endrec>
"ATM Deposit Voucher For Organisation","sw_KE","","VOUCHER_TYPE_NAME"<endrec>
"ATM Deposit Voucher For Organisation (Value)","en","ATM Deposit Voucher For Organisation (Value)","VOUCHER_TYPE_NAME"<endrec>
"ATM Deposit Voucher For Organisation (Value)","en_KE","ATM Deposit Voucher For Organisation (Value)","VOUCHER_TYPE_NAME"<endrec>
"ATM Deposit Voucher For Organisation (Value)","sw_KE","ATM Deposit Voucher For Organisation (Value)","VOUCHER_TYPE_NAME"<endrec>
"ATM Issue ATM Withdrawal Voucher for Customer","en","ATM Issue ATM Withdrawal Voucher for Customer","REASON_TYPE_NAME"<endrec>
"ATM Issue ATM Withdrawal Voucher for Customer","en_KE","","REASON_TYPE_NAME"<endrec>
"ATM Issue ATM Withdrawal Voucher for Customer","sw_KE","","REASON_TYPE_NAME"<endrec>
"ATM Provider","en_KE","ATM Provider","SEGMENT_NAME"<endrec>
"ATM Provider Float Account Rules","en","","RULE_PROFILE_NAME"<endrec>
"ATM Provider Float Account Rules","en_KE","ATM Provider Float Account Rules","RULE_PROFILE_NAME"<endrec>
"ATM Provider Float Account Rules","sw_KE","","RULE_PROFILE_NAME"<endrec>
"ATM Provider Product","en","","PRODUCT_DESCRIPTION"<endrec>
"ATM Provider Product","en","","PRODUCT_NAME"<endrec>
"ATM Provider Product","en_KE","ATM Provider Product","PRODUCT_DESCRIPTION"<endrec>
"ATM Provider Product","en_KE","ATM Provider Product","PRODUCT_NAME"<endrec>
"ATM Provider Product","sw_KE","","PRODUCT_DESCRIPTION"<endrec>
"ATM Provider Product","sw_KE","","PRODUCT_NAME"<endrec>
"ATM Voucher for Customer (Value)","en","","VOUCHER_TYPE_NAME"<endrec>
"ATM Voucher for Customer (Value)","en_KE","","VOUCHER_TYPE_NAME"<endrec>
"ATM Voucher for Customer (Value)","sw_KE","","VOUCHER_TYPE_NAME"<endrec>
"ATM Voucher for Customer 1(Value)","en","","VOUCHER_TYPE_NAME"<endrec>
"ATM Voucher for Customer 1(Value)","en_KE","","VOUCHER_TYPE_NAME"<endrec>
"ATM Voucher for Customer 1(Value)","sw_KE","","VOUCHER_TYPE_NAME"<endrec>
"ATM Withdraw Transaction","en","ATM Withdraw Transaction","TRANSACTION_TYPE_DESCRIPTION"<endrec>
"ATM Withdraw Transaction","en","ATM Withdraw Transaction","TRANSACTION_TYPE_NAME"<endrec>
"ATM Withdraw Transaction","en_KE","ATM Withdraw Transaction","TRANSACTION_TYPE_DESCRIPTION"<endrec>
"ATM Withdraw Transaction","en_KE","ATM Withdraw Transaction","TRANSACTION_TYPE_NAME"<endrec>
"ATM Withdraw Transaction","sw_KE","ATM Withdraw Transaction","TRANSACTION_TYPE_DESCRIPTION"<endrec>
"ATM Withdraw Transaction","sw_KE","ATM Withdraw Transaction","TRANSACTION_TYPE_NAME"<endrec>
"ATM Withdraw Voucher For Group (Value)","en","ATM Withdraw Voucher For Group (Value)","VOUCHER_TYPE_NAME"<endrec>
"ATM Withdraw Voucher For Group (Value)","en_KE","","VOUCHER_TYPE_NAME"<endrec>
"ATM Withdraw Voucher For Group (Value)","sw_KE","","VOUCHER_TYPE_NAME"<endrec>
"ATM Withdraw Voucher For Group (ValueLess)","en","ATM Withdraw Voucher For Group (ValueLess)","VOUCHER_TYPE_NAME"<endrec>
"ATM Withdraw Voucher For Group (ValueLess)","en_KE","","VOUCHER_TYPE_NAME"<endrec>
"ATM Withdraw Voucher For Group (ValueLess)","sw_KE","","VOUCHER_TYPE_NAME"<endrec>
"ATM Withdraw Voucher For Organisation (Value)","en","ATM Deposit Voucher For Organisation (Value)","VOUCHER_TYPE_NAME"<endrec>
"ATM Withdraw Voucher For Organisation (Value)","en_KE","ATM Deposit Voucher For Organisation (Value)","VOUCHER_TYPE_NAME"<endrec>
"ATM Withdraw Voucher For Organisation (Value)","sw_KE","ATM Deposit Voucher For Organisation (Value)","VOUCHER_TYPE_NAME"<endrec>
"ATM Withdrawal Reversal for Group","en","","REASON_TYPE_NAME"<endrec>
"ATM Withdrawal Reversal for Group","en_KE","Withdrawal at ATM Reversal - Full","REASON_TYPE_NAME"<endrec>
"ATM Withdrawal Reversal for Group","sw_KE","","REASON_TYPE_NAME"<endrec>
"ATM Withdrawal Tariff","en","","CHARGE_PROFILE_NAME"<endrec>
"ATM Withdrawal Tariff","en_KE","ATM Withdrawal Tariff","CHARGE_PROFILE_NAME"<endrec>
"ATM Withdrawal Tariff","sw_KE","","CHARGE_PROFILE_NAME"<endrec>
"ATM Withdrawal Voucher","en_KE","ATM Withdrawal Voucher","VOUCHER_TYPE_NAME"<endrec>
"ATM Withdrawal Voucher","sw_KE","","VOUCHER_TYPE_NAME"<endrec>
"ATM Withdrawal Voucher For Customer (value)","en","ATM Withdrawal Voucher For Customer (value)","VOUCHER_TYPE_NAME"<endrec>
"ATM Withdrawal Voucher For Customer (value)","en_KE","","VOUCHER_TYPE_NAME"<endrec>
"ATM Withdrawal Voucher For Customer (value)","sw_KE","","VOUCHER_TYPE_NAME"<endrec>
"ATM Withdrawal Voucher For Organisation","en","ATM Withdrawal Voucher For Organisation","VOUCHER_TYPE_NAME"<endrec>
"ATM Withdrawal Voucher For Organisation","en_KE","","VOUCHER_TYPE_NAME"<endrec>
"ATM Withdrawal Voucher For Organisation","sw_KE","","VOUCHER_TYPE_NAME"<endrec>
"AUTON000","en","","TAX_CODE_NAME"<endrec>
"AUTON000","en_KE","","TAX_CODE_NAME"<endrec>
"AUTON000","sw_KE","","TAX_CODE_NAME"<endrec>
"AUTON040","en","","TAX_CODE_NAME"<endrec>
"AUTON040","en_KE","","TAX_CODE_NAME"<endrec>
"AUTON040","sw_KE","","TAX_CODE_NAME"<endrec>
"AUTON067","en","","TAX_CODE_NAME"<endrec>
"AUTON067","en_KE","","TAX_CODE_NAME"<endrec>
"AUTON067","sw_KE","","TAX_CODE_NAME"<endrec>
"AUTON075","en","","TAX_CODE_NAME"<endrec>
"AUTON075","en_KE","","TAX_CODE_NAME"<endrec>
"AUTON075","sw_KE","","TAX_CODE_NAME"<endrec>
"AUTON077","en","","TAX_CODE_NAME"<endrec>
"AUTON077","en_KE","","TAX_CODE_NAME"<endrec>
"AUTON077","sw_KE","","TAX_CODE_NAME"<endrec>
"AUTON1355","en","","TAX_CODE_NAME"<endrec>
"AUTON1355","en_KE","","TAX_CODE_NAME"<endrec>
"AUTON1355","sw_KE","","TAX_CODE_NAME"<endrec>
"AUTON139","en","","TAX_CODE_NAME"<endrec>
"AUTON139","en_KE","","TAX_CODE_NAME"<endrec>
"AUTON139","sw_KE","","TAX_CODE_NAME"<endrec>
"AUTON144","en","","TAX_CODE_NAME"<endrec>
"AUTON144","en_KE","","TAX_CODE_NAME"<endrec>
"AUTON144","sw_KE","","TAX_CODE_NAME"<endrec>
"AUTON1458","en","","TAX_CODE_NAME"<endrec>
"AUTON1458","en_KE","","TAX_CODE_NAME"<endrec>
"AUTON1458","sw_KE","","TAX_CODE_NAME"<endrec>
"AUTON151","en","","TAX_CODE_NAME"<endrec>
"AUTON151","en_KE","","TAX_CODE_NAME"<endrec>
"AUTON151","sw_KE","","TAX_CODE_NAME"<endrec>
"AUTON154","en","","TAX_CODE_NAME"<endrec>
"AUTON154","en_KE","","TAX_CODE_NAME"<endrec>
"AUTON154","sw_KE","","TAX_CODE_NAME"<endrec>
"AUTON161","en","","TAX_CODE_NAME"<endrec>
"AUTON161","en_KE","","TAX_CODE_NAME"<endrec>
"AUTON161","sw_KE","","TAX_CODE_NAME"<endrec>
"AUTON1633","en","","TAX_CODE_NAME"<endrec>
"AUTON1633","en_KE","","TAX_CODE_NAME"<endrec>
"AUTON1633","sw_KE","","TAX_CODE_NAME"<endrec>
"AUTON175","en","","TAX_CODE_NAME"<endrec>
"AUTON175","en_KE","","TAX_CODE_NAME"<endrec>
"AUTON175","sw_KE","","TAX_CODE_NAME"<endrec>
"AUTON1871","en","","TAX_CODE_NAME"<endrec>
"AUTON1871","en_KE","","TAX_CODE_NAME"<endrec>
"AUTON1871","sw_KE","","TAX_CODE_NAME"<endrec>
"AUTON192","en","","TAX_CODE_NAME"<endrec>
"AUTON192","en_KE","","TAX_CODE_NAME"<endrec>
"AUTON192","sw_KE","","TAX_CODE_NAME"<endrec>
"AUTON193","en","","TAX_CODE_NAME"<endrec>
"AUTON193","en_KE","","TAX_CODE_NAME"<endrec>
"AUTON193","sw_KE","","TAX_CODE_NAME"<endrec>
"AUTON2429","en","","TAX_CODE_NAME"<endrec>
"AUTON2429","en_KE","","TAX_CODE_NAME"<endrec>
"AUTON2429","sw_KE","","TAX_CODE_NAME"<endrec>
"AUTON243","en","","TAX_CODE_NAME"<endrec>
"AUTON243","en_KE","","TAX_CODE_NAME"<endrec>
"AUTON243","sw_KE","","TAX_CODE_NAME"<endrec>
"AUTON248","en","","TAX_CODE_NAME"<endrec>
"AUTON248","en_KE","","TAX_CODE_NAME"<endrec>
"AUTON248","sw_KE","","TAX_CODE_NAME"<endrec>
"AUTON2483","en","","TAX_CODE_NAME"<endrec>
"AUTON2483","en_KE","","TAX_CODE_NAME"<endrec>
"AUTON2483","sw_KE","","TAX_CODE_NAME"<endrec>
"AUTON2698","en","","TAX_CODE_NAME"<endrec>
"AUTON2698","en_KE","","TAX_CODE_NAME"<endrec>
"AUTON2698","sw_KE","","TAX_CODE_NAME"<endrec>
"AUTON2731","en","","TAX_CODE_NAME"<endrec>
"AUTON2731","en_KE","","TAX_CODE_NAME"<endrec>
"AUTON2731","sw_KE","","TAX_CODE_NAME"<endrec>
"AUTON2749","en","","TAX_CODE_NAME"<endrec>
"AUTON2749","en_KE","","TAX_CODE_NAME"<endrec>
"AUTON2749","sw_KE","","TAX_CODE_NAME"<endrec>
"AUTON278","en","","TAX_CODE_NAME"<endrec>
"AUTON278","en_KE","","TAX_CODE_NAME"<endrec>
"AUTON278","sw_KE","","TAX_CODE_NAME"<endrec>
"AUTON286","en","","TAX_CODE_NAME"<endrec>
"AUTON286","en_KE","","TAX_CODE_NAME"<endrec>
"AUTON286","sw_KE","","TAX_CODE_NAME"<endrec>
"AUTON293","en","","TAX_CODE_NAME"<endrec>
"AUTON293","en_KE","","TAX_CODE_NAME"<endrec>
"AUTON293","sw_KE","","TAX_CODE_NAME"<endrec>
"AUTON298","en","","TAX_CODE_NAME"<endrec>
"AUTON298","en_KE","","TAX_CODE_NAME"<endrec>
"AUTON298","sw_KE","","TAX_CODE_NAME"<endrec>
"AUTON310","en","","TAX_CODE_NAME"<endrec>
"AUTON310","en_KE","","TAX_CODE_NAME"<endrec>
"AUTON310","sw_KE","","TAX_CODE_NAME"<endrec>
"AUTON3115","en","","TAX_CODE_NAME"<endrec>
"AUTON3115","en_KE","","TAX_CODE_NAME"<endrec>
"AUTON3115","sw_KE","","TAX_CODE_NAME"<endrec>
"AUTON316","en","","TAX_CODE_NAME"<endrec>
"AUTON316","en_KE","","TAX_CODE_NAME"<endrec>
"AUTON316","sw_KE","","TAX_CODE_NAME"<endrec>
"AUTON322","en","","TAX_CODE_NAME"<endrec>
"AUTON322","en_KE","","TAX_CODE_NAME"<endrec>
"AUTON322","sw_KE","","TAX_CODE_NAME"<endrec>
"AUTON336","en","","TAX_CODE_NAME"<endrec>
"AUTON336","en_KE","","TAX_CODE_NAME"<endrec>
"AUTON336","sw_KE","","TAX_CODE_NAME"<endrec>
"AUTON339","en","","TAX_CODE_NAME"<endrec>
"AUTON339","en_KE","","TAX_CODE_NAME"<endrec>
"AUTON339","sw_KE","","TAX_CODE_NAME"<endrec>
"AUTON343","en","","TAX_CODE_NAME"<endrec>
"AUTON343","en_KE","","TAX_CODE_NAME"<endrec>
"AUTON343","sw_KE","","TAX_CODE_NAME"<endrec>
"AUTON353","en","","TAX_CODE_NAME"<endrec>
"AUTON353","en_KE","","TAX_CODE_NAME"<endrec>
"AUTON353","sw_KE","","TAX_CODE_NAME"<endrec>
"AUTON371","en","","TAX_CODE_NAME"<endrec>
"AUTON371","en_KE","","TAX_CODE_NAME"<endrec>
"AUTON371","sw_KE","","TAX_CODE_NAME"<endrec>
"AUTON385","en","","TAX_CODE_NAME"<endrec>
"AUTON385","en_KE","","TAX_CODE_NAME"<endrec>
"AUTON385","sw_KE","","TAX_CODE_NAME"<endrec>
"AUTON394","en","","TAX_CODE_NAME"<endrec>
"AUTON394","en_KE","","TAX_CODE_NAME"<endrec>
