ACCT_TYPE_ID,APPLY_TIME,CREATE_OPER_ID,CREATE_OPER_TIME,EXPIRE_TIME,IDENTITY_ID,IDENTITY_TYPE,LAST_OPER_ID,LAST_OPER_TIME,LOAD_DATA_TS,RULE_PROFILE_DESC,RULE_PROFILE_ID,RULE_PROFILE_NAME,RULE_PROFILE_TYPE,STATUS,UNIQUE_ID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           <endrec>
"0","2014-07-02 00:00:00.000000","203000000000010036","2014-07-02 15:34:25.271000","2099-12-31 23:59:59.000000","","5000","203000000000010133","2014-10-01 15:50:16.395000","","Default Organization Rule Profile- Level 2","7019","Default Organization Rule Profile-Level 2","0","50","30071522"<endrec>
"0","2014-07-09 00:00:00.000000","203000000000010036","2014-07-09 11:52:33.244000","2099-12-31 23:59:59.000000","","5000","203000000000010133","2014-10-01 15:50:48.612000","","Default Organization Rule Profile-Level 3","8021","Default Organization Rule Profile-Level 3","0","50","30076467"<endrec>
"10016","2014-07-09 00:00:00.000000","203000000000010036","2014-07-09 17:29:55.120000","2099-12-31 23:59:59.000000","","5000","203000000000010036","2014-07-09 17:30:34.523000","","Default Charges Paid Account Rules","8026","Default Charges Paid Account Rules","1","30","30076472"<endrec>
"10013","2014-07-09 00:00:00.000000","203000000000010036","2014-07-09 17:53:42.395000","2099-12-31 23:59:59.000000","","5000","203000000000013012","2016-05-19 13:39:48.170000","","Default Float Account Rule Profile","8028","Default Float Account Rule Profile","1","50","30076474"<endrec>
"0","2014-07-23 00:00:00.000000","203000000000010036","2014-07-23 16:35:45.395000","2099-12-31 23:59:59.000000","","3000","203000000000016349","2017-04-06 19:10:01.111000","","Web Operator Rule Profile","9029","Web Operator Rule Profile","0","50","30080523"<endrec>
"10011","2014-07-29 00:00:00.000000","203000000000010036","2014-07-29 10:21:48.542000","2099-12-31 23:59:59.000000","","5000","203000000000014910","2017-02-15 10:16:43.497000","","Default MMF Account Rules","1020","Default MMF Account Rules","1","50","30082544"<endrec>
"10012","2014-07-29 00:00:00.000000","203000000000010036","2014-07-29 11:16:19.075000","2099-12-31 23:59:59.000000","","5000","203000000000010036","2014-07-29 13:54:36.380000","","Default Store MMF Account Rules","1018","Default Store MMF Account Rules","1","50","30082545"<endrec>
"10012","2014-07-29 00:00:00.000000","203000000000010036","2014-07-29 13:54:20.386000","2099-12-31 23:59:59.000000","","5000","203000000000010164","2014-12-12 19:00:23.769000","","Default Store MMF Account Rules","1018","Default Store MMF Account Rules","1","50","30082547"<endrec>
"10013","2014-08-07 00:00:00.000000","203000000000010036","2014-08-07 11:27:41.757000","2099-12-31 23:59:59.000000","","5000","203000000000010036","2014-08-07 11:27:47.509000","","ATM Provider Float Account Rules","10030","ATM Provider Float Account Rules","1","30","30085577"<endrec>
"10015","2014-09-25 00:00:00.000000","203000000000010133","2014-09-25 15:38:30.687000","2099-12-31 23:59:59.000000","","5000","203000000000010133","2014-09-25 15:38:39.195000","","IMT Business Utility Account Rules","11031","IMT Business Utility Account Rules","1","30","30097655"<endrec>
"0","2014-09-26 00:00:00.000000","203000000000010133","2014-09-26 17:41:33.660000","2015-05-20 23:59:59.000000","","1000","203000000000010133","2014-10-01 15:49:05.998000","","Customer Default Rule Profile","12","Customer Default Rule Profile","0","50","30097660"<endrec>
"0","2014-10-01 00:00:00.000000","203000000000010133","2014-10-01 15:49:00.007000","2015-05-20 23:59:59.000000","","1000","203000000000010133","2014-10-03 15:47:21.828000","","Customer Default Rule Profile","12","Customer Default Rule Profile","0","50","30099787"<endrec>
"0","2014-10-01 00:00:00.000000","203000000000010133","2014-10-01 15:49:41.270000","2099-12-31 23:59:59.000000","","5000","203000000000010133","2014-10-03 15:45:46.784000","","Default Organization Rule Profile-Level 1","7020","Default Organization Rule Profile-Level 1","0","50","30099789"<endrec>
"0","2014-10-01 00:00:00.000000","203000000000010133","2014-10-01 15:50:10.116000","2099-12-31 23:59:59.000000","","5000","203000000000010133","2014-10-03 15:46:34.304000","","Default Organization Rule Profile- Level 2","7019","Default Organization Rule Profile-Level 2","0","50","30099790"<endrec>
"0","2014-10-01 00:00:00.000000","203000000000010133","2014-10-01 15:50:41.856000","2099-12-31 23:59:59.000000","","5000","203000000000010133","2014-10-03 15:46:39.650000","","Default Organization Rule Profile-Level 3","8021","Default Organization Rule Profile-Level 3","0","50","30099791"<endrec>
"0","2014-10-03 00:00:00.000000","203000000000010133","2014-10-03 15:45:38.490000","2099-12-31 23:59:59.000000","","5000","203000000000010133","2014-10-13 09:34:02.397000","","Default Organization Rule Profile-Level 1","7020","Default Organization Rule Profile-Level 1","0","50","30099830"<endrec>
"0","2014-10-03 00:00:00.000000","203000000000010133","2014-10-03 15:46:08.014000","2099-12-31 23:59:59.000000","","5000","203000000000010133","2014-10-06 19:29:01.421000","","Default Organization Rule Profile- Level 2","7019","Default Organization Rule Profile-Level 2","0","50","30099831"<endrec>
"0","2014-10-03 00:00:00.000000","203000000000010133","2014-10-03 15:46:27.642000","2099-12-31 23:59:59.000000","","5000","203000000000010133","2014-10-06 19:30:16.495000","","Default Organization Rule Profile-Level 3","8021","Default Organization Rule Profile-Level 3","0","50","30099832"<endrec>
"0","2014-10-08 00:00:00.000000","203000000000010133","2014-10-03 15:47:14.678000","2015-05-20 23:59:59.000000","","1000","203000000000010133","2014-10-10 19:14:54.212000","","Customer Default Rule Profile","12","Customer Default Rule Profile","0","50","30099833"<endrec>
"0","2014-10-06 00:00:00.000000","203000000000010133","2014-10-06 19:28:50.637000","2099-12-31 23:59:59.000000","","5000","203000000000010133","2014-10-09 17:08:09.586000","","Default Organization Rule Profile- Level 2","7019","Default Organization Rule Profile-Level 2","0","50","30100711"<endrec>
"0","2014-10-06 00:00:00.000000","203000000000010133","2014-10-06 19:29:47.481000","2099-12-31 23:59:59.000000","","5000","203000000000010133","2014-10-09 17:11:06.610000","","Default Organization Rule Profile-Level 3","8021","Default Organization Rule Profile-Level 3","0","50","30100712"<endrec>
"0","2014-10-09 00:00:00.000000","203000000000010133","2014-10-09 17:07:58.705000","2099-12-31 23:59:59.000000","","5000","203000000000010133","2014-10-13 09:34:17.608000","","Default Organization Rule Profile- Level 2","7019","Default Organization Rule Profile-Level 2","0","50","30103790"<endrec>
"0","2014-10-09 00:00:00.000000","203000000000010133","2014-10-09 17:10:59.054000","2099-12-31 23:59:59.000000","","5000","203000000000010133","2014-10-13 09:34:30.095000","","Default Organization Rule Profile-Level 3","8021","Default Organization Rule Profile-Level 3","0","50","30103791"<endrec>
"0","2014-10-10 00:00:00.000000","203000000000010133","2014-10-10 19:14:47.148000","2015-05-20 23:59:59.000000","","1000","203000000000010063","2014-10-13 19:39:58.703000","","Customer Default Rule Profile","12","Customer Default Rule Profile","0","50","30104827"<endrec>
"0","2014-10-13 00:00:00.000000","203000000000010133","2014-10-13 09:32:59.589000","2099-12-31 23:59:59.000000","","5000","203000000000010133","2014-10-13 09:38:29.142000","","Default Organization Rule Profile-Level 1","7020","Default Organization Rule Profile-Level 1","0","50","30105848"<endrec>
"0","2014-10-13 00:00:00.000000","203000000000010133","2014-10-13 09:33:23.552000","2099-12-31 23:59:59.000000","","5000","203000000000010133","2014-10-13 09:38:35.436000","","Default Organization Rule Profile- Level 2","7019","Default Organization Rule Profile-Level 2","0","50","30105849"<endrec>
"0","2014-10-13 00:00:00.000000","203000000000010133","2014-10-13 09:33:51.880000","2099-12-31 23:59:59.000000","","5000","203000000000010133","2014-10-13 09:38:42.044000","","Default Organization Rule Profile-Level 3","8021","Default Organization Rule Profile-Level 3","0","50","30105850"<endrec>
"0","2014-10-13 00:00:00.000000","203000000000010133","2014-10-13 09:37:43.358000","2099-12-31 23:59:59.000000","","5000","203000000000010133","2014-10-13 10:14:40.670000","","Default Organization Rule Profile-Level 1","7020","Default Organization Rule Profile-Level 1","0","50","30105852"<endrec>
"0","2014-10-13 00:00:00.000000","203000000000010133","2014-10-13 09:38:01.496000","2099-12-31 23:59:59.000000","","5000","203000000000010133","2014-10-13 10:14:03.516000","","Default Organization Rule Profile- Level 2","7019","Default Organization Rule Profile-Level 2","0","50","30105853"<endrec>
"0","2014-10-13 00:00:00.000000","203000000000010133","2014-10-13 09:38:20.247000","2099-12-31 23:59:59.000000","","5000","203000000000010133","2014-10-13 10:14:09.757000","","Default Organization Rule Profile-Level 3","8021","Default Organization Rule Profile-Level 3","0","50","30105854"<endrec>
"0","2014-10-29 00:00:00.000000","203000000000010133","2014-10-13 10:13:41.561000","2099-12-31 23:59:59.000000","","5000","203000000000010385","2015-05-07 20:16:42.463000","","Default Organization Rule Profile- Level 2","7019","Default Organization Rule Profile-Level 2","0","50","30105857"<endrec>
"0","2014-10-29 00:00:00.000000","203000000000010133","2014-10-13 10:13:55.708000","2099-12-31 23:59:59.000000","","5000","203000000000010385","2015-05-07 20:16:54.174000","","Default Organization Rule Profile-Level 3","8021","Default Organization Rule Profile-Level 3","0","50","30105858"<endrec>
"0","2014-10-29 00:00:00.000000","203000000000010133","2014-10-13 10:14:34.037000","2099-12-31 23:59:59.000000","","5000","203000000000010385","2015-05-07 20:16:27.996000","","Default Organization Rule Profile-Level 1","7020","Default Organization Rule Profile-Level 1","0","50","30105859"<endrec>
"0","2014-10-13 00:00:00.000000","203000000000010063","2014-10-13 19:39:06.347000","2015-05-20 23:59:59.000000","","1000","203000000000010133","2014-10-14 10:38:55.980000","","Customer Default Rule Profile","12","Customer Default Rule Profile","0","50","30106837"<endrec>
"0","2014-10-14 00:00:00.000000","203000000000010133","2014-10-14 10:38:50.172000","2015-05-20 23:59:59.000000","","1000","203000000000010133","2014-10-14 12:17:46.480000","","Customer Default Rule Profile","12","Customer Default Rule Profile","0","50","30107841"<endrec>
"0","2014-11-06 00:00:00.000000","203000000000010133","2014-10-14 12:17:40.885000","2015-05-20 23:59:59.000000","","1000","203000000000010164","2014-11-10 20:23:12.395000","","Customer Default Rule Profile","12","Customer Default Rule Profile","0","50","30107846"<endrec>
"10012","2014-10-28 00:00:00.000000","203000000000013109","2014-10-28 11:35:01.539000","2099-12-31 23:59:59.000000","","5000","203000000000010164","2014-10-31 18:00:59.752000","","Default MNO MMF Account Rules","12032","Default MNO MMF Account Rules","1","50","30115889"<endrec>
"10012","2014-10-28 00:00:00.000000","203000000000013109","2014-10-28 11:35:19.893000","2099-12-31 23:59:59.000000","","5000","203000000000010164","2014-11-28 18:31:11.329000","","Default FSI MMF Account Rules","12033","Default FSI MMF Account Rules","1","50","30115890"<endrec>
"0","2015-07-16 00:00:00.000000","203000000000010503","2015-07-16 18:11:45.233000","2099-12-31 23:59:59.000000","","5000","203000000000010809","2015-12-03 17:44:19.792000","","Default Organization Rule Profile-Level 1","7020","Default Organization Rule Profile-Level 1","0","50","30117467"<endrec>
"10011","2014-10-31 00:00:00.000000","203000000000010164","2014-10-31 18:00:50.678000","2099-12-31 23:59:59.000000","","5000","203000000000010164","2014-10-31 18:00:59.752000","","Default MNO MMF Account Rules","12032","Default MNO MMF Account Rules","1","30","30117991"<endrec>
"0","2014-11-10 00:00:00.000000","203000000000010164","2014-11-10 20:23:06.798000","2015-05-20 23:59:59.000000","","1000","203000000000010240","2014-12-16 18:59:36.767000","","Customer Default Rule Profile","12","Customer Default Rule Profile","0","50","30120061"<endrec>
"10136","2014-11-28 00:00:00.000000","203000000000010164","2014-11-28 18:08:42.138000","2099-12-31 23:59:59.000000","","5000","203000000000015423","2016-08-16 14:42:24.145000","","Default Deposit Account Rules","13034","Default Deposit Account Rules","1","50","30132182"<endrec>
"10140","2014-11-28 00:00:00.000000","203000000000010164","2014-11-28 18:13:55.329000","2099-12-31 23:59:59.000000","","5000","203000000000016121","2016-08-16 11:10:02.698000","","Default Withdrawal Account Rules","13035","Default Withdrawal Account Rules","1","50","30132185"<endrec>
"10017","2014-11-28 00:00:00.000000","203000000000010164","2014-11-28 18:18:39.119000","2099-12-31 23:59:59.000000","","5000","203000000000015423","2017-07-20 12:03:22.211000","","Default Financial Services Account Rules","13036","Default Financial Services Account Rules","1","50","30132186"<endrec>
"10138","2014-11-28 00:00:00.000000","203000000000010164","2014-11-28 18:23:11.285000","2099-12-31 23:59:59.000000","","5000","203000000000016349","2018-03-16 10:50:37.157000","","Default Loan Disbursement Account Rules","13037","Default Loan Disbursement Account Rules","1","50","30132188"<endrec>
"10139","2014-11-28 00:00:00.000000","203000000000010164","2014-11-28 18:26:33.816000","2099-12-31 23:59:59.000000","","5000","203000000000015423","2016-08-16 15:14:47.909000","","Default Loan Repayment Account Rules","13038","Default Loan Repayment Account Rules","1","50","30132191"<endrec>
"10137","2014-11-28 00:00:00.000000","203000000000010164","2014-11-28 18:27:50.522000","2099-12-31 23:59:59.000000","","5000","203000000000010164","2014-11-28 18:28:34.128000","","Default Final Payout Account Rules","13039","Default Final Payout Account Rules","1","30","30132192"<endrec>
